"N","Город","Зарплата.в.месяц","Изменение.зарплаты.за.12.месяцев","Должность","exp","current_job_exp","Язык.программирования","Специализация","Возраст","Пол","Образование","Университет","Еще.студент","Уровень.английского","Размер.компании","Тип.компании","Предметная.область"
"1","Харьков",400,0,"Junior QA engineer",0.5,0.5,"","Manual QA",20,"женский","Незаконченное высшее","ХНЭУ","True","ниже среднего","до 10 человек","Аутсорсинговая","iOS,eCommerce"
"2","Харьков",430,130,"Junior QA engineer",0,0,"","Manual QA",21,"женский","Незаконченное высшее","ХНЭУ","True","выше среднего","свыше 1000 человек","Аутсорсинговая","Веб-разработка"
"3","Киев",2500,800,"Software Engineer",4,1,"C#/.NET","",26,"мужской","Высшее","ДонНТУ","False","средний","до 1000 человек","Аутсорсинговая","Веб-разработка,Корпоративные системы"
"4","Одесса",2000,400,"Software Engineer",5,4,"JavaScript","",30,"мужской","Среднее","","False","ниже среднего","до 200 человек","Продуктовая","Desktop Applications,Веб-разработка"
"5","Другой",4500,500,"Senior Software Engineer",10,0.5,"JavaScript","",30,"мужской","Техникум / Колледж","","False","средний","до 10 человек","Продуктовая","Desktop Applications,Веб-разработка"
"6","Киев",400,0,"Project manager",1,1,"","",21,"мужской","Незаконченное высшее","НАУ","True","средний","до 10 человек","Стартап","Веб-разработка"
"7","Хмельницкий",600,100,"Junior Software Engineer",1,0,"C#/.NET","",23,"мужской","Высшее","ХНУ [г. Хмельницкий]","False","ниже среднего","до 50 человек","Аутсорсинговая","Веб-разработка"
"8","Киев",3300,500,"Senior Software Engineer",6,1,"C++","",28,"мужской","Высшее","НТУУ «КПИ»","False","выше среднего","до 10 человек","Продуктовая","Другое"
"9","Харьков",550,550,"Junior Software Engineer",0.5,0.5,"Java","",23,"женский","Высшее","ХНУ им. Каразина","False","средний","свыше 1000 человек","Аутсорсинговая","Веб-разработка"
"10","Киев",520,20,"Sysadmin",5,2,"","",29,"мужской","Высшее","НГУ [Днепропетровск]","False","средний","до 10 человек","Продуктовая","Системное программирование"
"11","Днепр",1600,300,"QA engineer",3,2,"","General QA",25,"мужской","Высшее","Другой вуз","False","выше среднего","до 200 человек","Продуктовая","Веб-разработка"
"12","Киев",5600,1500,"System Architect",10,1,"Scala","",30,"мужской","Высшее","НТУУ «КПИ»","False","выше среднего","свыше 1000 человек","Аутстаффинговая","Корпоративные системы"
"13","Киев",800,200,"Software Engineer",1,0,"Python","",26,"мужской","Высшее","НТУУ «КПИ»","False","ниже среднего","до 50 человек","Аутсорсинговая","Веб-разработка,Другое"
"14","Харьков",1500,500,"QA engineer",2,0.5,"","General QA",26,"мужской","Высшее","ХНУ им. Каразина","False","средний","до 50 человек","Аутстаффинговая","Веб-разработка"
"15","Киев",2500,500,"Software Engineer",3,1,"Ruby/Rails","",27,"мужской","Высшее","Другой вуз","False","выше среднего","до 50 человек","Продуктовая","Веб-разработка"
"16","Винница",2900,300,"Senior Software Engineer",5,5,"JavaScript","",26,"мужской","Высшее","ДонНТУ","False","продвинутый","до 200 человек","Аутсорсинговая","Веб-разработка"
"17","Киев",2875,0,"Software Engineer",4,1,"JavaScript","",24,"мужской","Высшее","НаУКМА","False","продвинутый","свыше 1000 человек","Аутсорсинговая","Другое"
"18","Киев",574,274,"Junior Software Engineer",1,1,"C#/.NET","",23,"мужской","Высшее","НАУ","False","продвинутый","до 10 человек","Стартап","Gamedev,Другое"
"19","Киев",3300,600,"Senior Software Engineer",4,0.5,"C++","",22,"мужской","Высшее","КНУ им. Шевченко","True","выше среднего","до 1000 человек","Аутсорсинговая","Desktop Applications,Embedded"
"20","Киев",1800,150,"Senior QA engineer",4,4,"","Manual QA",30,"мужской","Высшее","НТУУ «КПИ»","False","средний","до 1000 человек","Аутсорсинговая","Embedded"
"21","Киев",900,200,"Software Engineer",3,1,"Perl","",40,"мужской","Высшее","Другой вуз","False","средний","до 50 человек","Аутсорсинговая","Desktop Applications"
"22","Киев",2500,0,"Senior QA engineer",10,7,"","General QA",33,"мужской","Высшее","КНУ им. Шевченко","False","ниже среднего","до 50 человек","Продуктовая","Desktop Applications,Веб-разработка"
"23","Львов",800,400,"QA engineer",2,0.5,"","Manual QA",22,"мужской","Техникум / Колледж","","False","средний","до 50 человек","Аутсорсинговая","Веб-разработка,Корпоративные системы"
"24","Киев",800,200,"HR",5,1,"","",31,"женский","Высшее","КНУ им. Шевченко","False","выше среднего","до 50 человек","Продуктовая","Другое"
"25","Киев",2800,0,"Senior Software Engineer",6,1,"Swift","",31,"мужской","Высшее","ВНУ им. Даля","False","выше среднего","свыше 1000 человек","Аутсорсинговая","iOS"
"26","Киев",3000,0,"Senior Software Engineer",6,1,"JavaScript","",26,"мужской","Незаконченное высшее","НаУКМА","False","продвинутый","до 10 человек","Продуктовая","Веб-разработка,Корпоративные системы"
"27","Киев",4500,0,"Senior Software Engineer",10,8,"Ruby/Rails","",29,"мужской","Высшее","КНУ им. Шевченко","False","продвинутый","до 50 человек","Аутсорсинговая","Веб-разработка"
"28","Львов",1200,200,"Senior QA engineer",7,1.5,"","Manual QA",29,"мужской","Высшее","Львовская Политехника","False","ниже среднего","свыше 1000 человек","Аутсорсинговая","Embedded"
"29","Киев",350,0,"Data Scientist / Data Analyst",0.25,0.25,"","",22,"мужской","Незаконченное высшее","НТУУ «КПИ»","False","средний","до 50 человек","Продуктовая","Мультимедиа"
"30","Киев",3000,500,"Product Manager",5,1,"","",27,"мужской","Два высших","НГУ [Днепропетровск]","False","выше среднего","до 50 человек","Продуктовая","Android,iOS"
"31","Киев",460,160,"HTML coder",0.5,0.5,"","",17,"мужской","Среднее","","False","элементарный","до 10 человек","Другая",""
"32","Львов",800,200,"QA engineer",3,1,"","Manual QA",30,"мужской","Высшее","ЛНУ им. Франко","False","выше среднего","до 200 человек","Аутсорсинговая","Веб-разработка"
"33","Киев",1880,200,"Senior QA engineer",4,3,"","Manual QA",28,"мужской","Высшее","НАУ","False","выше среднего","свыше 1000 человек","Аутсорсинговая","Финансы и банки,Корпоративные системы"
"34","Киев",3500,0,"Team lead",10,5,"","",31,"мужской","Высшее","Другой вуз","False","выше среднего","свыше 1000 человек","Аутсорсинговая","Финансы и банки"
"35","Харьков",3620,300,"Senior Software Engineer",6,4,"C#/.NET","",25,"мужской","Высшее","ХАИ","False","выше среднего","свыше 1000 человек","Аутстаффинговая","Веб-разработка"
"36","Ужгород",350,350,"Junior Software Engineer",1,1,"Java","",26,"мужской","Высшее","Другой вуз","False","выше среднего","до 50 человек","Аутсорсинговая",""
"37","Киев",550,500,"HTML coder",1,0.5,"","",24,"женский","Высшее","НТУУ «КПИ»","False","средний","до 50 человек","Продуктовая","Веб-разработка"
"38","Харьков",2300,400,"Software Engineer",4,0,"C#/.NET","",26,"мужской","Высшее","ХАИ","False","средний","до 200 человек","Аутстаффинговая","Веб-разработка"
"39","Харьков",1000,200,"QA engineer",4,3,"","Manual QA",27,"женский","Высшее","ХНУ им. Каразина","False","выше среднего","до 50 человек","Продуктовая","Веб-разработка"
"40","Винница",800,150,"QA engineer",2,2,"","General QA",27,"женский","Высшее","Другой вуз","False","средний","до 1000 человек","Продуктовая","Gamedev"
"41","Другой",450,150,"Junior Software Engineer",3,1.5,"Swift","",27,"мужской","Высшее","ХНУРЭ","False","ниже среднего","до 10 человек","Продуктовая","iOS"
"42","Киев",2500,500,"Senior Software Engineer",5,5,"Java","",26,"мужской","Два высших","НАУ","False","средний","свыше 1000 человек","Аутсорсинговая","Веб-разработка,Корпоративные системы"
"43","Киев",3230,380,"Senior Software Engineer",5,1,"Swift","",25,"мужской","Высшее","НТУУ «КПИ»","False","выше среднего","до 50 человек","Продуктовая","iOS"
"44","Киев",1200,500,"Software Engineer",2,0,"PHP","",23,"мужской","Высшее","СумГУ","False","выше среднего","до 10 человек","Аутсорсинговая","Веб-разработка,Gamedev"
"45","Киев",3400,250,"Technical Lead",6,4,"Perl","",36,"мужской","Незаконченное высшее","НТУУ «КПИ»","False","выше среднего","свыше 1000 человек","Аутстаффинговая","Финансы и банки"
"46","Киев",4000,500,"Team lead",8,1,"","",28,"мужской","Высшее","Другой вуз","False","средний","до 10 человек","Стартап","Веб-разработка"
"47","Киев",3500,2000,"Senior Software Engineer",5,1,"PHP","",21,"мужской","Незаконченное высшее","НАУ","False","выше среднего","до 10 человек","Продуктовая","Финансы и банки,Корпоративные системы"
"48","Львов",350,150,"Junior Software Engineer",0.5,0.5,"Ruby/Rails","",26,"мужской","Высшее","Львовская Политехника","False","средний","до 50 человек","Аутсорсинговая","Веб-разработка"
"49","Киев",1000,0,"Product Manager",1,0.5,"","",43,"мужской","Высшее","НТУУ «КПИ»","False","средний","до 10 человек","Стартап","Телекоммуникации"
"50","Киев",1650,150,"QA engineer",4,3,"","Manual QA",28,"мужской","Высшее","Другой вуз","False","средний","до 50 человек","Аутсорсинговая","Desktop Applications,Другое"
"51","Киев",3500,150,"DBA",8,0.5,"","",30,"мужской","Высшее","НТУУ «КПИ»","False","выше среднего","до 50 человек","Продуктовая","Другое"
"52","Харьков",1050,350,"QA engineer",1.5,1.5,"","Automation QA",22,"женский","Незаконченное высшее","ХНЭУ","False","средний","до 1000 человек","Аутсорсинговая","Веб-разработка,Корпоративные системы"
"53","Киев",4500,0,"Technical Lead",10,4,"C++","",35,"мужской","Высшее","КНУ им. Шевченко","False","продвинутый","свыше 1000 человек","Аутсорсинговая","Мультимедиа"
"54","Другой",450,150,"Software Engineer",5,2,"C#/.NET","",27,"мужской","Высшее","Другой вуз","False","ниже среднего","до 200 человек","Аутсорсинговая","iOS"
"55","Киев",3000,500,"Technical Lead",6,3,"PHP","",24,"мужской","Высшее","НАУ","False","выше среднего","до 10 человек","Аутстаффинговая","Веб-разработка,eCommerce"
"56","Киев",2550,150,"Software Engineer",6,6,"C#/.NET","",35,"мужской","Высшее","Другой вуз","False","выше среднего","до 1000 человек","Продуктовая","Веб-разработка"
"57","Житомир",1000,200,"Software Engineer",6,4,"C#/.NET","",29,"мужской","Высшее","ЖГТУ","False","средний","до 10 человек","Продуктовая","Desktop Applications,Корпоративные системы"
"58","Киев",1800,500,"Software Engineer",3,1.5,"PHP","",25,"мужской","Высшее","Другой вуз","False","средний","до 200 человек","Продуктовая","Корпоративные системы"
"59","Киев",2850,850,"Software Engineer",2,1.5,"Ruby/Rails","",23,"мужской","Высшее","НТУУ «КПИ»","True","средний","до 200 человек","Аутсорсинговая","Веб-разработка"
"60","Запорожье",1100,200,"Software Engineer",3,3,"JavaScript","",23,"мужской","Высшее","ЗНТУ","False","ниже среднего","до 50 человек","Аутсорсинговая","Веб-разработка"
"61","Харьков",700,0,"Junior Software Engineer",1,10,"JavaScript","",40,"мужской","Высшее","ХАИ","False","средний","до 1000 человек","Аутсорсинговая","Веб-разработка"
"62","Другой",1800,600,"QA engineer",3,1,"","Manual QA",27,"мужской","Высшее","НТУУ «КПИ»","False","выше среднего","свыше 1000 человек","Аутсорсинговая","Финансы и банки"
"63","Киев",3400,1600,"Senior Software Engineer",4,0,"Scala","",26,"мужской","Высшее","НАУ","False","выше среднего","до 200 человек","Аутстаффинговая","Другое"
"64","Харьков",4000,500,"Senior Software Engineer",7,4,"Java","",34,"мужской","Высшее","ХНУРЭ","False","продвинутый","до 200 человек","Аутсорсинговая","Финансы и банки,eCommerce"
"65","Киев",1800,300,"Senior QA engineer",5,2,"","Automation QA",35,"мужской","Высшее","НАУ","False","выше среднего","до 200 человек","Продуктовая","Веб-разработка"
"66","Львов",2390,1000,"Senior Software Engineer",5,4,"Java","",29,"мужской","Незаконченное высшее","Другой вуз","False","средний","свыше 1000 человек","Аутсорсинговая","Android"
"67","Винница",700,200,"Software Engineer",3,3,"PHP","",22,"мужской","Высшее","ДонНУ","True","ниже среднего","до 10 человек","Аутсорсинговая","Веб-разработка"
"68","Одесса",1000,400,"QA engineer",1.5,1,"","Manual QA",28,"мужской","Высшее","ОНПУ","False","средний","до 200 человек","Аутсорсинговая",""
"69","Киев",900,900,"Software Engineer",1.5,0.5,"Python","",21,"мужской","Незаконченное высшее","КНУ им. Шевченко","True","выше среднего","до 10 человек","Стартап","Веб-разработка"
"70","Львов",1875,400,"Software Engineer",3,3,"C#/.NET","",25,"мужской","Высшее","КНУ им. Шевченко","False","выше среднего","до 200 человек","Аутсорсинговая","Веб-разработка"
"71","Днепр",1100,0,"QA engineer",3,1.5,"","Performance QA",25,"мужской","Высшее","ДНУ им. Гончара","False","средний","до 1000 человек","Аутсорсинговая","Финансы и банки"
"72","Киев",2300,500,"Senior Software Engineer",3,2,"JavaScript","",27,"мужской","Высшее","КНЭУ","False","средний","до 50 человек","Продуктовая","Веб-разработка"
"73","Киев",250,0,"HTML coder",0,0,"","",25,"мужской","Высшее","ДонНУ","False","ниже среднего","до 10 человек","Аутсорсинговая","Веб-разработка"
"74","Киев",1700,950,"Software Engineer",2,0.5,"C++","",25,"мужской","Высшее","НТУУ «КПИ»","False","средний","свыше 1000 человек","Аутсорсинговая","Мультимедиа"
"75","Полтава",230,58,"Junior Software Engineer",0.25,0,"PHP","",27,"мужской","Техникум / Колледж","","False","ниже среднего","до 10 человек","Продуктовая","Веб-разработка,Системное программирование"
"76","Львов",4000,0,"Senior Software Engineer",6,0.25,"Swift","",25,"мужской","Высшее","Львовская Политехника","False","выше среднего","до 10 человек","Продуктовая","iOS"
"77","Киев",4400,800,"Senior Software Engineer",5,3,"JavaScript","",26,"мужской","Высшее","НТУУ «КПИ»","False","выше среднего","до 10 человек","Аутстаффинговая","Веб-разработка"
"78","Киев",2400,200,"Senior QA engineer",6,5,"","Automation QA",32,"мужской","Высшее","Другой вуз","False","средний","до 200 человек","Продуктовая","Desktop Applications,Веб-разработка"
"79","Киев",500,100,"Software Engineer",2,1.5,"JavaScript","",25,"мужской","Высшее","КНУТД","False","средний","до 10 человек","Стартап","Веб-разработка"
"80","Удаленно",3800,300,"Senior Software Engineer",6,1,"JavaScript","",25,"мужской","Незаконченное высшее","НТУУ «КПИ»","False","выше среднего","до 10 человек","Стартап","Веб-разработка"
"81","Киев",350,0,"Junior QA engineer",0.5,0.5,"","Manual QA",28,"мужской","Высшее","НТУУ «КПИ»","False","выше среднего","до 10 человек","Продуктовая","Веб-разработка"
"82","Харьков",1800,200,"QA engineer",4,3,"","General QA",27,"женский","Высшее","Другой вуз","False","выше среднего","до 200 человек","Аутсорсинговая","Desktop Applications"
"83","Львов",300,100,"Junior Software Engineer",0.5,0.5,"JavaScript","",17,"мужской","Среднее","","False","средний","до 10 человек","Аутсорсинговая","Веб-разработка"
"84","Одесса",3000,500,"Senior Software Engineer",8,1,"Java","",30,"мужской","Высшее","Другой вуз","False","средний","до 10 человек","Продуктовая","Другое"
"85","Харьков",400,0,"Junior Software Engineer",2,1,"C","",26,"мужской","Высшее","ХНУРЭ","False","средний","до 10 человек","Аутсорсинговая","Embedded"
"86","Киев",4500,1200,"Senior Software Engineer",6,0.5,"JavaScript","",27,"мужской","Высшее","КНУ им. Шевченко","False","выше среднего","до 50 человек","Продуктовая","Веб-разработка"
"87","Харьков",500,500,"Project manager",0.5,0.5,"","",24,"женский","Высшее","НТУ «ХПИ»","False","выше среднего","до 10 человек","Аутсорсинговая","Веб-разработка,eCommerce"
"88","Киев",600,0,"Junior Software Engineer",0.5,0.5,"Python","",19,"мужской","Незаконченное высшее","НТУУ «КПИ»","True","выше среднего","до 10 человек","Аутсорсинговая","Веб-разработка,eCommerce"
"89","Львов",1600,200,"Software Engineer",2,1,"Swift","",22,"мужской","Высшее","Львовская Политехника","True","средний","до 200 человек","Аутсорсинговая","iOS"
"90","Харьков",850,300,"Designer",2,1.5,"","",21,"мужской","Высшее","ХНУ им. Каразина","True","средний","до 50 человек","Аутсорсинговая","Android,iOS"
"91","Днепр",2800,400,"Senior Software Engineer",4,4,"Ruby/Rails","",35,"мужской","Высшее","Другой вуз","False","средний","до 50 человек","Аутсорсинговая","Веб-разработка,Финансы и банки"
"92","Киев",1000,400,"Junior Software Engineer",1,1,"C#/.NET","",33,"мужской","Высшее","ЗНТУ","False","продвинутый","свыше 1000 человек","Аутсорсинговая","Веб-разработка"
"93","Днепр",1500,600,"Software Engineer",3,2,"PHP","",29,"женский","Высшее","Другой вуз","False","выше среднего","до 200 человек","Аутсорсинговая","eCommerce"
"94","Киев",4200,1800,"Senior Software Engineer",10,0.5,"Ruby/Rails","",32,"мужской","Высшее","Другой вуз","False","средний","до 1000 человек","Аутстаффинговая","Веб-разработка,Корпоративные системы"
"95","Харьков",1700,300,"Software Engineer",4,0.5,"JavaScript","",27,"мужской","Техникум / Колледж","","False","средний","до 1000 человек","Аутсорсинговая","Веб-разработка"
"96","Киев",640,0,"Junior Software Engineer",0.5,0.5,"JavaScript","",29,"мужской","Высшее","НТУ «ХПИ»","False","выше среднего","до 50 человек","Аутсорсинговая","Веб-разработка,Корпоративные системы"
"97","Киев",1000,250,"Project manager",2,1,"","",23,"мужской","Высшее","НАУ","False","средний","до 10 человек","Продуктовая","Веб-разработка"
"98","Киев",1200,400,"Software Engineer",2,1,"Java","",21,"мужской","Высшее","НАУ","True","средний","до 1000 человек","Аутсорсинговая","Embedded"
"99","Киев",2600,1800,"Software Engineer",4,0.5,"JavaScript","",25,"мужской","Высшее","НУПТ","False","средний","свыше 1000 человек","Аутстаффинговая","Веб-разработка"
"100","Харьков",3900,0,"Data Scientist / Data Analyst",10,7,"","",32,"мужской","Высшее","ХНУРЭ","False","выше среднего","до 200 человек","Аутсорсинговая","Веб-разработка"
"101","Харьков",1000,400,"Junior Software Engineer",1.5,1,"C#/.NET","",21,"женский","Незаконченное высшее","НТУ «ХПИ»","True","выше среднего","до 200 человек","Аутсорсинговая","Desktop Applications,Веб-разработка"
"102","Киев",1650,450,"Software Engineer",2,2,"Java","",27,"мужской","Высшее","НТУУ «КПИ»","False","выше среднего","до 50 человек","Аутсорсинговая","Android"
"103","Харьков",800,400,"Junior QA engineer",1.5,1,"","General QA",31,"мужской","Высшее","ХНУРЭ","False","средний","до 50 человек","Продуктовая","eCommerce"
"104","Киев",1800,200,"Senior QA engineer",4,2,"","General QA",33,"мужской","Высшее","Другой вуз","False","выше среднего","до 200 человек","Аутсорсинговая","eCommerce"
"105","Киев",900,250,"QA engineer",2,2,"","Manual QA",25,"мужской","Высшее","НТУУ «КПИ»","False","выше среднего","до 200 человек","Аутсорсинговая","Android,Веб-разработка"
"106","Львов",450,140,"QA Tech Lead",0.5,0.5,"","Manual QA",34,"мужской","Среднее","","False","средний","до 1000 человек","Продуктовая","iOS"
"107","Киев",800,300,"Junior QA engineer",1,1,"","General QA",20,"мужской","Незаконченное высшее","НТУУ «КПИ»","True","выше среднего","до 1000 человек","Аутсорсинговая","Веб-разработка"
"108","Харьков",3700,200,"Senior Software Engineer",9,0,"Objective-C","",32,"мужской","Высшее","Другой вуз","False","выше среднего","до 200 человек","Аутстаффинговая","iOS"
"109","Киев",3500,500,"DevOps",9,0,"","",29,"мужской","Высшее","Другой вуз","False","средний","свыше 1000 человек","Аутсорсинговая","Desktop Applications,Финансы и банки"
"110","Киев",600,40,"Security Specialist",7,7,"","",35,"мужской","Высшее","Львовская Политехника","False","выше среднего","до 1000 человек","Продуктовая","Телекоммуникации,Корпоративные системы"
"111","Харьков",1150,400,"Software Engineer",2,2,"Java","",29,"мужской","Высшее","ХНУРЭ","False","продвинутый","свыше 1000 человек","Аутсорсинговая","Корпоративные системы"
"112","Днепр",4150,150,"Technical Lead",10,10,"C","",33,"мужской","Высшее","ДНУ им. Гончара","False","выше среднего","до 200 человек","Аутстаффинговая","Веб-разработка"
"113","Львов",650,300,"QA engineer",1,1,"","Manual QA",23,"мужской","Высшее","ХАИ","False","средний","свыше 1000 человек","Аутсорсинговая","Финансы и банки"
"114","Львов",3500,500,"Senior Software Engineer",5,0,"JavaScript","",28,"мужской","Высшее","Львовская Политехника","False","выше среднего","до 10 человек","Аутсорсинговая","Веб-разработка,Корпоративные системы"
"115","Киев",685,250,"Junior Software Engineer",1.5,0.5,"Python","",21,"мужской","Незаконченное высшее","НТУУ «КПИ»","False","средний","до 1000 человек","Аутсорсинговая","Другое"
"116","Винница",700,350,"Junior QA engineer",1.5,0,"","Automation QA",33,"мужской","Высшее","ВНТУ","False","средний","до 1000 человек","Аутсорсинговая","Android,iOS"
"117","Харьков",3200,200,"Senior Software Engineer",5,0.25,"Java","",25,"мужской","Незаконченное высшее","НТУ «ХПИ»","False","выше среднего","до 50 человек","Аутсорсинговая","Android"
"118","Одесса",480,80,"Project manager",1.5,5,"","",29,"мужской","Высшее","ОНУ им. Мечникова","False","ниже среднего","до 200 человек","Продуктовая","Другое"
"119","Одесса",2250,0,"Software Engineer",3,0.5,"Java","",29,"мужской","Высшее","ОНУ им. Мечникова","False","выше среднего","до 1000 человек","Продуктовая","Веб-разработка,Телекоммуникации"
"120","Другой",1800,0,"Senior QA engineer",7,5,"","General QA",32,"мужской","Высшее","Другой вуз","False","выше среднего","до 200 человек","Аутсорсинговая","Веб-разработка,Финансы и банки"
"121","Винница",500,0,"Junior Software Engineer",0.25,0,"Java","",22,"мужской","Незаконченное высшее","Другой вуз","False","продвинутый","до 50 человек","Аутсорсинговая","Веб-разработка"
"122","Киев",450,0,"HR",8,2,"","",34,"женский","Высшее","Другой вуз","False","средний","до 10 человек","Аутсорсинговая","Веб-разработка"
"123","Одесса",550,95,"QA engineer",9,9,"","Manual QA",30,"мужской","Высшее","ОНУ им. Мечникова","False","выше среднего","до 10 человек","Другая","Корпоративные системы"
"124","Киев",2350,550,"Software Engineer",3,1.5,"JavaScript","",25,"мужской","Высшее","КНУ им. Шевченко","False","выше среднего","свыше 1000 человек","Аутсорсинговая","Веб-разработка,Финансы и банки"
"125","Киев",1700,300,"QA engineer",3,1.5,"","Automation QA",27,"мужской","Незаконченное высшее","КНУ им. Шевченко","False","продвинутый","до 200 человек","Продуктовая","Веб-разработка,Корпоративные системы"
"126","Киев",750,250,"QA engineer",1.5,1.5,"","Automation QA",26,"мужской","Высшее","Другой вуз","False","ниже среднего","до 50 человек","Аутсорсинговая","Desktop Applications,Веб-разработка"
"127","Львов",2100,100,"QA engineer",5,3,"","Automation QA",31,"женский","Высшее","Другой вуз","False","продвинутый","до 200 человек","Аутсорсинговая","Корпоративные системы"
"128","Харьков",1000,150,"Software Engineer",4,3,"PHP","",30,"мужской","Высшее","НТУ «ХПИ»","False","средний","до 50 человек","Аутсорсинговая","Веб-разработка"
"129","Ужгород",2000,600,"Software Engineer",4,2,"Java","",24,"мужской","Высшее","Другой вуз","False","средний","до 50 человек","Продуктовая","Веб-разработка"
"130","Львов",1500,200,"Marketing",10,9,"","",29,"женский","Два высших","ЛНУ им. Франко","False","выше среднего","до 200 человек","Аутсорсинговая","Другое"
"131","Киев",4100,0,"Team lead",8,2,"","",30,"мужской","Высшее","НТУУ «КПИ»","False","продвинутый","свыше 1000 человек","Аутсорсинговая","eCommerce"
"132","Харьков",2000,1000,"Senior Software Engineer",3,3,"Java","",26,"мужской","Высшее","ХАИ","False","средний","до 50 человек","Аутсорсинговая","eCommerce,Корпоративные системы"
"133","Харьков",4950,500,"Senior Project Manager / Program Manager",10,4,"","",35,"мужской","Высшее","ХНУРЭ","False","выше среднего","до 1000 человек","Аутсорсинговая",""
"134","Киев",750,0,"Junior Software Engineer",0.5,0.5,"C++","",29,"мужской","Высшее","ВНУ им. Даля","False","продвинутый","до 200 человек","Другая","Системное программирование,Корпоративные системы"
"135","Киев",1300,0,"QA engineer",9,2,"","General QA",40,"мужской","Высшее","ОНУ им. Мечникова","False","ниже среднего","до 50 человек","Аутсорсинговая","Веб-разработка,Корпоративные системы"
"136","Харьков",3400,0,"Senior Software Engineer",10,8,"Java","",34,"мужской","Кандидат","НТУ «ХПИ»","False","выше среднего","до 50 человек","Аутстаффинговая","Веб-разработка,Корпоративные системы"
"137","Киев",2500,800,"Business analyst",7,0.25,"","",34,"мужской","Высшее","Другой вуз","False","продвинутый","до 200 человек","Аутсорсинговая","Веб-разработка,Корпоративные системы"
"138","Киев",3500,0,"Scrum Master",9,0.5,"","",33,"женский","Два высших","НаУКМА","False","продвинутый","до 200 человек","Продуктовая","Веб-разработка"
"139","Харьков",500,0,"HR",3,0.5,"","",26,"женский","Два высших","ХАИ","False","средний","до 10 человек","Аутсорсинговая","Другое"
"140","Харьков",1950,1150,"Software Engineer",2,2,"C#/.NET","",22,"мужской","Незаконченное высшее","НТУ «ХПИ»","True","средний","до 1000 человек","Аутсорсинговая","Desktop Applications,Веб-разработка"
"141","Киев",4000,500,"Senior Software Engineer",1,1,"PHP","",28,"мужской","Высшее","Другой вуз","False","средний","до 10 человек","Стартап",""
"142","Другой",2500,500,"Team lead",5,5,"","",25,"мужской","Высшее","ХНУРЭ","False","средний","до 50 человек","Аутсорсинговая","eCommerce,Корпоративные системы"
"143","Киев",3000,1000,"Senior Project Manager / Program Manager",6,0,"","",28,"мужской","Высшее","КНУСА","False","выше среднего","до 200 человек","Аутстаффинговая","Веб-разработка"
"144","Киев",750,250,"Junior Software Engineer",1,1,"Python","",21,"мужской","Незаконченное высшее","НТУУ «КПИ»","True","выше среднего","до 10 человек","Аутсорсинговая","Веб-разработка"
"145","Киев",5800,800,"Team lead",9,6,"","",30,"мужской","Высшее","ЗНТУ","False","выше среднего","до 50 человек","Продуктовая","Веб-разработка,Финансы и банки"
"146","Львов",4100,700,"Senior Software Engineer",9,0,"Java","",31,"мужской","Высшее","ЛНУ им. Франко","False","выше среднего","до 1000 человек","Аутсорсинговая","Корпоративные системы"
"147","Львов",1800,400,"Senior QA engineer",3,1.5,"","Automation QA",25,"мужской","Незаконченное высшее","Другой вуз","False","выше среднего","до 1000 человек","Аутсорсинговая","Веб-разработка"
"148","Львов",2500,0,"Software Engineer",6,3,"Scala","",28,"мужской","Высшее","ВНУ им. Даля","False","средний","до 50 человек","Аутсорсинговая","Веб-разработка"
"149","Харьков",2400,600,"Senior Software Engineer",4,0,"C++","",29,"мужской","Высшее","ХНУРЭ","False","средний","до 200 человек","Аутсорсинговая","Desktop Applications"
"150","Киев",1450,0,"QA engineer",5,5,"","Manual QA",36,"мужской","Высшее","НТУУ «КПИ»","False","выше среднего","до 50 человек","Аутсорсинговая","Android,iOS"
"151","Киев",2800,1000,"QA engineer",4,0,"","Automation QA",25,"мужской","Высшее","Другой вуз","False","выше среднего","до 200 человек","Продуктовая","Веб-разработка,eCommerce"
"152","Киев",400,200,"Junior Software Engineer",1.5,0.5,"JavaScript","",27,"мужской","Высшее","Другой вуз","False","ниже среднего","до 200 человек","Продуктовая","Веб-разработка"
"153","Киев",8500,500,"Director of Engineering / Program Director",10,7,"","",35,"мужской","Высшее","НТУУ «КПИ»","False","продвинутый","до 50 человек","Аутсорсинговая","Embedded,Телекоммуникации"
"154","Днепр",1200,0,"Software Engineer",2,1,"Python","",34,"мужской","Кандидат","Другой вуз","False","продвинутый","до 50 человек","Аутстаффинговая","Веб-разработка,Мультимедиа"
"155","Харьков",1200,300,"Software Engineer",4,4,"C#/.NET","",25,"мужской","Высшее","ХНУРЭ","False","средний","свыше 1000 человек","Аутсорсинговая","Веб-разработка"
"156","Днепр",1000,400,"QA engineer",2,0.25,"","Manual QA",26,"мужской","Два высших","НГУ [Днепропетровск]","False","средний","до 1000 человек","Аутсорсинговая","Системное программирование,Корпоративные системы"
"157","Киев",2300,300,"Software Engineer",5,2,"Ruby/Rails","",27,"мужской","Высшее","Другой вуз","False","средний","до 50 человек","Аутсорсинговая","Веб-разработка,eCommerce"
"158","Киев",700,0,"Junior Software Engineer",0.25,0.25,"Java","",21,"мужской","Техникум / Колледж","","False","выше среднего","до 50 человек","Аутсорсинговая","Веб-разработка"
