"Город","Зарплата.в.месяц","Изменение.зарплаты","Должность","exp","current_job_exp","Язык.программирования","Специализация","Возраст","Пол","Образование","Еще.студент","Уровень.английского","Размер.компании","Тип.компании","Предметная.область"
"732","Киев",3700,200,"Project manager",10,1.75,"","",34,"мужской","Высшее","False","выше среднего","до 1000 человек","Другая","eCommerce"
"733","Киев",3200,200,"Senior Software Engineer",10,0.5,"C++","",31,"мужской","Высшее","False","выше среднего","до 50 человек","Продуктовая","Desktop Applications,Финансы и банки"
"734","Киев",3000,500,"Системный администратор",7.5,0.75,"","",26,"мужской","Незаконченное высшее","False","средний","до 200 человек","Продуктовая","Другое"
"735","Киев",450,450,"Junior Software Engineer",0.5,0.5,"Java","",21,"женский","Незаконченное высшее","True","выше среднего","до 10 человек","Стартап","Android"
"736","Днепр.",2500,1000,"Senior Software Engineer",5,3,"PHP","",25,"мужской","Высшее","False","средний","до 50 человек","Аутстаффинговая","Веб-разработка"
"737","Донецк",1000,0,"Junior Software Engineer",2,2,"Objective-C","",25,"мужской","Высшее","False","средний","до 200 человек","Аутсорсинговая","iOS"
"738","Винница",1060,155,"QA engineer",2,1,"","Manual QA",33,"мужской","Высшее","False","средний","до 1000 человек","Продуктовая","eCommerce"
"739","Харьков",1800,900,"Software Engineer",1.5,0.25,"Python","",23,"мужской","Высшее","False","средний","до 1000 человек","Аутстаффинговая","Корпоративные системы,Другое"
"740","Киев",1190,250,"QA engineer",2,2,"","General QA",24,"мужской","Высшее","False","выше среднего","свыше 1000 человек","Аутсорсинговая","Android,Веб-разработка"
"741","Львов",800,100,"Junior QA engineer",4.5,0.75,"","Manual QA",23,"мужской","Незаконченное высшее","False","средний","свыше 1000 человек","Аутсорсинговая","Desktop Applications,Финансы и банки"
"742","Харьков",480,0,"Junior Software Engineer",0.5,0.25,"C#/.NET","",19,"мужской","Незаконченное высшее","True","средний","до 1000 человек","Аутсорсинговая","Windows Phone"
"743","Киев",2450,100,"Senior QA engineer",7,2,"","Manual QA",29,"женский","Высшее","False","средний","до 1000 человек","Аутстаффинговая","Веб-разработка"
"744","Львов",2300,300,"Technical Lead",5,5,"Java","",28,"мужской","Высшее","False","выше среднего","свыше 1000 человек","Аутстаффинговая","Корпоративные системы"
"745","Львов",3150,150,"Senior Software Engineer",7.5,0,"JavaScript","",25,"мужской","Незаконченное высшее","False","выше среднего","до 1000 человек","Аутстаффинговая","Веб-разработка"
"746","Киев",2400,1200,"Software Engineer",2,1,"Java","",29,"мужской","Высшее","False","выше среднего","свыше 1000 человек","Аутсорсинговая","Финансы и банки"
"747","Киев",4000,800,"Scrum Master",7,1.5,"","",28,"мужской","Два высших","False","выше среднего","до 1000 человек","Продуктовая","Веб-разработка,Gamedev"
"748","Киев",4100,700,"Team lead",7.5,0.5,"","",29,"мужской","Высшее","False","выше среднего","до 50 человек","Продуктовая","Веб-разработка"
"749","Харьков",3000,0,"Senior Software Engineer",6.5,1,"Scala","",29,"мужской","Высшее","False","продвинутый","до 50 человек","Аутстаффинговая","Финансы и банки,Корпоративные системы"
"750","Харьков",2440,640,"Senior Software Engineer",4,1.5,"PHP","",24,"мужской","Высшее","False","выше среднего","до 200 человек","Аутстаффинговая","Веб-разработка"
"751","Сумы",550,100,"QA engineer",1,1,"","Automation QA",24,"мужской","Высшее","False","средний","до 1000 человек","Продуктовая","Телекоммуникации,Корпоративные системы"
"752","Харьков",3500,500,"Senior Software Engineer",5,2,"Java","",28,"мужской","Высшее","False","средний","до 10 человек","Стартап","Телекоммуникации,Корпоративные системы"
"753","Львов",1600,600,"Software Engineer",4.5,0.5,"JavaScript","",24,"мужской","Незаконченное высшее","False","средний","до 50 человек","Аутсорсинговая","Веб-разработка"
"754","Винница",1400,200,"Software Engineer",2.5,1.5,"JavaScript","",25,"женский","Высшее","False","ниже среднего","до 1000 человек","Продуктовая","Веб-разработка,eCommerce"
"755","Киев",2500,700,"Software Engineer",2.5,0.25,"Java","",23,"мужской","Высшее","False","средний","до 200 человек","Продуктовая","Корпоративные системы"
"756","Львов",2850,0,"Software Engineer",3.5,1,"Java","",25,"мужской","Высшее","False","средний","до 1000 человек","Аутсорсинговая","Веб-разработка,Телекоммуникации"
"757","Днепр.",2300,300,"Technical Lead",7.5,5,"Java","",27,"мужской","Высшее","False","выше среднего","свыше 1000 человек","Аутсорсинговая","Веб-разработка,eCommerce"
"758","Харьков",1300,50,"QA engineer",3,1,"","Manual QA",26,"мужской","Высшее","False","средний","до 200 человек","Продуктовая","Телекоммуникации,Корпоративные системы"
"759","Киев",400,0,"Junior QA engineer",0,0.5,"","Manual QA",25,"мужской","Высшее","False","ниже среднего","до 10 человек","Стартап","Веб-разработка"
"760","Харьков",2900,150,"Senior Software Engineer",6,1.5,"C#/.NET","",29,"мужской","Высшее","False","средний","до 50 человек","Аутстаффинговая","Веб-разработка,Корпоративные системы"
"761","Хмельницкий",500,200,"Junior Software Engineer",0.5,0.25,"C#/.NET","",20,"мужской","Незаконченное высшее","True","элементарный","до 50 человек","Аутсорсинговая","Системное программирование,Корпоративные системы"
"762","Киев",1400,500,"QA engineer",1.5,1.5,"","General QA",24,"мужской","Высшее","False","средний","до 1000 человек","Аутсорсинговая","Desktop Applications,Веб-разработка"
"763","Одесса",1450,200,"Software Engineer",1.5,1.5,"C++","",31,"мужской","Кандидат","False","выше среднего","до 1000 человек","Аутсорсинговая","Embedded"
"764","Киев",4100,400,"Technical Lead",9,2,"C++","",29,"мужской","Незаконченное высшее","False","выше среднего","свыше 1000 человек","Аутсорсинговая","iOS,Embedded"
"765","Киев",1200,-300,"Software Engineer",5,4,"C#/.NET","",25,"мужской","Два высших","False","средний","до 10 человек","Продуктовая","Desktop Applications,eCommerce"
"766","Черкассы",1100,300,"Software Engineer",5,5,"PHP","",27,"мужской","Высшее","False","ниже среднего","до 200 человек","Продуктовая","Веб-разработка,eCommerce"
"767","Киев",1200,0,"Software Engineer",1.75,1,"Java","",24,"мужской","Высшее","False","средний","до 1000 человек","Аутсорсинговая","Телекоммуникации,Корпоративные системы"
"768","Львов",800,1000,"Software Engineer",2.5,1,"PHP","",22,"мужской","Высшее","False","средний","до 50 человек","Аутсорсинговая","Веб-разработка"
"769","Киев",4500,800,"Technical Lead",8.5,0.25,"Java","",33,"мужской","Высшее","False","средний","до 200 человек","Аутстаффинговая",""
"770","Киев",1350,300,"QA engineer",2.5,2.5,"","Manual QA",24,"мужской","Незаконченное высшее","False","выше среднего","свыше 1000 человек","Аутстаффинговая","Финансы и банки,Корпоративные системы"
"771","Киев",2500,0,"Software Engineer",8,6,"C#/.NET","",29,"женский","Высшее","False","продвинутый","до 1000 человек","Аутстаффинговая","Desktop Applications,Корпоративные системы"
"772","Харьков",1125,175,"Software Engineer",2.5,2,"Java","",25,"мужской","Два высших","False","выше среднего","до 1000 человек","Аутсорсинговая","Веб-разработка"
"773","Днепр.",2700,400,"Senior Software Engineer",7,1,"C#/.NET","",29,"мужской","Высшее","False","выше среднего","свыше 1000 человек","Аутсорсинговая","Desktop Applications,Корпоративные системы"
"774","Днепр.",2000,800,"Software Engineer",2.5,0.75,"C#/.NET","",24,"мужской","Высшее","False","выше среднего","свыше 1000 человек","Аутсорсинговая","Desktop Applications"
"775","Киев",3000,0,"Senior Software Engineer",7,7,"C++","",31,"мужской","Высшее","False","средний","свыше 1000 человек","Аутсорсинговая","Embedded"
"776","Киев",3500,400,"Team lead",10,4.5,"","",32,"мужской","Высшее","False","выше среднего","свыше 1000 человек","Аутстаффинговая","Корпоративные системы"
"777","Киев",1500,500,"Системный администратор",2.5,2.5,"","",25,"женский","Высшее","False","продвинутый","свыше 1000 человек","Аутсорсинговая","Другое"
"778","Львов",815,250,"Software Engineer",2,2,"Flex/Flash/AIR","",23,"мужской","Высшее","False","средний","до 50 человек","Аутсорсинговая","iOS"
"779","Одесса",1000,300,"Software Engineer",1.5,0.25,"Objective-C","",33,"мужской","Высшее","False","ниже среднего","до 50 человек","Аутсорсинговая","iOS"
"780","Киев",4000,0,"Senior Software Engineer",10,1,"JavaScript","",30,"мужской","Незаконченное высшее","False","выше среднего","до 50 человек","Аутсорсинговая","Веб-разработка"
"781","Киев",1000,200,"QA engineer",3,3,"","Manual QA",22,"женский","Высшее","False","выше среднего","до 50 человек","Продуктовая","Веб-разработка"
"782","Одесса",850,800,"Системный администратор",4,1,"","",25,"мужской","Высшее","False","продвинутый","до 10 человек","Аутсорсинговая","Другое"
"783","Харьков",800,0,"Software Engineer",2,0.5,"JavaScript","",26,"мужской","Техникум / Колледж","False","элементарный","до 50 человек","Аутсорсинговая","Веб-разработка"
"784","Киев",1500,300,"Верстальщик",5,1,"","",27,"женский","Высшее","False","средний","свыше 1000 человек","Аутстаффинговая","Веб-разработка"
"785","Днепр.",3500,0,"Senior Software Engineer",10,1,"Java","",33,"мужской","Высшее","False","выше среднего","до 1000 человек","Аутсорсинговая","Веб-разработка,eCommerce"
"786","Днепр.",1000,0,"Junior Software Engineer",4,0.25,"C#/.NET","",25,"мужской","Высшее","False","элементарный","до 1000 человек","Продуктовая","Веб-разработка"
"787","Львов",750,450,"Junior Software Engineer",1,1,"JavaScript","",20,"мужской","Незаконченное высшее","True","выше среднего","до 10 человек","Аутсорсинговая","Веб-разработка"
"788","Киев",1500,1,"Software Engineer",7,0.5,"PHP","",32,"мужской","Незаконченное высшее","False","элементарный","до 10 человек","Другая","Веб-разработка,eCommerce"
"789","Черновцы",400,100,"QA engineer",1.25,1.25,"","General QA",23,"мужской","Высшее","False","средний","до 1000 человек","Аутсорсинговая","Веб-разработка,eCommerce"
"790","Львов",950,350,"Software Engineer",2,1.75,"C++","",23,"мужской","Высшее","False","средний","свыше 1000 человек","Аутсорсинговая","Мультимедиа"
"791","Киев",4500,0,"Senior Software Engineer",7,1.5,"Other","",25,"мужской","Незаконченное высшее","False","выше среднего","до 10 человек","Продуктовая","Веб-разработка,eCommerce"
"792","Одесса",1520,1520,"Junior Software Engineer",1.5,0.75,"Java","",22,"мужской","Незаконченное высшее","True","выше среднего","до 1000 человек","Аутсорсинговая","Веб-разработка"
"793","Львов",450,100,"Junior QA engineer",0.25,0.25,"","Automation QA",21,"мужской","Незаконченное высшее","True","ниже среднего","свыше 1000 человек","Аутсорсинговая","Веб-разработка"
"794","Харьков",3000,250,"Senior Software Engineer",5,1,"PHP","",35,"мужской","Высшее","False","выше среднего","свыше 1000 человек","Аутсорсинговая","Веб-разработка,Корпоративные системы"
"795","Киев",1800,1000,"Software Engineer",2,1,"C#/.NET","",23,"мужской","Незаконченное высшее","True","выше среднего","свыше 1000 человек","Аутсорсинговая","Desktop Applications,Финансы и банки"
"796","Киев",1700,300,"QA engineer",2.5,1,"","General QA",25,"женский","Высшее","False","выше среднего","свыше 1000 человек","Аутсорсинговая","iOS,Desktop Applications"
"797","Киев",1100,0,"Team lead",7,4.5,"","",28,"мужской","Высшее","False","средний","до 50 человек","Продуктовая","Телекоммуникации,Корпоративные системы"
"798","Киев",3600,300,"Senior Software Engineer",10,1.5,"JavaScript","",36,"мужской","Высшее","False","продвинутый","до 1000 человек","Аутсорсинговая","Веб-разработка"
"799","Киев",1600,800,"Software Engineer",3,3,"C#/.NET","",24,"мужской","Высшее","False","ниже среднего","до 200 человек","Продуктовая","Desktop Applications,eCommerce"
"800","Киев",2300,500,"Senior Software Engineer",3.5,3.5,"Java","",24,"мужской","Высшее","False","выше среднего","свыше 1000 человек","Аутсорсинговая","Веб-разработка,eCommerce"
"801","Харьков",2200,300,"Software Engineer",5,0.75,"Python","",28,"мужской","Высшее","False","средний","до 50 человек","Другая","Веб-разработка"
"802","Киев",1200,200,"Software Engineer",2,1,"JavaScript","",29,"мужской","Высшее","False","ниже среднего","до 200 человек","Аутстаффинговая","Веб-разработка"
"803","Киев",1700,200,"Software Engineer",3,1.25,"PHP","",23,"мужской","Высшее","False","выше среднего","до 200 человек","Аутсорсинговая","Веб-разработка,eCommerce"
"804","Одесса",2000,0,"Software Engineer",5,2,"C","",35,"мужской","Высшее","False","средний","до 10 человек","Другая","Embedded,Системное программирование"
"805","Харьков",2300,500,"Software Engineer",4,1.75,"Java","",28,"мужской","Кандидат","False","продвинутый","до 10 человек","Продуктовая","Веб-разработка"
"806","Одесса",4000,500,"Team lead",10,3,"","",32,"мужской","Высшее","False","продвинутый","до 1000 человек","Аутсорсинговая","Веб-разработка"
"807","Харьков",2500,500,"Technical Lead",4,4,"Java","",24,"мужской","Высшее","False","ниже среднего","до 50 человек","Аутсорсинговая","Веб-разработка,Финансы и банки"
"808","Луганск",1200,125,"Software Engineer",3.5,3,"Python","",26,"мужской","Высшее","False","выше среднего","до 50 человек","Аутсорсинговая","Веб-разработка,Финансы и банки"
"809","Харьков",3040,475,"Project manager",6,2,"","",26,"мужской","Высшее","False","выше среднего","до 200 человек","Аутсорсинговая","Веб-разработка,Корпоративные системы"
"810","Днепр.",600,100,"QA engineer",1,1,"","General QA",31,"женский","Высшее","False","средний","до 50 человек","Продуктовая","Android,iOS"
"811","Киев",2300,1200,"Team lead",2.5,2.5,"","",29,"мужской","Два высших","False","выше среднего","до 200 человек","Другая","Веб-разработка,eCommerce"
"812","Харьков",850,500,"Project manager",1,1,"","",22,"женский","Высшее","False","продвинутый","до 1000 человек","Аутстаффинговая","Desktop Applications,Веб-разработка"
"813","Львов",1600,0,"Бизнес-аналитик",8,8,"","",31,"мужской","Высшее","False","средний","до 200 человек","Аутсорсинговая","Телекоммуникации"
"814","Мариуполь",900,600,"QA Tech Lead",1.25,1.25,"","General QA",26,"мужской","Высшее","False","продвинутый","до 50 человек","Аутсорсинговая","Android,iOS"
"815","Луцк",2500,1000,"Senior Project Manager / Program Manager",1,1,"","",30,"мужской","Высшее","False","ниже среднего","до 50 человек","Другая","Веб-разработка,eCommerce"
"816","Харьков",4200,0,"Technical Lead",8,1.75,"Java","",29,"мужской","Высшее","False","средний","до 200 человек","Аутсорсинговая","Корпоративные системы"
"817","Киев",3000,700,"Software Engineer",2.5,1,"Ruby/Rails","",21,"мужской","Незаконченное высшее","False","выше среднего","до 10 человек","Продуктовая","Веб-разработка"
"818","Киев",2000,300,"Senior QA engineer",7,1,"","Manual QA",27,"мужской","Высшее","False","выше среднего","до 1000 человек","Продуктовая","Android,iOS"
"819","Одесса",1300,400,"QA engineer",2,0.75,"","Manual QA",24,"мужской","Высшее","False","средний","до 200 человек","Аутсорсинговая","Веб-разработка"
"820","Одесса",1400,200,"Software Engineer",6,1,"Java","",25,"мужской","Высшее","False","продвинутый","до 10 человек","Аутсорсинговая","Android,Телекоммуникации"
"821","Днепр.",1200,400,"Junior Software Engineer",1.75,0.25,"C#/.NET","",23,"мужской","Высшее","False","средний","до 50 человек","Другая","Веб-разработка"
"822","Чернигов",700,-300,"Software Engineer",2,1,"C#/.NET","",24,"мужской","Высшее","False","ниже среднего","до 10 человек","Продуктовая","Gamedev"
"823","Харьков",2000,0,"HR",6,0.75,"","",31,"женский","Высшее","False","выше среднего","свыше 1000 человек","Аутстаффинговая",""
"824","Сумы",1400,600,"Software Engineer",2.5,1.75,"Objective-C","",22,"мужской","Незаконченное высшее","True","выше среднего","до 200 человек","Аутсорсинговая","iOS,Мультимедиа"
"825","Киев",1500,50,"QA engineer",7,2.5,"","Manual QA",37,"мужской","Высшее","False","ниже среднего","до 1000 человек","Аутсорсинговая","eCommerce"
"826","Запорожье",700,-200,"Software Engineer",2.5,2.5,"Java","",23,"мужской","Высшее","False","средний","до 50 человек","Продуктовая","Корпоративные системы"
"827","Одесса",1000,500,"Software Engineer",2,2,"Flex/Flash/AIR","",20,"мужской","Среднее","False","средний","до 50 человек","Аутсорсинговая","Веб-разработка,Gamedev"
"828","Одесса",2500,1300,"Software Engineer",4.5,3,"Flex/Flash/AIR","",28,"мужской","Высшее","False","средний","до 50 человек","Аутсорсинговая","Веб-разработка,Gamedev"
"830","Харьков",700,100,"Junior Software Engineer",2.5,2.5,"Java","",22,"мужской","Незаконченное высшее","True","ниже среднего","до 200 человек","Аутсорсинговая","Веб-разработка"
"831","Харьков",800,450,"DBA / Администратор баз данных",1.25,0,"","",30,"мужской","Высшее","False","ниже среднего","до 50 человек","Аутсорсинговая","Финансы и банки,Другое"
"832","Киев",2000,400,"Software Engineer",2,0,"Python","",19,"мужской","Незаконченное высшее","False","выше среднего","до 10 человек","Стартап","Веб-разработка"
"833","Винница",1400,50,"Senior QA engineer",3,3,"","Manual QA",29,"мужской","Высшее","False","средний","до 1000 человек","Аутстаффинговая","Веб-разработка,eCommerce"
"834","Одесса",3200,400,"Team lead",8,4,"","",37,"мужской","Высшее","False","продвинутый","свыше 1000 человек","Аутсорсинговая","Другое"
"835","Тернополь",1400,100,"Senior Software Engineer",10,10,"C++","",38,"мужской","Высшее","False","средний","до 50 человек","Продуктовая","Desktop Applications,Системное программирование"
"836","Харьков",700,100,"Junior Software Engineer",0.5,0.5,"Ruby/Rails","",24,"мужской","Высшее","False","продвинутый","до 50 человек","Стартап","Веб-разработка,Другое"
"837","Киев",2300,600,"Senior Software Engineer",7,0.75,"C#/.NET","",30,"мужской","Высшее","False","выше среднего","до 1000 человек","Продуктовая","Веб-разработка"
"838","Львов",600,150,"Junior Software Engineer",0.75,0.75,"Java","",28,"мужской","Высшее","False","средний","до 10 человек","Продуктовая","Веб-разработка"
"839","Харьков",1000,200,"Software Engineer",1.75,1.5,"C++","",27,"мужской","Высшее","False","ниже среднего","до 200 человек","Аутстаффинговая","Desktop Applications"
"840","Киев",1200,600,"QA engineer",1,1,"","Manual QA",23,"женский","Высшее","False","выше среднего","до 200 человек","Другая","Embedded"
"841","Киев",4300,500,"Project manager",10,5,"","",30,"мужской","Высшее","False","продвинутый","до 10 человек","Аутстаффинговая","Веб-разработка,eCommerce"
"842","Киев",3200,400,"Project manager",1,1,"","",28,"мужской","Высшее","False","средний","до 200 человек","Продуктовая","Веб-разработка"
"843","Львов",2850,2100,"Senior Software Engineer",7.5,0.5,"JavaScript","",29,"мужской","Высшее","False","выше среднего","свыше 1000 человек","Аутсорсинговая","Веб-разработка,eCommerce"
"844","Львов",2300,0,"Senior Software Engineer",10,1,"C#/.NET","",33,"мужской","Высшее","False","средний","свыше 1000 человек","Аутсорсинговая","Desktop Applications"
"845","Винница",300,0,"Junior Software Engineer",0,0,"C#/.NET","",19,"мужской","Незаконченное высшее","True","средний","до 10 человек","Аутсорсинговая","Веб-разработка,Корпоративные системы"
"846","Киев",2700,500,"Software Engineer",5.5,2.5,"JavaScript","",25,"мужской","Высшее","False","выше среднего","до 1000 человек","Аутсорсинговая","Веб-разработка"
"847","Днепр.",2300,400,"Software Engineer",4.5,0,"C#/.NET","",26,"мужской","Высшее","False","ниже среднего","до 200 человек","Продуктовая","Веб-разработка,eCommerce"
"848","Харьков",1400,700,"QA engineer",2.5,2.5,"","General QA",26,"мужской","Высшее","False","выше среднего","свыше 1000 человек","Аутстаффинговая","Веб-разработка"
"849","Киев",4000,1500,"Technical Lead",10,0,"PHP","",27,"мужской","Высшее","False","средний","до 50 человек","Аутсорсинговая","Веб-разработка,Корпоративные системы"
"850","Киев",1400,400,"QA engineer",2.5,0.5,"","Manual QA",25,"женский","Высшее","False","средний","свыше 1000 человек","Аутсорсинговая","Android,eCommerce"
"851","Харьков",2380,800,"Software Engineer",3,1.75,"Java","",24,"мужской","Высшее","False","средний","до 200 человек","Аутсорсинговая","Веб-разработка"
"852","Киев",3000,500,"Technical Lead",4,1.25,"JavaScript","",23,"мужской","Высшее","False","продвинутый","свыше 1000 человек","Аутсорсинговая","Веб-разработка,Embedded"
"853","Другой",2800,800,"Бизнес-аналитик",2.5,1.25,"","",23,"мужской","Высшее","False","выше среднего","до 50 человек","Другая","Финансы и банки"
"854","Киев",1000,1000,"Junior Software Engineer",1.25,1.25,"Java","",21,"мужской","Незаконченное высшее","True","средний","свыше 1000 человек","Аутсорсинговая","Веб-разработка"
"855","Киев",3600,1200,"Senior Project Manager / Program Manager",4,4,"","",23,"мужской","Незаконченное высшее","False","продвинутый","до 1000 человек","Аутсорсинговая","Desktop Applications,Мультимедиа"
"856","Винница",2000,250,"QA Tech Lead",5,2.5,"","Manual QA",30,"мужской","Два высших","False","средний","до 1000 человек","Аутсорсинговая","eCommerce"
"857","Киев",2160,1305,"QA engineer",1.5,0,"","Automation QA",23,"мужской","Высшее","False","средний","до 1000 человек","Аутсорсинговая","Финансы и банки"
"858","Николаев",600,250,"Junior QA engineer",1.5,1.5,"","Automation QA",23,"мужской","Высшее","False","ниже среднего","до 200 человек","Аутсорсинговая","Веб-разработка"
"859","Киев",2100,1100,"Software Engineer",1.75,0.25,"Objective-C","",24,"мужской","Высшее","False","выше среднего","свыше 1000 человек","Аутсорсинговая","iOS"
"860","Киев",1700,1000,"QA engineer",1.75,1,"","Automation QA",24,"мужской","Высшее","False","продвинутый","до 200 человек","Аутсорсинговая","Финансы и банки,Корпоративные системы"
"861","Киев",1034,100,"Junior Software Engineer",0.75,0.75,"C#/.NET","",20,"мужской","Незаконченное высшее","True","выше среднего","до 10 человек","Продуктовая","Desktop Applications,Другое"
"862","Киев",3000,500,"Senior Software Engineer",10,2,"C#/.NET","",34,"мужской","Высшее","False","выше среднего","свыше 1000 человек","Аутсорсинговая","Веб-разработка"
"863","Харьков",1850,650,"Senior Software Engineer",5,1,"PHP","",28,"мужской","Высшее","False","ниже среднего","до 50 человек","Аутстаффинговая","Веб-разработка,Корпоративные системы"
"864","Другой",5000,500,"System Architect",7,2,"PHP","",25,"мужской","Незаконченное высшее","False","продвинутый","до 200 человек","Продуктовая","Веб-разработка,Финансы и банки"
"865","Киев",850,-370,"Software Engineer",5.5,1,"Other","",28,"мужской","Высшее","False","ниже среднего","до 10 человек","Продуктовая","Финансы и банки"
"866","Харьков",2000,900,"Software Engineer",5.5,0,"Objective-C","",24,"мужской","Высшее","False","ниже среднего","до 10 человек","Аутсорсинговая","iOS,Gamedev"
"867","Винница",2329,400,"Senior Software Engineer",5.5,5.5,"C#/.NET","",25,"мужской","Высшее","False","средний","до 50 человек","Аутсорсинговая","Desktop Applications,Веб-разработка"
"868","Донецк",950,250,"Junior Software Engineer",0.5,0.5,"Java","",29,"мужской","Высшее","False","средний","до 50 человек","Продуктовая","Веб-разработка"
"869","Мариуполь",900,100,"QA Tech Lead",2,0,"","Manual QA",28,"женский","Высшее","False","средний","до 200 человек","Аутсорсинговая","Android,iOS"
"870","Киев",630,0,"Junior Software Engineer",0.5,0.25,"Java","",22,"мужской","Незаконченное высшее","True","средний","свыше 1000 человек","Продуктовая","Телекоммуникации"
"871","Киев",2900,400,"Бизнес-аналитик",5,0.5,"","",35,"мужской","Высшее","False","выше среднего","до 200 человек","Продуктовая","eCommerce"
"872","Одесса",800,400,"HR",3,0.25,"","",22,"женский","Высшее","False","выше среднего","свыше 1000 человек","Аутстаффинговая","Финансы и банки,Корпоративные системы"
"873","Харьков",900,350,"Junior QA engineer",2.5,2.5,"","Manual QA",24,"мужской","Высшее","False","ниже среднего","до 200 человек","Аутсорсинговая","Desktop Applications,Веб-разработка"
"874","Одесса",3000,600,"Senior Software Engineer",10,7,"Java","",31,"женский","Техникум / Колледж","False","выше среднего","до 200 человек","Аутсорсинговая","Веб-разработка,Embedded"
"875","Харьков",370,0,"Sales manager",0.75,0.75,"","",23,"женский","Высшее","False","выше среднего","до 200 человек","Аутстаффинговая","Другое"
"876","Киев",3300,300,"Software Engineer",8,2,"C++","",30,"мужской","Высшее","False","выше среднего","до 50 человек","Продуктовая","Desktop Applications,Корпоративные системы"
"877","Киев",850,350,"QA engineer",1,0.25,"","Manual QA",28,"женский","Незаконченное высшее","False","ниже среднего","до 1000 человек","Аутсорсинговая","Desktop Applications,Веб-разработка"
"878","Киев",1200,200,"Junior Software Engineer",2.5,1.5,"Objective-C","",23,"мужской","Незаконченное высшее","False","выше среднего","до 1000 человек","Продуктовая","iOS"
"879","Харьков",350,350,"Junior Software Engineer",0.25,0.25,"PHP","",22,"мужской","Незаконченное высшее","True","элементарный","до 10 человек","Другая","eCommerce"
"880","Харьков",1700,300,"Software Engineer",3,0.5,"Objective-C","",22,"мужской","Высшее","False","выше среднего","до 200 человек","Аутсорсинговая","iOS"
"881","Киев",700,300,"Software Engineer",1.5,1.5,"Objective-C","",25,"мужской","Высшее","False","ниже среднего","до 10 человек","Аутсорсинговая","iOS"
"882","Киев",2100,0,"Senior QA engineer",3,1,"","Manual QA",26,"мужской","Высшее","False","средний","до 1000 человек","Аутстаффинговая","iOS,Веб-разработка"
"883","Киев",450,150,"Системный администратор",1.25,1,"","",23,"мужской","Высшее","False","средний","до 10 человек","Продуктовая","Телекоммуникации,Финансы и банки"
"884","Львов",3000,600,"Director of Engineering / Program Director",10,10,"","",37,"мужской","Высшее","False","выше среднего","до 50 человек","Аутсорсинговая","Веб-разработка,Другое"
"885","Харьков",1700,300,"QA engineer",3.5,1.5,"","Automation QA",25,"мужской","Высшее","False","выше среднего","свыше 1000 человек","Аутсорсинговая","Корпоративные системы,Другое"
"886","Днепр.",3000,300,"Technical Lead",9,9,"Java","",31,"мужской","Высшее","False","средний","до 200 человек","Продуктовая","Финансы и банки"
"887","Киев",3800,0,"Team lead",10,0,"","",34,"мужской","Высшее","False","выше среднего","до 200 человек","Продуктовая","Gamedev"
"888","Харьков",1700,600,"Software Engineer",2,1.5,"Java","",25,"мужской","Высшее","False","средний","до 200 человек","Продуктовая","Android,Другое"
"889","Львов",500,0,"Junior Software Engineer",1,1,"PHP","",23,"мужской","Высшее","False","средний","до 10 человек","Стартап","Веб-разработка"
"890","Киев",3200,200,"Senior Software Engineer",10,2.5,"C#/.NET","",31,"мужской","Два высших","False","средний","до 50 человек","Стартап","Другое"
"891","Днепр.",1650,0,"Software Engineer",4.5,2.5,"PHP","",29,"мужской","Высшее","False","выше среднего","свыше 1000 человек","Аутстаффинговая","Веб-разработка"
"892","Одесса",1800,400,"Software Engineer",1.75,1.75,"Java","",26,"мужской","Высшее","False","средний","до 200 человек","Аутстаффинговая","Корпоративные системы"
"893","Киев",2500,900,"Software Engineer",3.5,0,"PHP","",24,"мужской","Высшее","False","продвинутый","свыше 1000 человек","Аутстаффинговая","Веб-разработка,eCommerce"
"894","Днепр.",1500,700,"Software Engineer",2.5,0.75,"C#/.NET","",27,"мужской","Высшее","False","средний","свыше 1000 человек","Аутстаффинговая","Desktop Applications,Системное программирование"
"895","Киев",3500,500,"System Architect",10,4,"C#/.NET","",37,"мужской","Высшее","False","средний","до 10 человек","Стартап","Телекоммуникации"
"896","Киев",400,-200,"Системный администратор",5,2,"","",24,"мужской","Высшее","False","средний","до 10 человек","Другая","Desktop Applications,Корпоративные системы"
"897","Харьков",1800,0,"Software Engineer",0,1,"PHP","",27,"мужской","Высшее","False","средний","до 50 человек","Аутсорсинговая","Веб-разработка"
"898","Харьков",530,-70,"Junior Software Engineer",1.5,1.5,"Other","",24,"женский","Незаконченное высшее","False","ниже среднего","до 1000 человек","Продуктовая","Другое"
"899","Киев",4500,1000,"Senior Software Engineer",8,2,"Java","",28,"мужской","Высшее","False","средний","свыше 1000 человек","Аутсорсинговая","Финансы и банки"
"900","Днепр.",1000,-500,"Software Engineer",0,1.5,"JavaScript","",38,"мужской","Высшее","False","ниже среднего","до 10 человек","Другая","Веб-разработка,eCommerce"
"901","Харьков",2000,500,"Project manager",3.5,1,"","",26,"мужской","Два высших","False","продвинутый","до 10 человек","Продуктовая","Веб-разработка,Корпоративные системы"
"902","Другой",4250,450,"Senior Software Engineer",8,3.5,"JavaScript","",28,"мужской","Высшее","False","средний","до 10 человек","Продуктовая","Корпоративные системы"
"903","Львов",3250,150,"Senior Software Engineer",5,1,"JavaScript","",26,"мужской","Высшее","False","выше среднего","до 200 человек","Аутстаффинговая","iOS,Веб-разработка"
