"city","experience","salary","position","freq"
"Київ","10+ років","500 - 1000","Business Analyst",2
"Київ","10+ років","500 - 1000","Copywriter",1
"Київ","10+ років","500 - 1000","ERP/CRM",1
"Київ","10+ років","500 - 1000","Support",1
"Київ","10+ років","500 - 1000","UI / UX Designer",1
"Київ","10+ років","5000 - 5500","Business Analyst",2
"Київ","10+ років","5000 - 5500","Delivery Manager",1
"Київ","10+ років","5500 - 6000","Business Analyst",2
"Київ","10+ років","5500 - 6000","Director of Engineering",1
"Київ","10+ років","5500 - 6000","Security Specialist",1
"Київ","10+ років","6000 - 6500","BI Analyst",1
"Київ","10+ років","6500 +","DevOps Engineer",1
"Київ","10+ років","6500 +","Director of Engineering",1
"Київ","10+ років","6500 +","Product Designer",1
"Київ","15  і більше років","0 - 500","SysAdmin",1
"Київ","15  і більше років","1000 - 1500","Product Owner",1
"Київ","15  і більше років","1000 - 1500","Project Manager",1
"Київ","15  і більше років","1000 - 1500","SysAdmin",1
"Київ","15  і більше років","1500 - 2000","CTO",1
"Київ","15  і більше років","1500 - 2000","Recruiter",1
"Київ","15  і більше років","1500 - 2000","Sales Manager",1
"Київ","15  і більше років","2000 - 2500","Graphic Designer",1
"Київ","15  і більше років","2000 - 2500","HR Business Partner",1
"Київ","15  і більше років","2000 - 2500","HR Manager",1
"Київ","15  і більше років","2000 - 2500","Program Manager",1
"Київ","15  і більше років","2000 - 2500","SysAdmin",1
"Київ","15  і більше років","2500 - 3000","Chief Marketing Officer (CMO)",1
"Київ","15  і більше років","2500 - 3000","SysAdmin",1
"Київ","15  і більше років","3000 - 3500","CEO, (co-) founder",1
"Київ","15  і більше років","3000 - 3500","Data Analyst",1
"Київ","15  і більше років","3000 - 3500","Game Developer",2
"Київ","15  і більше років","3000 - 3500","HR Director",1
"Київ","15  і більше років","3000 - 3500","Product Owner",1
"Київ","15  і більше років","3500 - 4000","Business Analyst",1
"Київ","15  і більше років","3500 - 4000","Data Engineer / Big Data Engineer",1
"Київ","15  і більше років","3500 - 4000","Project Manager",2
"Київ","15  і більше років","3500 - 4000","System Analyst",1
"Київ","15  і більше років","3500 - 4000","UI / UX Designer",1
"Київ","15  і більше років","4000 - 4500","DBA",1
"Київ","15  і більше років","4000 - 4500","Product Manager",1
"Київ","15  і більше років","4000 - 4500","Program Manager",2
"Київ","15  і більше років","4000 - 4500","Project Manager",1
"Київ","15  і більше років","4000 - 4500","Scrum Master",1
"Київ","15  і більше років","4000 - 4500","Security Specialist",1
"Київ","15  і більше років","4000 - 4500","Support",1
"Київ","15  і більше років","4500 - 5000","Business Analyst",1
"Київ","15  і більше років","500 - 1000","Sales Manager",1
"Київ","15  і більше років","5000 - 5500","CTO",1
"Київ","15  і більше років","5000 - 5500","DBA",1
"Київ","15  і більше років","5000 - 5500","Director of Engineering",2
"Київ","15  і більше років","5000 - 5500","Program Manager",1
"Київ","15  і більше років","5500 - 6000","DevOps Engineer",1
"Київ","15  і більше років","5500 - 6000","Director of Engineering",2
"Київ","15  і більше років","6000 - 6500","Delivery Manager",1
"Київ","15  і більше років","6000 - 6500","Program Director",1
"Київ","15  і більше років","6500 +","CEO, (co-) founder",2
"Київ","15  і більше років","6500 +","CTO",2
"Київ","15  і більше років","6500 +","DBA",1
"Київ","15  і більше років","6500 +","Delivery Manager",1
"Київ","15  і більше років","6500 +","DevOps Engineer",1
"Київ","15  і більше років","6500 +","Director of Engineering",1
"Київ","15  і більше років","6500 +","Product Owner",1
"Київ","15  і більше років","6500 +","Program Director",1
"Київ","15  і більше років","6500 +","Project Manager",1
"Київ","4-6 років","0 - 500","ERP/CRM",1
"Київ","4-6 років","0 - 500","SEO Specialist",1
"Київ","4-6 років","1000 - 1500","3D Artist",1
"Київ","4-6 років","1000 - 1500","Business Analyst",3
"Київ","4-6 років","1000 - 1500","Copywriter",1
"Київ","4-6 років","1000 - 1500","Customer Success",2
"Київ","4-6 років","1000 - 1500","Data Analyst",1
"Київ","4-6 років","1000 - 1500","Data Engineer / Big Data Engineer",1
"Київ","4-6 років","1000 - 1500","Designer",1
"Київ","4-6 років","1000 - 1500","DevOps Engineer",1
"Київ","4-6 років","1000 - 1500","Digital Marketing Manager",2
"Київ","4-6 років","1000 - 1500","Email Marketing Specialist",1
"Київ","4-6 років","1000 - 1500","ERP/CRM",1
"Київ","4-6 років","1000 - 1500","Game Developer",2
"Київ","4-6 років","1000 - 1500","Graphic Designer",1
"Київ","4-6 років","1000 - 1500","HR Director",1
"Київ","4-6 років","1000 - 1500","HR Manager",3
"Київ","4-6 років","1000 - 1500","Marketing Manager",1
"Київ","4-6 років","1000 - 1500","Other",3
"Київ","4-6 років","1000 - 1500","PR Manager",1
"Київ","4-6 років","1000 - 1500","Product Marketing Manager",2
"Київ","4-6 років","1000 - 1500","Product Owner",1
"Київ","4-6 років","1000 - 1500","Program Manager",1
"Київ","4-6 років","1000 - 1500","Project Manager",2
"Київ","4-6 років","1000 - 1500","Recruiter",1
"Київ","4-6 років","1000 - 1500","Sales Manager",1
"Київ","4-6 років","1000 - 1500","SEO Specialist",3
"Київ","4-6 років","1000 - 1500","Sound Designer",1
"Київ","4-6 років","1000 - 1500","Support",5
"Київ","4-6 років","1000 - 1500","SysAdmin",4
"Київ","4-6 років","1000 - 1500","Web Designer",1
"Київ","4-6 років","1500 - 2000","Business Analyst",4
"Київ","4-6 років","1500 - 2000","Copywriter",1
"Київ","4-6 років","1500 - 2000","Customer Success",1
"Київ","4-6 років","1500 - 2000","Data Analyst",3
"Київ","4-6 років","1500 - 2000","Data Scientist",1
"Київ","4-6 років","1500 - 2000","Digital Marketing Manager",2
"Київ","4-6 років","1500 - 2000","Game Designer",2
"Київ","4-6 років","1500 - 2000","Graphic Designer",3
"Київ","4-6 років","1500 - 2000","HR Business Partner",3
"Київ","4-6 років","1500 - 2000","HR Manager",2
"Київ","4-6 років","1500 - 2000","Marketing Manager",1
"Київ","4-6 років","1500 - 2000","Other",1
"Київ","4-6 років","1500 - 2000","People partner / Happiness manager",1
"Київ","4-6 років","1500 - 2000","PPC Specialist",1
"Київ","4-6 років","1500 - 2000","Product Designer",2
"Київ","4-6 років","1500 - 2000","Product Manager",1
"Київ","4-6 років","1500 - 2000","Product Owner",1
"Київ","4-6 років","1500 - 2000","Project Manager",1
"Київ","4-6 років","1500 - 2000","Recruiter",3
"Київ","4-6 років","1500 - 2000","Scrum Master",1
"Київ","4-6 років","1500 - 2000","Support",3
"Київ","4-6 років","1500 - 2000","SysAdmin",2
"Київ","4-6 років","1500 - 2000","System Analyst",1
"Київ","4-6 років","1500 - 2000","UI / UX Designer",2
"Київ","4-6 років","2000 - 2500","2D Artist",1
"Київ","4-6 років","2000 - 2500","BI Analyst",1
"Київ","4-6 років","2000 - 2500","Business Analyst",3
"Київ","4-6 років","2000 - 2500","CTO",2
"Київ","4-6 років","2000 - 2500","Data Analyst",1
"Київ","4-6 років","2000 - 2500","DevOps Engineer",2
"Київ","4-6 років","2000 - 2500","Digital Marketing Manager",1
"Київ","4-6 років","2000 - 2500","ERP/CRM",1
"Київ","4-6 років","2000 - 2500","Game Designer",1
"Київ","4-6 років","2000 - 2500","Game Developer",2
"Київ","4-6 років","2000 - 2500","HR Business Partner",1
"Київ","4-6 років","2000 - 2500","HR Director",1
"Київ","4-6 років","2000 - 2500","HR Manager",5
"Київ","4-6 років","2000 - 2500","HTML Coder",1
"Київ","4-6 років","2000 - 2500","PPC Specialist",1
"Київ","4-6 років","2000 - 2500","Product Designer",4
"Київ","4-6 років","2000 - 2500","Product Manager",1
"Київ","4-6 років","2000 - 2500","Product Owner",1
"Київ","4-6 років","2000 - 2500","Project Manager",4
"Київ","4-6 років","2000 - 2500","Recruiter",7
"Київ","4-6 років","2000 - 2500","Sales Manager",1
"Київ","4-6 років","2000 - 2500","Security Specialist",1
"Київ","4-6 років","2000 - 2500","Support",1
"Київ","4-6 років","2000 - 2500","SysAdmin",1
"Київ","4-6 років","2000 - 2500","Talent Acquisition Manager",4
"Київ","4-6 років","2000 - 2500","Talent Researcher / Sourcer",1
"Київ","4-6 років","2000 - 2500","UI / UX Designer",4
"Київ","4-6 років","2500 - 3000","3D Artist",1
"Київ","4-6 років","2500 - 3000","BI Engineer",1
"Київ","4-6 років","2500 - 3000","Business Analyst",4
"Київ","4-6 років","2500 - 3000","Chief Marketing Officer (CMO)",2
"Київ","4-6 років","2500 - 3000","Data Analyst",1
"Київ","4-6 років","2500 - 3000","Data Scientist",1
"Київ","4-6 років","2500 - 3000","Delivery Manager",2
"Київ","4-6 років","2500 - 3000","Designer",1
"Київ","4-6 років","2500 - 3000","DevOps Engineer",2
"Київ","4-6 років","2500 - 3000","ERP/CRM",1
"Київ","4-6 років","2500 - 3000","Game Developer",5
"Київ","4-6 років","2500 - 3000","HR Business Partner",1
"Київ","4-6 років","2500 - 3000","HR Director",2
"Київ","4-6 років","2500 - 3000","Machine Learning Engineer",2
"Київ","4-6 років","2500 - 3000","PPC Specialist",1
"Київ","4-6 років","2500 - 3000","Product Analyst",1
"Київ","4-6 років","2500 - 3000","Product Manager",2
"Київ","4-6 років","2500 - 3000","Project Manager",4
"Київ","4-6 років","2500 - 3000","Recruiter",4
"Київ","4-6 років","2500 - 3000","Security Specialist",1
"Київ","4-6 років","2500 - 3000","Support",4
"Київ","4-6 років","2500 - 3000","Talent Acquisition Manager",1
"Київ","4-6 років","2500 - 3000","UI / UX Designer",2
"Київ","4-6 років","3000 - 3500","3D Artist",1
"Київ","4-6 років","3000 - 3500","Business Analyst",5
"Київ","4-6 років","3000 - 3500","CEO, (co-) founder",1
"Київ","4-6 років","3000 - 3500","Data Analyst",2
"Київ","4-6 років","3000 - 3500","Delivery Manager",1
"Київ","4-6 років","3000 - 3500","Employer Brand Manager",1
"Київ","4-6 років","3000 - 3500","Game Developer",1
"Київ","4-6 років","3000 - 3500","Other",1
"Київ","4-6 років","3000 - 3500","Product Designer",5
"Київ","4-6 років","3000 - 3500","Product Manager",1
"Київ","4-6 років","3000 - 3500","Project Manager",6
"Київ","4-6 років","3000 - 3500","Security Specialist",2
"Київ","4-6 років","3000 - 3500","SEO Specialist",1
"Київ","4-6 років","3000 - 3500","Support",2
"Київ","4-6 років","3000 - 3500","Talent Acquisition Manager",3
"Київ","4-6 років","3000 - 3500","Talent Researcher / Sourcer",1
"Київ","4-6 років","3000 - 3500","UI / UX Designer",4
"Київ","4-6 років","3500 - 4000","BI Analyst",1
"Київ","4-6 років","3500 - 4000","Business Analyst",4
"Київ","4-6 років","3500 - 4000","Data Analyst",1
"Київ","4-6 років","3500 - 4000","Data Scientist",1
"Київ","4-6 років","3500 - 4000","Delivery Manager",1
"Київ","4-6 років","3500 - 4000","DevOps Engineer",4
"Київ","4-6 років","3500 - 4000","Game Developer",1
"Київ","4-6 років","3500 - 4000","PR Manager",1
"Київ","4-6 років","3500 - 4000","Product Analyst",2
"Київ","4-6 років","3500 - 4000","Product Manager",4
"Київ","4-6 років","3500 - 4000","Product Marketing Manager",1
"Київ","4-6 років","3500 - 4000","Product Owner",3
"Київ","4-6 років","3500 - 4000","Program Manager",1
"Київ","4-6 років","3500 - 4000","Project Manager",6
"Київ","4-6 років","3500 - 4000","Scrum Master",1
"Київ","4-6 років","3500 - 4000","Site Reliability Engineer",1
"Київ","4-6 років","3500 - 4000","Support",1
"Київ","4-6 років","3500 - 4000","Technical writer",1
"Київ","4-6 років","4000 - 4500","Business Analyst",1
"Київ","4-6 років","4000 - 4500","Data Analyst",2
"Київ","4-6 років","4000 - 4500","Data Scientist",1
"Київ","4-6 років","4000 - 4500","Delivery Manager",1
"Київ","4-6 років","4000 - 4500","DevOps Engineer",1
"Київ","4-6 років","4000 - 4500","HR Business Partner",1
"Київ","4-6 років","4000 - 4500","HR Director",1
"Київ","4-6 років","4000 - 4500","Product Designer",1
"Київ","4-6 років","4000 - 4500","Product Manager",3
"Київ","4-6 років","4000 - 4500","Product Owner",5
"Київ","4-6 років","4000 - 4500","Program Manager",1
"Київ","4-6 років","4000 - 4500","Project Manager",1
"Київ","4-6 років","4000 - 4500","Recruiter",1
"Київ","4-6 років","4000 - 4500","Sales Manager",1
"Київ","4-6 років","4000 - 4500","Scrum Master",2
"Київ","4-6 років","4000 - 4500","SEO Specialist",1
"Київ","4-6 років","4000 - 4500","Support",1
"Київ","4-6 років","4500 - 5000","Business Analyst",4
"Київ","4-6 років","4500 - 5000","Computer Vision Engineer",1
"Київ","4-6 років","4500 - 5000","Data Engineer / Big Data Engineer",1
"Київ","4-6 років","4500 - 5000","Data Scientist",2
"Київ","4-6 років","4500 - 5000","Delivery Manager",1
"Київ","4-6 років","4500 - 5000","DevOps Engineer",4
"Київ","4-6 років","4500 - 5000","Product Manager",1
"Київ","4-6 років","4500 - 5000","Product Owner",3
"Київ","4-6 років","4500 - 5000","Program Director",1
"Київ","4-6 років","4500 - 5000","Project Manager",2
"Київ","4-6 років","4500 - 5000","Research Engineer",1
"Київ","4-6 років","4500 - 5000","Scrum Master",1
"Київ","4-6 років","4500 - 5000","Site Reliability Engineer",2
"Київ","4-6 років","500 - 1000","3D Artist",1
"Київ","4-6 років","500 - 1000","Digital Marketing Manager",3
"Київ","4-6 років","500 - 1000","ERP/CRM",1
"Київ","4-6 років","500 - 1000","Graphic Designer",2
"Київ","4-6 років","500 - 1000","Hardware Engineer",2
"Київ","4-6 років","500 - 1000","HR Manager",2
"Київ","4-6 років","500 - 1000","HTML Coder",1
"Київ","4-6 років","500 - 1000","Media Buyer",1
"Київ","4-6 років","500 - 1000","Project Manager",1
"Київ","4-6 років","500 - 1000","Recruiter",2
"Київ","4-6 років","500 - 1000","Sales Manager",1
"Київ","4-6 років","500 - 1000","Security Specialist",1
"Київ","4-6 років","500 - 1000","SMM Manager",1
"Київ","4-6 років","500 - 1000","Support",6
"Київ","4-6 років","500 - 1000","SysAdmin",4
"Київ","4-6 років","500 - 1000","System Analyst",2
"Київ","4-6 років","500 - 1000","Talent Acquisition Manager",1
"Київ","4-6 років","500 - 1000","UI / UX Designer",1
"Київ","4-6 років","500 - 1000","Web Designer",1
"Київ","4-6 років","5000 - 5500","Data Analyst",1
"Київ","4-6 років","5000 - 5500","Data Engineer / Big Data Engineer",2
"Київ","4-6 років","5000 - 5500","Delivery Manager",1
"Київ","4-6 років","5000 - 5500","DevOps Engineer",4
"Київ","4-6 років","5000 - 5500","Product Designer",1
"Київ","4-6 років","5000 - 5500","Product Manager",3
"Київ","4-6 років","5000 - 5500","Project Manager",4
"Київ","4-6 років","5000 - 5500","Support",1
"Київ","4-6 років","5500 - 6000","Delivery Manager",3
"Київ","4-6 років","5500 - 6000","DevOps Engineer",4
"Київ","4-6 років","5500 - 6000","Game Developer",1
"Київ","4-6 років","5500 - 6000","Product Designer",1
"Київ","4-6 років","5500 - 6000","Product Owner",1
"Київ","4-6 років","6000 - 6500","Delivery Manager",1
"Київ","4-6 років","6000 - 6500","DevOps Engineer",2
"Київ","4-6 років","6000 - 6500","Machine Learning Engineer",2
"Київ","4-6 років","6000 - 6500","Project Manager",1
"Київ","4-6 років","6000 - 6500","Site Reliability Engineer",1
"Київ","4-6 років","6500 +","CEO, (co-) founder",1
"Київ","4-6 років","6500 +","CTO",1
"Київ","4-6 років","6500 +","Data Engineer / Big Data Engineer",3
"Київ","4-6 років","6500 +","Delivery Manager",4
"Київ","4-6 років","6500 +","DevOps Engineer",10
"Київ","4-6 років","6500 +","Director of Engineering",2
"Київ","4-6 років","6500 +","Machine Learning Engineer",1
"Київ","4-6 років","6500 +","Product Manager",1
"Київ","4-6 років","6500 +","Product Owner",1
"Київ","4-6 років","6500 +","Project Manager",1
"Київ","4-6 років","6500 +","Research Engineer",1
"Київ","4-6 років","6500 +","UI / UX Designer",1
"Київ","7-10 років","0 - 500","Product Manager",1
"Київ","7-10 років","1000 - 1500","2D Artist",1
"Київ","7-10 років","1000 - 1500","Employer Brand Manager",1
"Київ","7-10 років","1000 - 1500","ERP/CRM",1
"Київ","7-10 років","1000 - 1500","HR Manager",1
"Київ","7-10 років","1000 - 1500","PPC Specialist",1
"Київ","7-10 років","1000 - 1500","PR Manager",2
"Київ","7-10 років","1000 - 1500","Project Manager",2
"Київ","7-10 років","1000 - 1500","SysAdmin",2
"Київ","7-10 років","1500 - 2000","Animator",1
"Київ","7-10 років","1500 - 2000","Data Analyst",1
"Київ","7-10 років","1500 - 2000","Graphic Designer",1
"Київ","7-10 років","1500 - 2000","HR Manager",2
"Київ","7-10 років","1500 - 2000","Other",1
"Київ","7-10 років","1500 - 2000","PR Manager",1
"Київ","7-10 років","1500 - 2000","Project Manager",2
"Київ","7-10 років","1500 - 2000","Sales Manager",1
"Київ","7-10 років","1500 - 2000","SEO Specialist",1
"Київ","7-10 років","1500 - 2000","Support",3
"Київ","7-10 років","1500 - 2000","Technical writer",1
"Київ","7-10 років","1500 - 2000","UI / UX Designer",1
"Київ","7-10 років","1500 - 2000","Web Designer",1
"Київ","7-10 років","2000 - 2500","Animator",1
"Київ","7-10 років","2000 - 2500","Business Analyst",1
"Київ","7-10 років","2000 - 2500","Chief Marketing Officer (CMO)",1
"Київ","7-10 років","2000 - 2500","Data Analyst",1
"Київ","7-10 років","2000 - 2500","Delivery Manager",2
"Київ","7-10 років","2000 - 2500","DevOps Engineer",1
"Київ","7-10 років","2000 - 2500","Game Designer",1
"Київ","7-10 років","2000 - 2500","HR Business Partner",1
"Київ","7-10 років","2000 - 2500","Other",2
"Київ","7-10 років","2000 - 2500","Project Manager",1
"Київ","7-10 років","2000 - 2500","SEO Specialist",1
"Київ","7-10 років","2000 - 2500","SMM Manager",1
"Київ","7-10 років","2000 - 2500","Support",1
"Київ","7-10 років","2000 - 2500","SysAdmin",1
"Київ","7-10 років","2000 - 2500","Technical writer",1
"Київ","7-10 років","2000 - 2500","VFX Artist",1
"Київ","7-10 років","2500 - 3000","2D Artist",1
"Київ","7-10 років","2500 - 3000","3D Artist",1
"Київ","7-10 років","2500 - 3000","Business Analyst",1
"Київ","7-10 років","2500 - 3000","Data Analyst",1
"Київ","7-10 років","2500 - 3000","Digital Marketing Manager",1
"Київ","7-10 років","2500 - 3000","HR Business Partner",1
"Київ","7-10 років","2500 - 3000","HR Director",1
"Київ","7-10 років","2500 - 3000","HR Manager",1
"Київ","7-10 років","2500 - 3000","Other",1
"Київ","7-10 років","2500 - 3000","Product Designer",2
"Київ","7-10 років","2500 - 3000","Product Manager",1
"Київ","7-10 років","2500 - 3000","Support",2
"Київ","7-10 років","2500 - 3000","SysAdmin",1
"Київ","7-10 років","2500 - 3000","Talent Acquisition Manager",1
"Київ","7-10 років","2500 - 3000","Technical writer",1
"Київ","7-10 років","3000 - 3500","3D Artist",1
"Київ","7-10 років","3000 - 3500","Art Director",1
"Київ","7-10 років","3000 - 3500","BI Analyst",1
"Київ","7-10 років","3000 - 3500","Business Analyst",2
"Київ","7-10 років","3000 - 3500","CTO",1
"Київ","7-10 років","3000 - 3500","Data Scientist",1
"Київ","7-10 років","3000 - 3500","DBA",1
"Київ","7-10 років","3000 - 3500","Delivery Manager",1
"Київ","7-10 років","3000 - 3500","DevOps Engineer",1
"Київ","7-10 років","3000 - 3500","Employer Brand Manager",1
"Київ","7-10 років","3000 - 3500","ERP/CRM",1
"Київ","7-10 років","3000 - 3500","HR Business Partner",2
"Київ","7-10 років","3000 - 3500","HR Director",1
"Київ","7-10 років","3000 - 3500","Other",1
"Київ","7-10 років","3000 - 3500","Product Manager",1
"Київ","7-10 років","3000 - 3500","Product Owner",1
"Київ","7-10 років","3000 - 3500","Project Manager",2
"Київ","7-10 років","3000 - 3500","Recruiter",1
"Київ","7-10 років","3000 - 3500","Sales Manager",1
"Київ","7-10 років","3000 - 3500","System Analyst",1
"Київ","7-10 років","3000 - 3500","Talent Acquisition Manager",2
"Київ","7-10 років","3000 - 3500","UI / UX Designer",2
"Київ","7-10 років","3500 - 4000","Business Analyst",4
"Київ","7-10 років","3500 - 4000","Data Analyst",1
"Київ","7-10 років","3500 - 4000","DevOps Engineer",1
"Київ","7-10 років","3500 - 4000","Game Developer",1
"Київ","7-10 років","3500 - 4000","Other",1
"Київ","7-10 років","3500 - 4000","PR Manager",1
"Київ","7-10 років","3500 - 4000","Product Designer",2
"Київ","7-10 років","3500 - 4000","Product Owner",1
"Київ","7-10 років","3500 - 4000","Program Manager",2
"Київ","7-10 років","3500 - 4000","Project Manager",5
"Київ","7-10 років","3500 - 4000","Site Reliability Engineer",1
"Київ","7-10 років","3500 - 4000","Support",2
"Київ","7-10 років","4000 - 4500","BI Analyst",1
"Київ","7-10 років","4000 - 4500","Business Analyst",1
"Київ","7-10 років","4000 - 4500","Chief Marketing Officer (CMO)",1
"Київ","7-10 років","4000 - 4500","Data Scientist",1
"Київ","7-10 років","4000 - 4500","Delivery Manager",2
"Київ","7-10 років","4000 - 4500","DevOps Engineer",4
"Київ","7-10 років","4000 - 4500","ERP/CRM",1
"Київ","7-10 років","4000 - 4500","HR Director",1
"Київ","7-10 років","4000 - 4500","Product Designer",1
"Київ","7-10 років","4000 - 4500","Program Director",1
"Київ","7-10 років","4000 - 4500","Project Manager",1
"Київ","7-10 років","4000 - 4500","Security Specialist",1
"Київ","7-10 років","4000 - 4500","Support",1
"Київ","7-10 років","4000 - 4500","UI / UX Designer",1
"Київ","7-10 років","4500 - 5000","Business Analyst",2
"Київ","7-10 років","4500 - 5000","Chief Marketing Officer (CMO)",1
"Київ","7-10 років","4500 - 5000","Delivery Manager",3
"Київ","7-10 років","4500 - 5000","Game Developer",1
"Київ","7-10 років","4500 - 5000","Product Designer",1
"Київ","7-10 років","4500 - 5000","Product Manager",1
"Київ","7-10 років","4500 - 5000","Product Owner",1
"Київ","7-10 років","4500 - 5000","Project Manager",1
"Київ","7-10 років","4500 - 5000","Security Specialist",1
"Київ","7-10 років","4500 - 5000","UI / UX Designer",1
"Київ","7-10 років","500 - 1000","Business Analyst",1
"Київ","7-10 років","500 - 1000","Copywriter",1
"Київ","7-10 років","500 - 1000","Digital Marketing Manager",1
"Київ","7-10 років","500 - 1000","Graphic Designer",1
"Київ","7-10 років","500 - 1000","Support",2
"Київ","7-10 років","500 - 1000","SysAdmin",2
"Київ","7-10 років","5000 - 5500","Chief Marketing Officer (CMO)",1
"Київ","7-10 років","5000 - 5500","Delivery Manager",3
"Київ","7-10 років","5000 - 5500","DevOps Engineer",2
"Київ","7-10 років","5000 - 5500","Game Developer",1
"Київ","7-10 років","5000 - 5500","HR Director",1
"Київ","7-10 років","5000 - 5500","Product Analyst",1
"Київ","7-10 років","5000 - 5500","Product Manager",1
"Київ","7-10 років","5000 - 5500","Product Owner",1
"Київ","7-10 років","5000 - 5500","Project Manager",1
"Київ","7-10 років","5000 - 5500","Site Reliability Engineer",2
"Київ","7-10 років","5000 - 5500","UI / UX Designer",1
"Київ","7-10 років","5500 - 6000","CTO",1
"Київ","7-10 років","5500 - 6000","Data Scientist",1
"Київ","7-10 років","5500 - 6000","Delivery Manager",3
"Київ","7-10 років","5500 - 6000","DevOps Engineer",2
"Київ","7-10 років","5500 - 6000","Game Developer",1
"Київ","7-10 років","5500 - 6000","Product Analyst",1
"Київ","7-10 років","5500 - 6000","Product Manager",2
"Київ","7-10 років","5500 - 6000","Product Owner",1
"Київ","7-10 років","5500 - 6000","Project Manager",1
"Київ","7-10 років","6000 - 6500","CTO",1
"Київ","7-10 років","6000 - 6500","Data Scientist",1
"Київ","7-10 років","6000 - 6500","Delivery Manager",1
"Київ","7-10 років","6000 - 6500","DevOps Engineer",2
"Київ","7-10 років","6000 - 6500","HR Director",2
"Київ","7-10 років","6000 - 6500","HTML Coder",1
"Київ","7-10 років","6000 - 6500","Product Designer",1
"Київ","7-10 років","6000 - 6500","Product Manager",1
"Київ","7-10 років","6000 - 6500","Site Reliability Engineer",1
"Київ","7-10 років","6500 +","Computer Vision Engineer",1
"Київ","7-10 років","6500 +","Data Scientist",1
"Київ","7-10 років","6500 +","DevOps Engineer",3
"Київ","7-10 років","6500 +","Director of Engineering",2
"Київ","7-10 років","6500 +","Game Developer",1
"Київ","7-10 років","6500 +","Product Analyst",1
"Київ","7-10 років","6500 +","Product Designer",1
"Київ","7-10 років","6500 +","Project Manager",2
"Київ","7-10 років","6500 +","Research Engineer",1
"Київ","7-10 років","6500 +","Sales Manager",1
"Київ","7-10 років","6500 +","Security Specialist",1
"Київ","7-10 років","6500 +","Site Reliability Engineer",2
"Київ","7-10 років","6500 +","UI / UX Designer",1
"Київ","До року","0 - 500","Data Engineer / Big Data Engineer",1
"Київ","До року","0 - 500","Game Developer",1
"Київ","До року","0 - 500","Sales Manager",1
"Київ","До року","0 - 500","Talent Researcher / Sourcer",1
"Київ","До року","1000 - 1500","BI Analyst",1
"Київ","До року","1000 - 1500","Business Analyst",3
"Київ","До року","1000 - 1500","Data Analyst",2
"Київ","До року","1000 - 1500","Data Engineer / Big Data Engineer",2
"Київ","До року","1000 - 1500","Data Scientist",4
"Київ","До року","1000 - 1500","Delivery Manager",2
"Київ","До року","1000 - 1500","DevOps Engineer",6
"Київ","До року","1000 - 1500","HR Business Partner",1
"Київ","До року","1000 - 1500","Machine Learning Engineer",1
"Київ","До року","1000 - 1500","Other",1
"Київ","До року","1000 - 1500","PPC Specialist",1
"Київ","До року","1000 - 1500","Product Manager",2
"Київ","До року","1000 - 1500","Project Manager",2
"Київ","До року","1000 - 1500","Recruiter",1
"Київ","До року","1000 - 1500","Research Engineer",1
"Київ","До року","1000 - 1500","Site Reliability Engineer",1
"Київ","До року","1000 - 1500","Support",1
"Київ","До року","1000 - 1500","SysAdmin",1
"Київ","До року","1500 - 2000","Business Analyst",1
"Київ","До року","1500 - 2000","Data Analyst",1
"Київ","До року","1500 - 2000","DevOps Engineer",1
"Київ","До року","1500 - 2000","Game Developer",1
"Київ","До року","1500 - 2000","Product Manager",1
"Київ","До року","1500 - 2000","Research Engineer",1
"Київ","До року","2000 - 2500","DevOps Engineer",1
"Київ","До року","2000 - 2500","Other",1
"Київ","До року","2000 - 2500","Support",1
"Київ","До року","2000 - 2500","Technical Artist",1
"Київ","До року","2500 - 3000","DevOps Engineer",2
"Київ","До року","2500 - 3000","Product Manager",1
"Київ","До року","2500 - 3000","Product Owner",1
"Київ","До року","3000 - 3500","Product Manager",1
"Київ","До року","3000 - 3500","Scrum Master",1
"Київ","До року","3500 - 4000","Data Analyst",1
"Київ","До року","3500 - 4000","Delivery Manager",1
"Київ","До року","3500 - 4000","DevOps Engineer",1
"Київ","До року","3500 - 4000","Talent Acquisition Manager",1
"Київ","До року","4000 - 4500","Product Manager",1
"Київ","До року","4000 - 4500","Project Manager",1
"Київ","До року","4000 - 4500","Research Engineer",1
"Київ","До року","500 - 1000","3D Artist",1
"Київ","До року","500 - 1000","Computer Vision Engineer",3
"Київ","До року","500 - 1000","Data Analyst",3
"Київ","До року","500 - 1000","Data Engineer / Big Data Engineer",2
"Київ","До року","500 - 1000","Data Scientist",1
"Київ","До року","500 - 1000","DevOps Engineer",6
"Київ","До року","500 - 1000","ERP/CRM",1
"Київ","До року","500 - 1000","Game Developer",1
"Київ","До року","500 - 1000","Graphic Designer",1
"Київ","До року","500 - 1000","HR Manager",4
"Київ","До року","500 - 1000","HTML Coder",1
"Київ","До року","500 - 1000","Media Buyer",2
"Київ","До року","500 - 1000","People partner / Happiness manager",1
"Київ","До року","500 - 1000","Project Manager",1
"Київ","До року","500 - 1000","Recruiter",2
"Київ","До року","500 - 1000","Research Engineer",1
"Київ","До року","500 - 1000","Scrum Master",1
"Київ","До року","500 - 1000","Security Specialist",1
"Київ","До року","500 - 1000","SEO Specialist",1
"Київ","До року","500 - 1000","Support",4
"Київ","До року","500 - 1000","SysAdmin",4
