"city","experience","salary","position","freq"
"Всі міста","До року","3000 - 3500","Project Manager",1
"Всі міста","До року","3000 - 3500","Scrum Master",1
"Всі міста","До року","3500 - 4000","Data Analyst",1
"Всі міста","До року","3500 - 4000","Data Engineer / Big Data Engineer",1
"Всі міста","До року","3500 - 4000","Delivery Manager",1
"Всі міста","До року","3500 - 4000","DevOps Engineer",1
"Всі міста","До року","3500 - 4000","Talent Acquisition Manager",1
"Всі міста","До року","4000 - 4500","Delivery Manager",1
"Всі міста","До року","4000 - 4500","Director of Engineering",1
"Всі міста","До року","4000 - 4500","Product Manager",1
"Всі міста","До року","4000 - 4500","Product Marketing Manager",1
"Всі міста","До року","4000 - 4500","Product Owner",1
"Всі міста","До року","4000 - 4500","Project Manager",1
"Всі міста","До року","4000 - 4500","Research Engineer",1
"Всі міста","До року","4500 - 5000","Program Director",1
"Всі міста","До року","500 - 1000","2D Artist",3
"Всі міста","До року","500 - 1000","3D Artist",2
"Всі міста","До року","500 - 1000","Business Analyst",14
"Всі міста","До року","500 - 1000","Computer Vision Engineer",4
"Всі міста","До року","500 - 1000","Data Analyst",6
"Всі міста","До року","500 - 1000","Data Engineer / Big Data Engineer",5
"Всі міста","До року","500 - 1000","Data Scientist",8
"Всі міста","До року","500 - 1000","DBA",2
"Всі міста","До року","500 - 1000","Delivery Manager",1
"Всі міста","До року","500 - 1000","DevOps Engineer",17
"Всі міста","До року","500 - 1000","Digital Marketing Manager",1
"Всі міста","До року","500 - 1000","ERP/CRM",2
"Всі міста","До року","500 - 1000","Game Designer",2
"Всі міста","До року","500 - 1000","Game Developer",13
"Всі міста","До року","500 - 1000","Graphic Designer",1
"Всі міста","До року","500 - 1000","HR Manager",10
"Всі міста","До року","500 - 1000","HTML Coder",6
"Всі міста","До року","500 - 1000","Media Buyer",2
"Всі міста","До року","500 - 1000","Other",1
"Всі міста","До року","500 - 1000","People partner / Happiness manager",2
"Всі міста","До року","500 - 1000","Product Analyst",1
"Всі міста","До року","500 - 1000","Product Marketing Manager",1
"Всі міста","До року","500 - 1000","Product Owner",1
"Всі міста","До року","500 - 1000","Project Manager",14
"Всі міста","До року","500 - 1000","Recruiter",11
"Всі міста","До року","500 - 1000","Research Engineer",1
"Всі міста","До року","500 - 1000","Sales Manager",3
"Всі міста","До року","500 - 1000","Scrum Master",3
"Всі міста","До року","500 - 1000","Security Specialist",2
"Всі міста","До року","500 - 1000","SEO Specialist",3
"Всі міста","До року","500 - 1000","Support",13
"Всі міста","До року","500 - 1000","SysAdmin",5
"Всі міста","До року","500 - 1000","System Analyst",3
"Всі міста","До року","500 - 1000","Talent Acquisition Manager",5
"Всі міста","До року","500 - 1000","Talent Researcher / Sourcer",7
"Всі міста","До року","500 - 1000","Technical Artist",3
"Всі міста","До року","500 - 1000","Technical writer",1
"Всі міста","До року","500 - 1000","UI / UX Designer",5
"Всі міста","До року","500 - 1000","Web Designer",2
"Всі міста","До року","5000 - 5500","Customer Success",1
"Всі міста","До року","5000 - 5500","Product Owner",1
"Всі міста","До року","5000 - 5500","Program Manager",1
"Всі міста","До року","5000 - 5500","Scrum Master",1
"Всі міста","До року","5500 - 6000","Delivery Manager",1
"Всі міста","До року","5500 - 6000","Director of Engineering",1
"Всі міста","До року","6000 - 6500","DevOps Engineer",1
"Всі міста","До року","6000 - 6500","Director of Engineering",1
"Всі міста","До року","6500 +","CTO",1
"Всі міста","До року","6500 +","Product Owner",1
"Всі міста","До року","6500 +","Program Manager",1
"Вінниця","Весь досвід","0 - 500","Data Scientist",1
"Вінниця","Весь досвід","0 - 500","DevOps Engineer",1
"Вінниця","Весь досвід","0 - 500","HTML Coder",1
"Вінниця","Весь досвід","0 - 500","Other",1
"Вінниця","Весь досвід","0 - 500","Project Manager",3
"Вінниця","Весь досвід","0 - 500","Recruiter",1
"Вінниця","Весь досвід","0 - 500","Support",1
"Вінниця","Весь досвід","0 - 500","Talent Acquisition Manager",1
"Вінниця","Весь досвід","1000 - 1500","3D Artist",1
"Вінниця","Весь досвід","1000 - 1500","BI Analyst",1
"Вінниця","Весь досвід","1000 - 1500","Business Analyst",2
"Вінниця","Весь досвід","1000 - 1500","Copywriter",1
"Вінниця","Весь досвід","1000 - 1500","Data Scientist",2
"Вінниця","Весь досвід","1000 - 1500","DevOps Engineer",4
"Вінниця","Весь досвід","1000 - 1500","Game Designer",1
"Вінниця","Весь досвід","1000 - 1500","Game Developer",1
"Вінниця","Весь досвід","1000 - 1500","Graphic Designer",1
"Вінниця","Весь досвід","1000 - 1500","HR Director",1
"Вінниця","Весь досвід","1000 - 1500","HR Manager",1
"Вінниця","Весь досвід","1000 - 1500","Project Manager",5
"Вінниця","Весь досвід","1000 - 1500","Recruiter",1
"Вінниця","Весь досвід","1000 - 1500","Sales Manager",2
"Вінниця","Весь досвід","1000 - 1500","Support",1
"Вінниця","Весь досвід","1000 - 1500","SysAdmin",3
"Вінниця","Весь досвід","1000 - 1500","UI / UX Designer",2
"Вінниця","Весь досвід","1500 - 2000","3D Artist",1
"Вінниця","Весь досвід","1500 - 2000","Business Analyst",1
"Вінниця","Весь досвід","1500 - 2000","Data Engineer / Big Data Engineer",1
"Вінниця","Весь досвід","1500 - 2000","DevOps Engineer",1
"Вінниця","Весь досвід","1500 - 2000","Game Developer",1
"Вінниця","Весь досвід","1500 - 2000","HR Manager",1
"Вінниця","Весь досвід","1500 - 2000","Link Builder",1
"Вінниця","Весь досвід","1500 - 2000","Product Owner",1
"Вінниця","Весь досвід","1500 - 2000","Project Manager",3
"Вінниця","Весь досвід","1500 - 2000","Support",1
"Вінниця","Весь досвід","1500 - 2000","System Analyst",1
"Вінниця","Весь досвід","1500 - 2000","Technical Artist",1
"Вінниця","Весь досвід","1500 - 2000","UI / UX Designer",1
"Вінниця","Весь досвід","2000 - 2500","Business Analyst",3
"Вінниця","Весь досвід","2000 - 2500","Data Scientist",1
"Вінниця","Весь досвід","2000 - 2500","DevOps Engineer",3
"Вінниця","Весь досвід","2000 - 2500","Digital Marketing Manager",1
"Вінниця","Весь досвід","2000 - 2500","Game Developer",1
"Вінниця","Весь досвід","2000 - 2500","HR Business Partner",2
"Вінниця","Весь досвід","2000 - 2500","HR Manager",1
"Вінниця","Весь досвід","2000 - 2500","Project Manager",4
"Вінниця","Весь досвід","2000 - 2500","SEO Specialist",1
"Вінниця","Весь досвід","2000 - 2500","System Analyst",1
"Вінниця","Весь досвід","2500 - 3000","Business Analyst",1
"Вінниця","Весь досвід","2500 - 3000","Data Analyst",1
"Вінниця","Весь досвід","2500 - 3000","Data Engineer / Big Data Engineer",1
"Вінниця","Весь досвід","2500 - 3000","Data Scientist",1
"Вінниця","Весь досвід","2500 - 3000","Delivery Manager",2
"Вінниця","Весь досвід","2500 - 3000","DevOps Engineer",1
"Вінниця","Весь досвід","2500 - 3000","Digital Marketing Manager",1
"Вінниця","Весь досвід","2500 - 3000","HR Business Partner",1
"Вінниця","Весь досвід","2500 - 3000","PPC Specialist",1
"Вінниця","Весь досвід","2500 - 3000","Product Manager",1
"Вінниця","Весь досвід","3000 - 3500","BI Analyst",1
"Вінниця","Весь досвід","3000 - 3500","Business Analyst",1
"Вінниця","Весь досвід","3000 - 3500","CEO, (co-) founder",1
"Вінниця","Весь досвід","3000 - 3500","Data Engineer / Big Data Engineer",1
"Вінниця","Весь досвід","3000 - 3500","Data Scientist",1
"Вінниця","Весь досвід","3000 - 3500","Delivery Manager",1
"Вінниця","Весь досвід","3000 - 3500","DevOps Engineer",2
"Вінниця","Весь досвід","3000 - 3500","Game Developer",1
"Вінниця","Весь досвід","3000 - 3500","UI / UX Designer",1
"Вінниця","Весь досвід","3000 - 3500","VFX Artist",1
"Вінниця","Весь досвід","3500 - 4000","Business Analyst",1
"Вінниця","Весь досвід","3500 - 4000","Data Analyst",1
"Вінниця","Весь досвід","3500 - 4000","Data Scientist",1
"Вінниця","Весь досвід","3500 - 4000","DevOps Engineer",1
"Вінниця","Весь досвід","3500 - 4000","Project Manager",2
"Вінниця","Весь досвід","4000 - 4500","CEO, (co-) founder",1
"Вінниця","Весь досвід","4000 - 4500","Computer Vision Engineer",1
"Вінниця","Весь досвід","4000 - 4500","DevOps Engineer",2
"Вінниця","Весь досвід","4000 - 4500","HR Director",1
"Вінниця","Весь досвід","4000 - 4500","Product Owner",1
"Вінниця","Весь досвід","4000 - 4500","Project Manager",1
"Вінниця","Весь досвід","4000 - 4500","SysAdmin",1
"Вінниця","Весь досвід","4500 - 5000","Business Analyst",1
"Вінниця","Весь досвід","4500 - 5000","Data Engineer / Big Data Engineer",1
"Вінниця","Весь досвід","4500 - 5000","DevOps Engineer",2
"Вінниця","Весь досвід","4500 - 5000","Project Manager",1
"Вінниця","Весь досвід","4500 - 5000","VFX Artist",1
"Вінниця","Весь досвід","500 - 1000","3D Artist",2
"Вінниця","Весь досвід","500 - 1000","CEO, (co-) founder",1
"Вінниця","Весь досвід","500 - 1000","Data Scientist",1
"Вінниця","Весь досвід","500 - 1000","Delivery Manager",1
"Вінниця","Весь досвід","500 - 1000","DevOps Engineer",1
"Вінниця","Весь досвід","500 - 1000","Game Developer",1
"Вінниця","Весь досвід","500 - 1000","Graphic Designer",1
"Вінниця","Весь досвід","500 - 1000","HR Manager",2
"Вінниця","Весь досвід","500 - 1000","HTML Coder",1
"Вінниця","Весь досвід","500 - 1000","Product Analyst",1
"Вінниця","Весь досвід","500 - 1000","Project Manager",2
"Вінниця","Весь досвід","500 - 1000","Recruiter",3
"Вінниця","Весь досвід","500 - 1000","Sales Manager",1
"Вінниця","Весь досвід","500 - 1000","SEO Specialist",1
"Вінниця","Весь досвід","500 - 1000","Support",3
"Вінниця","Весь досвід","500 - 1000","SysAdmin",1
"Вінниця","Весь досвід","500 - 1000","Talent Acquisition Manager",3
"Вінниця","Весь досвід","500 - 1000","UI / UX Designer",2
"Вінниця","Весь досвід","5000 - 5500","Business Analyst",1
"Вінниця","Весь досвід","5000 - 5500","Chief Marketing Officer (CMO)",1
"Вінниця","Весь досвід","5000 - 5500","DBA",1
"Вінниця","Весь досвід","5000 - 5500","DevOps Engineer",2
"Вінниця","Весь досвід","5000 - 5500","Sales Manager",1
"Вінниця","Весь досвід","5000 - 5500","Scrum Master",1
"Вінниця","Весь досвід","5500 - 6000","Data Scientist",1
"Вінниця","Весь досвід","5500 - 6000","DevOps Engineer",2
"Вінниця","Весь досвід","5500 - 6000","Product Designer",1
"Вінниця","Весь досвід","5500 - 6000","Program Manager",1
"Вінниця","Весь досвід","6000 - 6500","Business Analyst",1
"Вінниця","Весь досвід","6000 - 6500","CEO, (co-) founder",1
"Вінниця","Весь досвід","6500 +","CEO, (co-) founder",1
"Вінниця","Весь досвід","6500 +","CTO",1
"Вінниця","Весь досвід","6500 +","Data Scientist",1
"Вінниця","Весь досвід","6500 +","Director of Engineering",1
"Вінниця","Весь досвід","6500 +","Employer Brand Manager",1
"Вінниця","Весь досвід","6500 +","Program Manager",1
"Дніпро","Весь досвід","0 - 500","ERP/CRM",1
"Дніпро","Весь досвід","0 - 500","Game Economy Designer",1
"Дніпро","Весь досвід","0 - 500","Graphic Designer",1
"Дніпро","Весь досвід","0 - 500","HTML Coder",1
"Дніпро","Весь досвід","0 - 500","Support",1
"Дніпро","Весь досвід","0 - 500","SysAdmin",4
"Дніпро","Весь досвід","0 - 500","Talent Researcher / Sourcer",3
"Дніпро","Весь досвід","1000 - 1500","2D Artist",1
"Дніпро","Весь досвід","1000 - 1500","BI Analyst",1
"Дніпро","Весь досвід","1000 - 1500","Business Analyst",2
"Дніпро","Весь досвід","1000 - 1500","Concept artist",1
"Дніпро","Весь досвід","1000 - 1500","Customer Success",2
"Дніпро","Весь досвід","1000 - 1500","Data Engineer / Big Data Engineer",1
"Дніпро","Весь досвід","1000 - 1500","DevOps Engineer",1
"Дніпро","Весь досвід","1000 - 1500","Game Developer",2
"Дніпро","Весь досвід","1000 - 1500","Graphic Designer",1
"Дніпро","Весь досвід","1000 - 1500","HR Manager",2
"Дніпро","Весь досвід","1000 - 1500","Other",1
"Дніпро","Весь досвід","1000 - 1500","PR Manager",2
"Дніпро","Весь досвід","1000 - 1500","Product Analyst",1
"Дніпро","Весь досвід","1000 - 1500","Product Manager",3
"Дніпро","Весь досвід","1000 - 1500","Product Marketing Manager",1
"Дніпро","Весь досвід","1000 - 1500","Project Manager",9
"Дніпро","Весь досвід","1000 - 1500","Recruiter",6
"Дніпро","Весь досвід","1000 - 1500","Sales Manager",1
"Дніпро","Весь досвід","1000 - 1500","Site Reliability Engineer",1
"Дніпро","Весь досвід","1000 - 1500","SysAdmin",1
"Дніпро","Весь досвід","1000 - 1500","UI / UX Designer",3
"Дніпро","Весь досвід","1500 - 2000","Business Analyst",2
"Дніпро","Весь досвід","1500 - 2000","Concept artist",1
"Дніпро","Весь досвід","1500 - 2000","Data Scientist",1
"Дніпро","Весь досвід","1500 - 2000","DBA",1
"Дніпро","Весь досвід","1500 - 2000","Designer",1
"Дніпро","Весь досвід","1500 - 2000","DevOps Engineer",4
"Дніпро","Весь досвід","1500 - 2000","Digital Marketing Manager",1
"Дніпро","Весь досвід","1500 - 2000","Game Designer",1
"Дніпро","Весь досвід","1500 - 2000","Game Developer",1
"Дніпро","Весь досвід","1500 - 2000","HR Business Partner",1
"Дніпро","Весь досвід","1500 - 2000","HR Manager",1
"Дніпро","Весь досвід","1500 - 2000","People partner / Happiness manager",1
"Дніпро","Весь досвід","1500 - 2000","PR Manager",1
"Дніпро","Весь досвід","1500 - 2000","Program Manager",1
"Дніпро","Весь досвід","1500 - 2000","Project Manager",6
"Дніпро","Весь досвід","1500 - 2000","Recruiter",5
"Дніпро","Весь досвід","1500 - 2000","Support",1
"Дніпро","Весь досвід","1500 - 2000","SysAdmin",1
"Дніпро","Весь досвід","1500 - 2000","Talent Acquisition Manager",1
"Дніпро","Весь досвід","1500 - 2000","Technical writer",1
"Дніпро","Весь досвід","1500 - 2000","UI / UX Designer",2
"Дніпро","Весь досвід","2000 - 2500","Business Analyst",6
"Дніпро","Весь досвід","2000 - 2500","Data Engineer / Big Data Engineer",2
"Дніпро","Весь досвід","2000 - 2500","DevOps Engineer",3
"Дніпро","Весь досвід","2000 - 2500","Graphic Designer",1
"Дніпро","Весь досвід","2000 - 2500","Machine Learning Engineer",1
"Дніпро","Весь досвід","2000 - 2500","Product Designer",1
"Дніпро","Весь досвід","2000 - 2500","Project Manager",5
"Дніпро","Весь досвід","2000 - 2500","Sales Manager",1
"Дніпро","Весь досвід","2000 - 2500","Security Specialist",1
"Дніпро","Весь досвід","2500 - 3000","Business Analyst",2
"Дніпро","Весь досвід","2500 - 3000","DevOps Engineer",2
"Дніпро","Весь досвід","2500 - 3000","Machine Learning Engineer",1
"Дніпро","Весь досвід","2500 - 3000","Marketing Manager",1
"Дніпро","Весь досвід","2500 - 3000","Product Manager",1
"Дніпро","Весь досвід","2500 - 3000","Product Owner",1
"Дніпро","Весь досвід","2500 - 3000","Recruiter",1
"Дніпро","Весь досвід","2500 - 3000","UI / UX Designer",1
"Дніпро","Весь досвід","2500 - 3000","Web Designer",1
"Дніпро","Весь досвід","3000 - 3500","Business Analyst",2
"Дніпро","Весь досвід","3000 - 3500","DevOps Engineer",2
"Дніпро","Весь досвід","3000 - 3500","ERP/CRM",1
"Дніпро","Весь досвід","3000 - 3500","Machine Learning Engineer",1
"Дніпро","Весь досвід","3000 - 3500","Product Analyst",1
"Дніпро","Весь досвід","3000 - 3500","Product Designer",1
"Дніпро","Весь досвід","3000 - 3500","Product Manager",1
"Дніпро","Весь досвід","3000 - 3500","Project Manager",4
"Дніпро","Весь досвід","3000 - 3500","UI / UX Designer",1
"Дніпро","Весь досвід","3500 - 4000","Data Engineer / Big Data Engineer",1
"Дніпро","Весь досвід","3500 - 4000","Delivery Manager",1
"Дніпро","Весь досвід","3500 - 4000","HR Director",1
"Дніпро","Весь досвід","3500 - 4000","Product Manager",1
"Дніпро","Весь досвід","3500 - 4000","Project Manager",3
"Дніпро","Весь досвід","3500 - 4000","Security Specialist",1
"Дніпро","Весь досвід","3500 - 4000","UI / UX Designer",1
"Дніпро","Весь досвід","4000 - 4500","Business Analyst",1
"Дніпро","Весь досвід","4000 - 4500","DevOps Engineer",2
"Дніпро","Весь досвід","4000 - 4500","Game Developer",1
"Дніпро","Весь досвід","4000 - 4500","HR Director",1
"Дніпро","Весь досвід","4000 - 4500","Product Manager",3
"Дніпро","Весь досвід","4000 - 4500","Product Marketing Manager",1
"Дніпро","Весь досвід","4000 - 4500","Project Manager",1
"Дніпро","Весь досвід","4500 - 5000","Business Analyst",3
"Дніпро","Весь досвід","4500 - 5000","ERP/CRM",1
"Дніпро","Весь досвід","4500 - 5000","Project Manager",1
"Дніпро","Весь досвід","500 - 1000","2D Artist",3
"Дніпро","Весь досвід","500 - 1000","Business Analyst",1
"Дніпро","Весь досвід","500 - 1000","Customer Success",1
"Дніпро","Весь досвід","500 - 1000","Data Analyst",1
"Дніпро","Весь досвід","500 - 1000","Data Engineer / Big Data Engineer",1
"Дніпро","Весь досвід","500 - 1000","Data Scientist",1
"Дніпро","Весь досвід","500 - 1000","DevOps Engineer",2
"Дніпро","Весь досвід","500 - 1000","Digital Marketing Manager",2
"Дніпро","Весь досвід","500 - 1000","Employer Brand Manager",2
"Дніпро","Весь досвід","500 - 1000","Game Developer",2
"Дніпро","Весь досвід","500 - 1000","Graphic Designer",1
"Дніпро","Весь досвід","500 - 1000","HR Manager",4
"Дніпро","Весь досвід","500 - 1000","HTML Coder",2
"Дніпро","Весь досвід","500 - 1000","Illustrator",1
"Дніпро","Весь досвід","500 - 1000","Machine Learning Engineer",1
"Дніпро","Весь досвід","500 - 1000","Marketing Manager",1
"Дніпро","Весь досвід","500 - 1000","Product Owner",1
"Дніпро","Весь досвід","500 - 1000","Project Manager",7
"Дніпро","Весь досвід","500 - 1000","Recruiter",8
"Дніпро","Весь досвід","500 - 1000","Sales Manager",2
"Дніпро","Весь досвід","500 - 1000","SEO Specialist",1
"Дніпро","Весь досвід","500 - 1000","Site Reliability Engineer",1
"Дніпро","Весь досвід","500 - 1000","SMM Manager",1
"Дніпро","Весь досвід","500 - 1000","Support",8
"Дніпро","Весь досвід","500 - 1000","SysAdmin",3
"Дніпро","Весь досвід","500 - 1000","System Analyst",1
"Дніпро","Весь досвід","500 - 1000","Talent Acquisition Manager",1
"Дніпро","Весь досвід","500 - 1000","Talent Researcher / Sourcer",1
"Дніпро","Весь досвід","500 - 1000","Technical writer",1
"Дніпро","Весь досвід","500 - 1000","UI / UX Designer",4
"Дніпро","Весь досвід","5000 - 5500","DevOps Engineer",3
"Дніпро","Весь досвід","5000 - 5500","Director of Engineering",1
"Дніпро","Весь досвід","5500 - 6000","DevOps Engineer",1
"Дніпро","Весь досвід","5500 - 6000","Product Designer",1
"Дніпро","Весь досвід","6000 - 6500","CTO",1
"Дніпро","Весь досвід","6000 - 6500","DevOps Engineer",1
"Дніпро","Весь досвід","6500 +","CTO",1
"Дніпро","Весь досвід","6500 +","DevOps Engineer",3
"Дніпро","Весь досвід","6500 +","Product Manager",1
"Івано-Франківськ","Весь досвід","0 - 500","Business Analyst",1
"Івано-Франківськ","Весь досвід","0 - 500","Data Engineer / Big Data Engineer",1
"Івано-Франківськ","Весь досвід","0 - 500","Designer",1
"Івано-Франківськ","Весь досвід","0 - 500","DevOps Engineer",1
"Івано-Франківськ","Весь досвід","0 - 500","Recruiter",1
"Івано-Франківськ","Весь досвід","0 - 500","Talent Researcher / Sourcer",2
"Івано-Франківськ","Весь досвід","0 - 500","Technical writer",1
"Івано-Франківськ","Весь досвід","1000 - 1500","2D Artist",1
"Івано-Франківськ","Весь досвід","1000 - 1500","Business Analyst",2
"Івано-Франківськ","Весь досвід","1000 - 1500","Chief Marketing Officer (CMO)",1
"Івано-Франківськ","Весь досвід","1000 - 1500","Data Analyst",1
"Івано-Франківськ","Весь досвід","1000 - 1500","Data Engineer / Big Data Engineer",1
"Івано-Франківськ","Весь досвід","1000 - 1500","Data Scientist",1
"Івано-Франківськ","Весь досвід","1000 - 1500","DevOps Engineer",2
"Івано-Франківськ","Весь досвід","1000 - 1500","Digital Marketing Manager",1
"Івано-Франківськ","Весь досвід","1000 - 1500","Employer Brand Manager",1
"Івано-Франківськ","Весь досвід","1000 - 1500","Game Developer",1
"Івано-Франківськ","Весь досвід","1000 - 1500","HR Business Partner",1
"Івано-Франківськ","Весь досвід","1000 - 1500","HR Manager",5
"Івано-Франківськ","Весь досвід","1000 - 1500","Machine Learning Engineer",2
"Івано-Франківськ","Весь досвід","1000 - 1500","Marketing Manager",1
"Івано-Франківськ","Весь досвід","1000 - 1500","Other",1
"Івано-Франківськ","Весь досвід","1000 - 1500","Project Manager",2
"Івано-Франківськ","Весь досвід","1000 - 1500","Recruiter",2
"Івано-Франківськ","Весь досвід","1000 - 1500","Sales Manager",1
"Івано-Франківськ","Весь досвід","1000 - 1500","Support",5
"Івано-Франківськ","Весь досвід","1000 - 1500","UI / UX Designer",2
"Івано-Франківськ","Весь досвід","1500 - 2000","3D Artist",4
"Івано-Франківськ","Весь досвід","1500 - 2000","Business Analyst",3
"Івано-Франківськ","Весь досвід","1500 - 2000","Copywriter",1
"Івано-Франківськ","Весь досвід","1500 - 2000","Data Analyst",3
"Івано-Франківськ","Весь досвід","1500 - 2000","Data Engineer / Big Data Engineer",1
"Івано-Франківськ","Весь досвід","1500 - 2000","Data Scientist",1
"Івано-Франківськ","Весь досвід","1500 - 2000","DevOps Engineer",2
"Івано-Франківськ","Весь досвід","1500 - 2000","HR Business Partner",1
"Івано-Франківськ","Весь досвід","1500 - 2000","Illustrator",1
"Івано-Франківськ","Весь досвід","1500 - 2000","People partner / Happiness manager",2
"Івано-Франківськ","Весь досвід","1500 - 2000","Product Manager",2
"Івано-Франківськ","Весь досвід","1500 - 2000","Product Marketing Manager",1
"Івано-Франківськ","Весь досвід","1500 - 2000","Project Manager",4
"Івано-Франківськ","Весь досвід","1500 - 2000","Recruiter",2
"Івано-Франківськ","Весь досвід","1500 - 2000","SEO Specialist",1
"Івано-Франківськ","Весь досвід","1500 - 2000","Technical writer",1
"Івано-Франківськ","Весь досвід","1500 - 2000","UI / UX Designer",4
"Івано-Франківськ","Весь досвід","2000 - 2500","3D Artist",2
"Івано-Франківськ","Весь досвід","2000 - 2500","Business Analyst",1
"Івано-Франківськ","Весь досвід","2000 - 2500","Data Engineer / Big Data Engineer",1
"Івано-Франківськ","Весь досвід","2000 - 2500","DevOps Engineer",2
"Івано-Франківськ","Весь досвід","2000 - 2500","Product Analyst",1
"Івано-Франківськ","Весь досвід","2000 - 2500","Product Manager",1
"Івано-Франківськ","Весь досвід","2000 - 2500","Product Owner",1
"Івано-Франківськ","Весь досвід","2000 - 2500","Project Manager",3
"Івано-Франківськ","Весь досвід","2000 - 2500","Recruiter",1
"Івано-Франківськ","Весь досвід","2000 - 2500","Support",3
"Івано-Франківськ","Весь досвід","2000 - 2500","SysAdmin",1
"Івано-Франківськ","Весь досвід","2000 - 2500","UI / UX Designer",1
"Івано-Франківськ","Весь досвід","2500 - 3000","BI Engineer",1
"Івано-Франківськ","Весь досвід","2500 - 3000","Business Analyst",1
"Івано-Франківськ","Весь досвід","2500 - 3000","Data Analyst",2
"Івано-Франківськ","Весь досвід","2500 - 3000","Data Engineer / Big Data Engineer",1
"Івано-Франківськ","Весь досвід","2500 - 3000","Digital Marketing Manager",1
"Івано-Франківськ","Весь досвід","2500 - 3000","People partner / Happiness manager",1
"Івано-Франківськ","Весь досвід","2500 - 3000","Product Manager",1
"Івано-Франківськ","Весь досвід","2500 - 3000","Product Owner",2
"Івано-Франківськ","Весь досвід","2500 - 3000","Project Manager",3
"Івано-Франківськ","Весь досвід","2500 - 3000","Support",2
"Івано-Франківськ","Весь досвід","2500 - 3000","SysAdmin",1
"Івано-Франківськ","Весь досвід","2500 - 3000","Talent Acquisition Manager",2
"Івано-Франківськ","Весь досвід","3000 - 3500","BI Analyst",1
"Івано-Франківськ","Весь досвід","3000 - 3500","Chief Marketing Officer (CMO)",1
"Івано-Франківськ","Весь досвід","3000 - 3500","HTML Coder",1
"Івано-Франківськ","Весь досвід","3000 - 3500","Product Manager",1
"Івано-Франківськ","Весь досвід","3000 - 3500","Project Manager",1
"Івано-Франківськ","Весь досвід","3000 - 3500","Site Reliability Engineer",1
"Івано-Франківськ","Весь досвід","3500 - 4000","3D Artist",1
"Івано-Франківськ","Весь досвід","3500 - 4000","Business Analyst",1
"Івано-Франківськ","Весь досвід","3500 - 4000","Data Engineer / Big Data Engineer",1
"Івано-Франківськ","Весь досвід","3500 - 4000","Data Scientist",1
"Івано-Франківськ","Весь досвід","3500 - 4000","DBA",1
"Івано-Франківськ","Весь досвід","3500 - 4000","Delivery Manager",1
"Івано-Франківськ","Весь досвід","3500 - 4000","DevOps Engineer",4
"Івано-Франківськ","Весь досвід","3500 - 4000","Product Designer",1
"Івано-Франківськ","Весь досвід","3500 - 4000","Product Manager",2
"Івано-Франківськ","Весь досвід","3500 - 4000","Project Manager",1
"Івано-Франківськ","Весь досвід","4000 - 4500","Business Analyst",1
"Івано-Франківськ","Весь досвід","4000 - 4500","CEO, (co-) founder",1
"Івано-Франківськ","Весь досвід","4000 - 4500","CTO",1
"Івано-Франківськ","Весь досвід","4000 - 4500","Data Analyst",1
"Івано-Франківськ","Весь досвід","4000 - 4500","Product Designer",1
"Івано-Франківськ","Весь досвід","4000 - 4500","Product Marketing Manager",1
"Івано-Франківськ","Весь досвід","4000 - 4500","Product Owner",1
"Івано-Франківськ","Весь досвід","4000 - 4500","Program Manager",1
"Івано-Франківськ","Весь досвід","4000 - 4500","Project Manager",2
"Івано-Франківськ","Весь досвід","4000 - 4500","Security Specialist",1
"Івано-Франківськ","Весь досвід","4500 - 5000","Business Analyst",3
"Івано-Франківськ","Весь досвід","4500 - 5000","Data Scientist",1
"Івано-Франківськ","Весь досвід","4500 - 5000","Product Designer",1
"Івано-Франківськ","Весь досвід","4500 - 5000","Program Director",1
"Івано-Франківськ","Весь досвід","4500 - 5000","Project Manager",1
"Івано-Франківськ","Весь досвід","4500 - 5000","Scrum Master",1
"Івано-Франківськ","Весь досвід","500 - 1000","Animator",1
"Івано-Франківськ","Весь досвід","500 - 1000","Business Analyst",2
"Івано-Франківськ","Весь досвід","500 - 1000","Data Analyst",1
"Івано-Франківськ","Весь досвід","500 - 1000","DevOps Engineer",2
"Івано-Франківськ","Весь досвід","500 - 1000","ERP/CRM",1
"Івано-Франківськ","Весь досвід","500 - 1000","Game Designer",1
"Івано-Франківськ","Весь досвід","500 - 1000","Game Developer",2
"Івано-Франківськ","Весь досвід","500 - 1000","Graphic Designer",1
"Івано-Франківськ","Весь досвід","500 - 1000","HR Manager",3
"Івано-Франківськ","Весь досвід","500 - 1000","Marketing Manager",1
"Івано-Франківськ","Весь досвід","500 - 1000","Project Manager",4
"Івано-Франківськ","Весь досвід","500 - 1000","Recruiter",5
"Івано-Франківськ","Весь досвід","500 - 1000","Research Engineer",1
"Івано-Франківськ","Весь досвід","500 - 1000","Support",5
"Івано-Франківськ","Весь досвід","500 - 1000","SysAdmin",1
"Івано-Франківськ","Весь досвід","500 - 1000","Talent Researcher / Sourcer",3
"Івано-Франківськ","Весь досвід","500 - 1000","UI / UX Designer",3
"Івано-Франківськ","Весь досвід","5000 - 5500","DevOps Engineer",2
"Івано-Франківськ","Весь досвід","5000 - 5500","Director of Engineering",1
"Івано-Франківськ","Весь досвід","5000 - 5500","Product Manager",3
"Івано-Франківськ","Весь досвід","5000 - 5500","Program Manager",1
"Івано-Франківськ","Весь досвід","5000 - 5500","UI / UX Designer",1
