"N","Город","Зарплата.в.месяц","Изменение.зарплаты.за.12.месяцев","Должность","exp","current_job_exp","Язык.программирования","Специализация","Возраст","Пол","Образование","Университет","Еще.студент","Уровень.английского","Размер.компании","Тип.компании","Предметная.область"
"20","Киев",2900,400,"Senior Software Engineer",8,1.5,"Java","",29,"мужской","Высшее","КНУ им. Шевченко","False","ниже среднего","до 1000 человек","Аутсорсинговая","Телекоммуникации"
"21","Киев",700,0,"HR",3,2,"","",24,"женский","Незаконченное высшее","НАУ","True","выше среднего","до 1000 человек","Продуктовая",""
"22","Днепр.",750,250,"Junior QA engineer",1.5,1.5,"","Manual QA",25,"мужской","Высшее","ДНУ им. Гончара","False","средний","до 50 человек","Продуктовая","Desktop Applications,Мультимедиа"
"23","Львов",630,350,"Junior Software Engineer",1.5,1.5,"Objective-C","",20,"мужской","Незаконченное высшее","Львовская Политехника","True","ниже среднего","свыше 1000 человек","Аутсорсинговая","iOS"
"24","Ивано-Франковск",640,340,"Junior Software Engineer",1,1,"Other","",23,"мужской","Высшее","Другой вуз","False","средний","свыше 1000 человек","Аутсорсинговая","Desktop Applications"
"25","Львов",3500,0,"Senior Software Engineer",6,2,"Scala","",28,"мужской","Высшее","Другой вуз","False","продвинутый","до 1000 человек","Аутстаффинговая","Gamedev"
"26","Днепр.",1400,400,"QA engineer",3,0.25,"","General QA",23,"мужской","Высшее","НГУ","False","средний","до 200 человек","Продуктовая","Android,iOS"
"27","Киев",4000,500,"Technical Lead",10,4,"PHP","",30,"мужской","Высшее","КНУ им. Шевченко","False","средний","до 200 человек","Продуктовая","eCommerce"
"28","Киев",1125,0,"QA engineer",4,4,"","Automation QA",28,"мужской","Высшее","ЖГТУ","False","средний","до 1000 человек","Продуктовая","Android,Embedded"
"29","Одесса",1700,600,"Software Engineer",2,2,"C++","",22,"мужской","Высшее","ОНПУ","False","средний","свыше 1000 человек","Аутсорсинговая","Embedded"
"30","Киев",3000,400,"Project manager",5,2,"","",30,"мужской","Высшее","ЧГУ им. Петра Могилы","False","выше среднего","свыше 1000 человек","Аутсорсинговая","Финансы и банки,Корпоративные системы"
"31","Харьков",3500,-500,"Senior Software Engineer",9,0.5,"C#/.NET","",30,"мужской","Высшее","НТУ «ХПИ»","False","продвинутый","до 1000 человек","Продуктовая","Веб-разработка"
"32","Киев",4000,200,"Senior Software Engineer",6,1,"Java","",47,"мужской","Незаконченное высшее","Другой вуз","False","средний","до 50 человек","Аутсорсинговая","Android"
"33","Харьков",1650,150,"QA engineer",5,3,"","Manual QA",37,"мужской","Высшее","ХНУ им. Каразина","False","средний","до 50 человек","Аутсорсинговая","Финансы и банки,Корпоративные системы"
"34","Киев",2600,0,"Senior Software Engineer",7,3,"C","",28,"мужской","Высшее","Другой вуз","False","средний","свыше 1000 человек","Аутсорсинговая","Embedded,Телекоммуникации"
"35","Днепр.",900,0,"Designer",4,1.5,"","",26,"мужской","Высшее","ДНУ им. Гончара","False","средний","до 200 человек","Продуктовая","eCommerce"
"36","Черкассы",650,150,"QA engineer",1,1,"","General QA",25,"мужской","Высшее","НТУУ «КПИ»","False","ниже среднего","до 50 человек","Аутсорсинговая",""
"37","Киев",1600,0,"Senior QA engineer",3,1,"","General QA",27,"мужской","Высшее","Другой вуз","False","продвинутый","до 200 человек","Продуктовая","Desktop Applications,Другое"
"38","Днепр.",900,0,"QA engineer",4,1.5,"","Automation QA",26,"женский","Высшее","ДНУЖТ","False","средний","до 200 человек","Аутстаффинговая","eCommerce"
"39","Харьков",2700,0,"Technical Lead",10,10,"C#/.NET","",40,"мужской","Высшее","ХНУРЭ","False","средний","свыше 1000 человек","Аутсорсинговая","Веб-разработка"
"40","Хмельницкий",2300,-100,"Software Engineer",9,9,"Java","",30,"мужской","Высшее","ХНУ [г. Хмельницкий]","False","ниже среднего","до 10 человек","Продуктовая","Корпоративные системы"
"41","Харьков",2400,0,"Business analyst",5,5,"","",33,"женский","Высшее","ХАИ","False","выше среднего","до 50 человек","Аутсорсинговая","Телекоммуникации"
"42","Киев",2000,-500,"Project manager",6,0.5,"","",30,"мужской","Высшее","Другой вуз","False","продвинутый","до 10 человек","Стартап","Веб-разработка,eCommerce"
"43","Львов",1700,300,"Software Engineer",6,2,"Ruby/Rails","",29,"мужской","Высшее","Другой вуз","False","ниже среднего","до 1000 человек","Стартап","Веб-разработка"
"44","Другой",3400,200,"Senior Software Engineer",10,3,"C#/.NET","",33,"мужской","Высшее","Львовская Политехника","False","средний","до 50 человек","Другая","Телекоммуникации,Корпоративные системы"
"45","Днепр.",2500,200,"Senior Software Engineer",6,3,"PHP","",25,"мужской","Высшее","ДНУ им. Гончара","False","выше среднего","до 200 человек","Продуктовая","Веб-разработка"
"46","Харьков",3300,100,"Software Engineer",6,2,"Java","",26,"мужской","Высшее","ХНУРЭ","False","средний","до 1000 человек","Аутсорсинговая","Веб-разработка,Корпоративные системы"
"47","Днепр.",1800,900,"QA engineer",1.5,0,"","Automation QA",26,"мужской","Высшее","Другой вуз","False","средний","до 200 человек","Продуктовая","eCommerce"
"48","Харьков",2500,200,"Senior Software Engineer",3,1,"C#/.NET","",35,"мужской","Высшее","Другой вуз","False","выше среднего","до 200 человек","Продуктовая","Корпоративные системы"
"49","Харьков",1200,0,"Senior Software Engineer",10,0.5,"C++","",40,"мужской","Высшее","ХНУРЭ","False","ниже среднего","до 200 человек","Аутсорсинговая","Embedded,Телекоммуникации"
"50","Днепр.",1625,0,"QA engineer",3,3,"","Automation QA",30,"мужской","Высшее","ДНУ им. Гончара","False","средний","свыше 1000 человек","Аутсорсинговая","Системное программирование"
"51","Киев",1600,0,"Technical Lead",10,3,"C++","",34,"мужской","Высшее","НТУУ «КПИ»","False","ниже среднего","до 1000 человек","Продуктовая","Android"
"52","Тернополь",2300,0,"Senior Software Engineer",5,5,"PHP","",28,"мужской","Высшее","Другой вуз","False","средний","до 50 человек","Аутсорсинговая","Веб-разработка"
"53","Киев",1100,0,"Junior Software Engineer",1.5,0.5,"Java","",28,"мужской","Высшее","Другой вуз","False","ниже среднего","до 1000 человек","Аутсорсинговая","Android"
"54","Другой",3000,-500,"Senior Software Engineer",5,0,"Java","",26,"мужской","Высшее","ЛНУ им. Франко","False","выше среднего","свыше 1000 человек","Аутсорсинговая","Финансы и банки"
"55","Киев",1410,0,"Software Engineer",5,4,"C++","",23,"мужской","Высшее","КНУ им. Шевченко","False","средний","до 1000 человек","Продуктовая","Другое"
"56","Киев",2800,600,"Senior Software Engineer",3,0,"JavaScript","",30,"мужской","Высшее","НТУУ «КПИ»","False","выше среднего","до 200 человек","Продуктовая","Веб-разработка"
"57","Киев",2000,0,"Software Engineer",4,2,"PHP","",25,"мужской","Высшее","НАУ","False","ниже среднего","до 1000 человек","Продуктовая","Веб-разработка"
"58","Днепр.",700,100,"HTML coder",2,1,"","",26,"женский","Высшее","Другой вуз","False","ниже среднего","до 10 человек","Продуктовая","Веб-разработка"
"59","Киев",2880,1600,"Senior Software Engineer",5,0.5,"Python","",27,"мужской","Высшее","НТУУ «КПИ»","False","продвинутый","свыше 1000 человек","Аутсорсинговая","Мультимедиа"
"60","Киев",620,0,"Junior Software Engineer",0.5,0.5,"PHP","",20,"мужской","Незаконченное высшее","НТУУ «КПИ»","True","выше среднего","до 10 человек","Продуктовая","Веб-разработка,eCommerce"
"61","Харьков",2750,150,"Senior Software Engineer",7,1,"C#/.NET","",32,"мужской","Высшее","НТУ «ХПИ»","False","средний","до 200 человек","Аутсорсинговая","Веб-разработка"
"62","Киев",1500,700,"Software Engineer",2,1,"Ruby/Rails","",24,"мужской","Высшее","Другой вуз","False","средний","до 50 человек","Продуктовая","Веб-разработка,Корпоративные системы"
"63","Киев",300,-100,"Support",4,4,"","",26,"женский","Высшее","НТУУ «КПИ»","False","средний","до 1000 человек","Другая","Телекоммуникации"
"64","Киев",200,50,"Junior Software Engineer",1,1,"PHP","",21,"мужской","Незаконченное высшее","КНУТД","False","средний","до 10 человек","Продуктовая","Веб-разработка,Корпоративные системы"
"65","Киев",2600,150,"Senior QA engineer",6,0.5,"","Manual QA",29,"женский","Два высших","ДНУ им. Гончара","False","продвинутый","свыше 1000 человек","Аутсорсинговая","Веб-разработка,Телекоммуникации"
"66","Киев",2000,800,"Software Engineer",3,7,"Python","",29,"мужской","Незаконченное высшее","НТУУ «КПИ»","False","выше среднего","до 10 человек","Аутсорсинговая","Веб-разработка"
"67","Днепр.",200,0,"HR",1,0.25,"","",26,"женский","Высшее","Другой вуз","False","выше среднего","до 200 человек","Продуктовая",""
"68","Киев",1100,300,"Junior Software Engineer",1.5,1.5,"Java","",21,"мужской","Высшее","НТУУ «КПИ»","True","выше среднего","до 50 человек","Аутсорсинговая","Android,Веб-разработка"
"69","Киев",2100,500,"Business analyst",3,0.5,"","",26,"женский","Высшее","НТУУ «КПИ»","False","выше среднего","свыше 1000 человек","Аутсорсинговая","eCommerce"
"70","Одесса",1150,0,"Software Engineer",3,0.5,"Java","",26,"мужской","Незаконченное высшее","Другой вуз","False","выше среднего","до 200 человек","Продуктовая","Веб-разработка,Корпоративные системы"
"71","Днепр.",2600,0,"Senior Software Engineer",4,4,"Java","",26,"женский","Высшее","ДНУ им. Гончара","False","средний","свыше 1000 человек","Другая","Финансы и банки"
"72","Киев",500,0,"QA engineer",3,1.5,"","Manual QA",27,"мужской","Незаконченное высшее","Другой вуз","False","ниже среднего","до 200 человек","Аутсорсинговая","Веб-разработка,eCommerce"
"73","Киев",3100,400,"Senior Software Engineer",5,1.5,"Java","",32,"мужской","Высшее","Другой вуз","False","ниже среднего","до 200 человек","Аутсорсинговая","Веб-разработка,Корпоративные системы"
"74","Хмельницкий",1400,200,"Software Engineer",5,4,"PHP","",28,"мужской","Высшее","ХНУ [г. Хмельницкий]","False","выше среднего","до 50 человек","Аутсорсинговая","Веб-разработка"
"75","Ровно",1000,0,"Director of Engineering / Program Director",10,7,"","",34,"мужской","Незаконченное высшее","Другой вуз","False","выше среднего","до 10 человек","Другая","eCommerce,Корпоративные системы"
"76","Днепр.",3300,0,"Senior Software Engineer",5,1.5,"JavaScript","",27,"мужской","Высшее","ДНУ им. Гончара","False","выше среднего","свыше 1000 человек","Аутсорсинговая","Веб-разработка"
"77","Харьков",2200,0,"Software Engineer",7,1.5,"Objective-C","",25,"мужской","Высшее","ХНЭУ","False","ниже среднего","до 50 человек","Аутсорсинговая","iOS"
"78","Львов",3700,500,"Senior Software Engineer",6,0,"Java","",27,"мужской","Высшее","Другой вуз","False","выше среднего","до 200 человек","Аутсорсинговая","Android"
"79","Киев",2800,0,"Software Engineer",4,0.5,"Java","",25,"мужской","Высшее","НАУ","False","средний","свыше 1000 человек","Аутсорсинговая","Финансы и банки,Корпоративные системы"
"80","Киев",1300,300,"Software Engineer",4,1,"JavaScript","",23,"мужской","Техникум / Колледж","","False","ниже среднего","до 50 человек","Аутсорсинговая","eCommerce"
"81","Киев",1700,120,"Software Engineer",10,4,"C++","",37,"мужской","Высшее","НТУУ «КПИ»","False","средний","до 200 человек","Продуктовая","Embedded,Финансы и банки"
"82","Киев",1000,400,"Junior QA engineer",1.5,0,"","Manual QA",22,"женский","Высшее","НТУУ «КПИ»","True","средний","до 200 человек","Аутсорсинговая","Финансы и банки"
"83","Харьков",800,-400,"Junior Software Engineer",0.25,0.25,"JavaScript","",36,"женский","Высшее","Другой вуз","False","ниже среднего","до 50 человек","Продуктовая","Desktop Applications,Веб-разработка"
"84","Киев",600,0,"Software Engineer",1.5,1.5,"PHP","",21,"женский","Незаконченное высшее","Другой вуз","True","выше среднего","до 10 человек","Стартап","eCommerce"
"85","Львов",500,200,"Technical writer",2,2,"","",25,"мужской","Высшее","Львовская Политехника","False","средний","до 50 человек","Аутсорсинговая","Веб-разработка"
"86","Киев",700,-150,"Designer",3,0.5,"","",26,"мужской","Высшее","НТУУ «КПИ»","False","средний","до 50 человек","Аутсорсинговая","Веб-разработка"
"87","Киев",2300,800,"QA Tech Lead",2,0,"","General QA",25,"мужской","Высшее","НТУУ «КПИ»","False","средний","до 10 человек","Стартап",""
"88","Киев",3000,700,"Software Engineer",3,1,"C#/.NET","",27,"мужской","Высшее","НТУУ «КПИ»","False","выше среднего","свыше 1000 человек","Аутсорсинговая","Финансы и банки"
"89","Киев",4500,500,"Team lead",5,3,"","",25,"мужской","Среднее","","False","выше среднего","до 50 человек","Продуктовая","Веб-разработка"
"90","Харьков",2500,2500,"Senior Software Engineer",8,5,"PHP","",31,"мужской","Незаконченное высшее","Другой вуз","False","выше среднего","до 50 человек","Аутсорсинговая","Веб-разработка"
"91","Киев",3550,0,"Scrum Master",10,5,"","",34,"мужской","Высшее","НТУУ «КПИ»","False","продвинутый","свыше 1000 человек","Аутстаффинговая","Desktop Applications,Корпоративные системы"
"92","Киев",2000,1000,"Software Engineer",3,0.5,"Ruby/Rails","",31,"мужской","Высшее","Другой вуз","False","ниже среднего","до 50 человек","Продуктовая","Веб-разработка,Корпоративные системы"
"93","Киев",240,80,"Sysadmin",1,0,"","",23,"мужской","Высшее","НАУ","False","ниже среднего","свыше 1000 человек","Другая","Телекоммуникации"
"94","Ивано-Франковск",1150,700,"Software Engineer",4,1,"Ruby/Rails","",26,"мужской","Высшее","Другой вуз","False","средний","свыше 1000 человек","Аутсорсинговая","Веб-разработка"
"95","Львов",2800,1600,"QA engineer",8,4,"","Manual QA",29,"мужской","Высшее","Другой вуз","False","средний","до 10 человек","Стартап","Веб-разработка,Системное программирование"
"96","Днепр.",333,125,"Junior QA engineer",0.5,0.5,"","Manual QA",31,"мужской","Высшее","Другой вуз","False","элементарный","до 50 человек","Аутсорсинговая","Android,Веб-разработка"
"97","Киев",3500,1500,"Senior Software Engineer",6,0,"JavaScript","",31,"мужской","Техникум / Колледж","","False","ниже среднего","до 10 человек","Стартап","Веб-разработка"
"98","Львов",500,0,"Junior Software Engineer",0.25,0.25,"Ruby/Rails","",22,"женский","Незаконченное высшее","Львовская Политехника","True","выше среднего","до 10 человек","Стартап","Веб-разработка"
"99","Киев",3500,-200,"Business analyst",4,3,"","",32,"женский","Высшее","Другой вуз","False","продвинутый","свыше 1000 человек","Аутсорсинговая","Финансы и банки"
"100","Львов",2400,0,"Software Engineer",4,4,"Java","",29,"мужской","Высшее","Львовская Политехника","False","выше среднего","до 50 человек","Аутсорсинговая","Веб-разработка,Корпоративные системы"
"101","Львов",3350,500,"Senior Software Engineer",7,0.5,"Java","",30,"мужской","Высшее","ЛНУ им. Франко","False","выше среднего","свыше 1000 человек","Аутсорсинговая","Веб-разработка,Корпоративные системы"
"102","Киев",3000,400,"Senior Software Engineer",5,1.5,"Python","",27,"мужской","Высшее","НТУУ «КПИ»","False","средний","до 1000 человек","Продуктовая","Веб-разработка"
"103","Львов",3200,400,"Senior Software Engineer",8,4,"C#/.NET","",31,"мужской","Высшее","Львовская Политехника","False","выше среднего","до 200 человек","Аутстаффинговая","Веб-разработка"
"104","Киев",4500,900,"QA Tech Lead",9,0,"","Automation QA",38,"женский","Высшее","ВНТУ","False","выше среднего","до 50 человек","Аутсорсинговая","Веб-разработка,Финансы и банки"
"105","Киев",2600,850,"Software Engineer",4,0.5,"JavaScript","",29,"мужской","Высшее","НТУУ «КПИ»","False","средний","до 1000 человек","Аутсорсинговая","Веб-разработка,Корпоративные системы"
"106","Днепр.",1750,500,"Software Engineer",5,1.5,"JavaScript","",39,"мужской","Высшее","НГУ","False","средний","до 200 человек","Аутсорсинговая","Веб-разработка,Мультимедиа"
"107","Винница",2200,700,"Software Engineer",5,3,"JavaScript","",29,"мужской","Два высших","ДонНТУ","False","ниже среднего","до 200 человек","Аутсорсинговая","Веб-разработка"
"108","Киев",2800,0,"Software Engineer",4,0.5,"Objective-C","",29,"мужской","Высшее","ВНУ им. Даля","False","выше среднего","до 200 человек","Аутстаффинговая","iOS"
"109","Киев",3000,500,"Senior QA engineer",4,0.5,"","Automation QA",30,"мужской","Высшее","Другой вуз","False","средний","свыше 1000 человек","Аутстаффинговая","Веб-разработка,Финансы и банки"
"110","Житомир",1600,400,"Senior Software Engineer",5,4,"Scala","",24,"мужской","Высшее","ЖГТУ","False","средний","до 200 человек","Продуктовая","Android"
"111","Львов",3900,300,"Designer",8,4,"","",27,"мужской","Высшее","Другой вуз","False","выше среднего","свыше 1000 человек","Продуктовая","Веб-разработка,Мультимедиа"
"112","Днепр.",800,400,"QA engineer",1,1,"","General QA",26,"мужской","Высшее","Другой вуз","False","средний","до 200 человек","Аутсорсинговая","Android,Веб-разработка"
"113","Киев",700,0,"Junior Software Engineer",2,2,"Java","",23,"мужской","Высшее","ХАИ","False","ниже среднего","до 1000 человек","Аутсорсинговая","Android,Embedded"
"114","Киев",2600,200,"Software Engineer",3,1,"Java","",23,"мужской","Высшее","НТУУ «КПИ»","False","выше среднего","свыше 1000 человек","Аутстаффинговая","Веб-разработка"
"115","Харьков",1300,300,"Software Engineer",3,3,"C#/.NET","",21,"мужской","Незаконченное высшее","ХНУРЭ","True","ниже среднего","до 50 человек","Аутсорсинговая","Windows Phone"
"116","Львов",1400,900,"Software Engineer",5,0.5,"PHP","",28,"мужской","Высшее","Другой вуз","False","средний","до 50 человек","Продуктовая","Веб-разработка,Корпоративные системы"
"117","Киев",1800,200,"QA engineer",1.5,1,"","Automation QA",24,"мужской","Высшее","НТУУ «КПИ»","False","продвинутый","свыше 1000 человек","Аутсорсинговая","Веб-разработка"
"118","Николаев",450,0,"Junior Software Engineer",0.5,0.25,"Java","",19,"мужской","Незаконченное высшее","ЧГУ им. Петра Могилы","True","продвинутый","до 1000 человек","Аутсорсинговая","Android,Мультимедиа"
"119","Харьков",1950,50,"HTML coder",8,7,"","",30,"мужской","Два высших","ХНУРЭ","False","средний","до 200 человек","Аутсорсинговая","Веб-разработка"
"120","Харьков",3500,350,"Senior Software Engineer",8,2,"Objective-C","",31,"мужской","Высшее","Другой вуз","False","выше среднего","до 200 человек","Продуктовая","iOS,Gamedev"
"121","Львов",3300,300,"Senior Software Engineer",6,4,"PHP","",28,"мужской","Высшее","Львовская Политехника","False","средний","до 1000 человек","Аутсорсинговая","Веб-разработка,Корпоративные системы"
"122","Киев",800,200,"QA engineer",1.5,1,"","Manual QA",24,"женский","Высшее","КНУ им. Шевченко","False","продвинутый","до 50 человек","Продуктовая","iOS,Веб-разработка"
"123","Киев",5200,400,"Product Manager",7,2,"","",33,"мужской","Высшее","Другой вуз","False","продвинутый","до 10 человек","Продуктовая","Веб-разработка"
"124","Львов",2000,500,"DevOps",3,3,"","",24,"мужской","Высшее","Львовская Политехника","False","средний","свыше 1000 человек","Аутсорсинговая","Веб-разработка,eCommerce"
"125","Харьков",1200,600,"Software Engineer",3,2,"PHP","",24,"мужской","Высшее","ВНУ им. Даля","False","средний","до 50 человек","Аутсорсинговая","Веб-разработка,eCommerce"
"126","Днепр.",200,200,"Junior QA engineer",0,0,"","Manual QA",23,"мужской","Высшее","ДНУ им. Гончара","False","продвинутый","до 10 человек","Аутсорсинговая","Веб-разработка"
"127","Николаев",2200,250,"Project manager",8,2,"","",29,"мужской","Высшее","ЧГУ им. Петра Могилы","False","выше среднего","до 200 человек","Аутсорсинговая","Desktop Applications,Мультимедиа"
"128","Киев",2100,500,"Software Engineer",4,0.25,"JavaScript","",29,"мужской","Высшее","НАУ","False","средний","свыше 1000 человек","Другая","Веб-разработка,eCommerce"
"129","Харьков",2500,0,"Software Engineer",8,5,"PHP","",27,"мужской","Высшее","ХНУРЭ","False","выше среднего","до 10 человек","Аутсорсинговая","Веб-разработка,eCommerce"
"130","Львов",400,100,"Junior Software Engineer",1,1,"C#/.NET","",29,"мужской","Высшее","ДНУ им. Гончара","False","ниже среднего","до 50 человек","Продуктовая","Gamedev"
"131","Киев",1000,400,"Software Engineer",1.5,0,"C#/.NET","",27,"мужской","Высшее","Другой вуз","False","выше среднего","до 10 человек","Аутстаффинговая","Desktop Applications"
"132","Харьков",1100,500,"Software Engineer",1.5,1,"C#/.NET","",21,"мужской","Незаконченное высшее","ХНУРЭ","True","средний","до 200 человек","Продуктовая","Веб-разработка,Корпоративные системы"
"133","Киев",900,300,"Project manager",7,1.5,"","",27,"мужской","Высшее","КНУ им. Шевченко","False","средний","до 10 человек","Стартап","eCommerce"
"134","Киев",2800,400,"Senior Software Engineer",5,3,"Python","",26,"мужской","Техникум / Колледж","","False","средний","до 50 человек","Аутсорсинговая","Веб-разработка"
"135","Харьков",800,150,"Software Engineer",2,2,"C#/.NET","",24,"мужской","Высшее","ХНУРЭ","False","средний","свыше 1000 человек","Аутсорсинговая","Desktop Applications,Веб-разработка"
"136","Киев",1200,100,"HTML coder",5,3,"","",30,"мужской","Высшее","НТУУ «КПИ»","False","средний","до 200 человек","Аутстаффинговая","Веб-разработка"
"137","Киев",3200,200,"Senior Software Engineer",8,2,"JavaScript","",32,"мужской","Высшее","НТУУ «КПИ»","False","выше среднего","до 1000 человек","Аутсорсинговая","Gamedev"
"138","Киев",600,200,"Junior Software Engineer",0,0,"C#/.NET","",22,"мужской","Техникум / Колледж","","True","ниже среднего","до 10 человек","Аутсорсинговая","Веб-разработка"
"139","Киев",1800,300,"Software Engineer",3,3,"C++","",24,"мужской","Высшее","Другой вуз","False","средний","до 50 человек","Продуктовая","Embedded,Телекоммуникации"
"140","Киев",4000,0,"Senior Software Engineer",6,2,"Java","",26,"мужской","Высшее","Другой вуз","False","средний","до 200 человек","Аутсорсинговая","Телекоммуникации"
"141","Львов",1200,600,"QA engineer",3,1,"","Automation QA",23,"мужской","Высшее","Львовская Политехника","False","средний","свыше 1000 человек","Аутстаффинговая","Веб-разработка"
"142","Днепр.",3000,100,"Technical Lead",7,3,"C#/.NET","",28,"мужской","Высшее","ДНУ им. Гончара","False","выше среднего","свыше 1000 человек","Аутстаффинговая","Android,iOS"
"143","Киев",800,-200,"Junior Software Engineer",2,1,"Objective-C","",22,"мужской","Высшее","НТУУ «КПИ»","False","продвинутый","до 50 человек","Продуктовая","iOS"
"144","Киев",3000,0,"Senior Software Engineer",5,1,"C#/.NET","",25,"мужской","Высшее","ХНУРЭ","False","средний","до 200 человек","Аутсорсинговая","Android,iOS"
"145","Львов",1900,0,"Business analyst",0.25,0.25,"","",33,"мужской","Два высших","Львовская Политехника","False","продвинутый","до 1000 человек","Аутсорсинговая","Финансы и банки"
"146","Днепр.",1750,350,"Junior Software Engineer",1.5,1,"JavaScript","",23,"женский","Высшее","ДНУЖТ","False","средний","до 1000 человек","Продуктовая","Веб-разработка"
"147","Киев",800,0,"DevOps",1,0,"","",21,"мужской","Незаконченное высшее","НТУУ «КПИ»","True","ниже среднего","до 1000 человек","Аутсорсинговая","Веб-разработка,Телекоммуникации"
"148","Киев",1350,150,"Technical Lead",2,3,"PHP","",26,"мужской","Незаконченное высшее","НАУ","False","средний","до 50 человек","Другая","Веб-разработка,eCommerce"
"149","Киев",450,450,"HTML coder",1,1,"","",27,"мужской","Высшее","НТУУ «КПИ»","False","элементарный","до 200 человек","Аутсорсинговая",""
"150","Киев",3000,800,"Senior Software Engineer",4,0,"JavaScript","",26,"мужской","Высшее","ДНУ им. Гончара","False","ниже среднего","свыше 1000 человек","Аутсорсинговая","Финансы и банки,eCommerce"
"151","Днепр.",4000,500,"System Architect",8,3,"PHP","",30,"мужской","Незаконченное высшее","ДонНТУ","False","средний","свыше 1000 человек","Аутсорсинговая","Веб-разработка"
"152","Николаев",650,50,"HR",5,1.5,"","",27,"мужской","Высшее","Другой вуз","False","средний","до 10 человек","Стартап","Веб-разработка"
"153","Киев",2700,400,"QA Tech Lead",7,1.5,"","General QA",29,"мужской","Высшее","Другой вуз","False","выше среднего","до 50 человек","Продуктовая","Desktop Applications,Финансы и банки"
"154","Киев",1300,0,"Software Engineer",4,3,"Java","",27,"мужской","Высшее","КНУ им. Шевченко","False","средний","до 1000 человек","Продуктовая","Android,Системное программирование"
"155","Киев",3000,0,"Project manager",4,8,"","",32,"мужской","Высшее","НАУ","False","средний","свыше 1000 человек","Аутсорсинговая","Корпоративные системы"
