"city","experience","salary","position","specialisation","freq"
"Інше","1-3 роки","4000 - 4500","Middle","Всі спеціалізації",1
"Інше","1-3 роки","4000 - 4500","Senior","Всі спеціалізації",1
"Інше","1-3 роки","500 - 1000","Intern/Trainee","Всі спеціалізації",1
"Інше","1-3 роки","500 - 1000","Junior","Всі спеціалізації",70
"Інше","1-3 роки","500 - 1000","Middle","Всі спеціалізації",25
"Інше","1-3 роки","500 - 1000","Team Lead","Всі спеціалізації",1
"Інше","1-3 роки",NA,"Middle","Всі спеціалізації",1
"Інше","10+ років","1000 - 1500","Junior","Всі спеціалізації",2
"Інше","10+ років","1500 - 2000","Junior","Всі спеціалізації",1
"Інше","10+ років","1500 - 2000","Middle","Всі спеціалізації",1
"Інше","10+ років","2000 - 2500","Middle","Всі спеціалізації",1
"Інше","10+ років","2000 - 2500","Senior","Всі спеціалізації",3
"Інше","10+ років","2500 - 3000","Middle","Всі спеціалізації",1
"Інше","10+ років","2500 - 3000","Senior","Всі спеціалізації",4
"Інше","10+ років","2500 - 3000","Tech Lead","Всі спеціалізації",1
"Інше","10+ років","3000 - 3500","Manager","Всі спеціалізації",1
"Інше","10+ років","3000 - 3500","Senior","Всі спеціалізації",5
"Інше","10+ років","3000 - 3500","Team Lead","Всі спеціалізації",2
"Інше","10+ років","3500 - 4000","Manager","Всі спеціалізації",1
"Інше","10+ років","3500 - 4000","Middle","Всі спеціалізації",1
"Інше","10+ років","3500 - 4000","Senior","Всі спеціалізації",1
"Інше","10+ років","3500 - 4000","Team Lead","Всі спеціалізації",3
"Інше","10+ років","4000 - 4500","Head","Всі спеціалізації",1
"Інше","10+ років","4000 - 4500","Senior","Всі спеціалізації",4
"Інше","10+ років","4000 - 4500","Team Lead","Всі спеціалізації",2
"Інше","10+ років","4500 - 5000","Manager","Всі спеціалізації",1
"Інше","10+ років","4500 - 5000","Senior","Всі спеціалізації",4
"Інше","10+ років","4500 - 5000","Tech Lead","Всі спеціалізації",3
"Інше","10+ років","500 - 1000","Middle","Всі спеціалізації",2
"Інше","10+ років","500 - 1000","Senior","Всі спеціалізації",1
"Інше","10+ років","5000 - 5500","Senior","Всі спеціалізації",3
"Інше","10+ років","5000 - 5500","Tech Lead","Всі спеціалізації",1
"Інше","10+ років","5500 - 6000","Team Lead","Всі спеціалізації",1
"Інше","10+ років","6000 - 6500","Senior","Всі спеціалізації",4
"Інше","10+ років","6500 +","Architect","Всі спеціалізації",1
"Інше","10+ років","6500 +","Middle","Всі спеціалізації",1
"Інше","10+ років","6500 +","Team Lead","Всі спеціалізації",1
"Інше","4-6 років","1000 - 1500","Junior","Всі спеціалізації",3
"Інше","4-6 років","1000 - 1500","Middle","Всі спеціалізації",14
"Інше","4-6 років","1000 - 1500","Team Lead","Всі спеціалізації",1
"Інше","4-6 років","1500 - 2000","Junior","Всі спеціалізації",2
"Інше","4-6 років","1500 - 2000","Middle","Всі спеціалізації",18
"Інше","4-6 років","1500 - 2000","Senior","Всі спеціалізації",4
"Інше","4-6 років","1500 - 2000","Team Lead","Всі спеціалізації",4
"Інше","4-6 років","1500 - 2000","Tech Lead","Всі спеціалізації",1
"Інше","4-6 років","2000 - 2500","Middle","Всі спеціалізації",25
"Інше","4-6 років","2000 - 2500","Senior","Всі спеціалізації",10
"Інше","4-6 років","2000 - 2500","Team Lead","Всі спеціалізації",2
"Інше","4-6 років","2500 - 3000","Manager","Всі спеціалізації",1
"Інше","4-6 років","2500 - 3000","Middle","Всі спеціалізації",27
"Інше","4-6 років","2500 - 3000","Senior","Всі спеціалізації",18
"Інше","4-6 років","2500 - 3000","Team Lead","Всі спеціалізації",5
"Інше","4-6 років","2500 - 3000","Tech Lead","Всі спеціалізації",2
"Інше","4-6 років","3000 - 3500","Middle","Всі спеціалізації",7
"Інше","4-6 років","3000 - 3500","Senior","Всі спеціалізації",16
"Інше","4-6 років","3000 - 3500","Team Lead","Всі спеціалізації",7
"Інше","4-6 років","3000 - 3500","Tech Lead","Всі спеціалізації",1
"Інше","4-6 років","3500 - 4000","Middle","Всі спеціалізації",1
"Інше","4-6 років","3500 - 4000","Senior","Всі спеціалізації",10
"Інше","4-6 років","3500 - 4000","Team Lead","Всі спеціалізації",1
"Інше","4-6 років","4000 - 4500","Head","Всі спеціалізації",1
"Інше","4-6 років","4000 - 4500","Middle","Всі спеціалізації",4
"Інше","4-6 років","4000 - 4500","Senior","Всі спеціалізації",9
"Інше","4-6 років","4000 - 4500","Team Lead","Всі спеціалізації",2
"Інше","4-6 років","4500 - 5000","Middle","Всі спеціалізації",1
"Інше","4-6 років","4500 - 5000","Senior","Всі спеціалізації",5
"Інше","4-6 років","4500 - 5000","Team Lead","Всі спеціалізації",1
"Інше","4-6 років","500 - 1000","Junior","Всі спеціалізації",5
"Інше","4-6 років","500 - 1000","Middle","Всі спеціалізації",9
"Інше","4-6 років","500 - 1000","Team Lead","Всі спеціалізації",1
"Інше","4-6 років","5000 - 5500","Middle","Всі спеціалізації",1
"Інше","4-6 років","5000 - 5500","Senior","Всі спеціалізації",1
"Інше","4-6 років","5000 - 5500","Team Lead","Всі спеціалізації",2
"Інше","4-6 років","5500 - 6000","Senior","Всі спеціалізації",1
"Інше","4-6 років","6000 - 6500","Manager","Всі спеціалізації",1
"Інше","4-6 років","6000 - 6500","Senior","Всі спеціалізації",3
"Інше","4-6 років","6500 +","Senior","Всі спеціалізації",1
"Інше","7-10 років","1000 - 1500","Middle","Всі спеціалізації",1
"Інше","7-10 років","1000 - 1500","Senior","Всі спеціалізації",1
"Інше","7-10 років","1500 - 2000","Middle","Всі спеціалізації",3
"Інше","7-10 років","2000 - 2500","Middle","Всі спеціалізації",6
"Інше","7-10 років","2000 - 2500","Senior","Всі спеціалізації",11
"Інше","7-10 років","2500 - 3000","Manager","Всі спеціалізації",1
"Інше","7-10 років","2500 - 3000","Middle","Всі спеціалізації",6
"Інше","7-10 років","2500 - 3000","Senior","Всі спеціалізації",11
"Інше","7-10 років","2500 - 3000","Team Lead","Всі спеціалізації",1
"Інше","7-10 років","3000 - 3500","Middle","Всі спеціалізації",8
"Інше","7-10 років","3000 - 3500","Senior","Всі спеціалізації",14
"Інше","7-10 років","3000 - 3500","Team Lead","Всі спеціалізації",3
"Інше","7-10 років","3000 - 3500","Tech Lead","Всі спеціалізації",1
"Інше","7-10 років","3500 - 4000","Manager","Всі спеціалізації",2
"Інше","7-10 років","3500 - 4000","Middle","Всі спеціалізації",2
"Інше","7-10 років","3500 - 4000","Senior","Всі спеціалізації",21
"Інше","7-10 років","3500 - 4000","Team Lead","Всі спеціалізації",5
"Інше","7-10 років","4000 - 4500","Head","Всі спеціалізації",2
"Інше","7-10 років","4000 - 4500","Manager","Всі спеціалізації",1
"Інше","7-10 років","4000 - 4500","Senior","Всі спеціалізації",8
"Інше","7-10 років","4000 - 4500","Team Lead","Всі спеціалізації",2
"Інше","7-10 років","4000 - 4500","Tech Lead","Всі спеціалізації",1
"Інше","7-10 років","4500 - 5000","Head","Всі спеціалізації",2
"Інше","7-10 років","4500 - 5000","Middle","Всі спеціалізації",3
"Інше","7-10 років","4500 - 5000","Senior","Всі спеціалізації",11
"Інше","7-10 років","4500 - 5000","Team Lead","Всі спеціалізації",1
"Інше","7-10 років","500 - 1000","Intern/Trainee","Всі спеціалізації",1
"Інше","7-10 років","500 - 1000","Middle","Всі спеціалізації",1
"Інше","7-10 років","5000 - 5500","Head","Всі спеціалізації",2
"Інше","7-10 років","5000 - 5500","Manager","Всі спеціалізації",2
"Інше","7-10 років","5000 - 5500","Senior","Всі спеціалізації",2
"Інше","7-10 років","5000 - 5500","Team Lead","Всі спеціалізації",3
"Інше","7-10 років","5500 - 6000","Head","Всі спеціалізації",1
"Інше","7-10 років","5500 - 6000","Senior","Всі спеціалізації",1
"Інше","7-10 років","5500 - 6000","Team Lead","Всі спеціалізації",2
"Інше","7-10 років","5500 - 6000","Tech Lead","Всі спеціалізації",1
"Інше","7-10 років","6000 - 6500","Senior","Всі спеціалізації",3
"Інше","7-10 років","6000 - 6500","Team Lead","Всі спеціалізації",2
"Інше","7-10 років","6000 - 6500","Tech Lead","Всі спеціалізації",1
"Інше","7-10 років","6500 +","Manager","Всі спеціалізації",2
"Інше","7-10 років","6500 +","Senior","Всі спеціалізації",1
"Інше","7-10 років","6500 +","Tech Lead","Всі спеціалізації",2
"Інше","До року","0 - 500","Intern/Trainee","Всі спеціалізації",8
"Інше","До року","0 - 500","Junior","Всі спеціалізації",17
"Інше","До року","1000 - 1500","Intern/Trainee","Всі спеціалізації",2
"Інше","До року","1000 - 1500","Junior","Всі спеціалізації",3
"Інше","До року","1500 - 2000","Junior","Всі спеціалізації",1
"Інше","До року","500 - 1000","Intern/Trainee","Всі спеціалізації",6
"Інше","До року","500 - 1000","Junior","Всі спеціалізації",35
"Інше","До року","500 - 1000","Middle","Всі спеціалізації",3
"Інше","До року",NA,"Intern/Trainee","Всі спеціалізації",1
"Київ","1-3 роки","0 - 500","Junior","Всі спеціалізації",6
"Київ","1-3 роки","0 - 500","Middle","Всі спеціалізації",1
"Київ","1-3 роки","1000 - 1500","Junior","Всі спеціалізації",22
"Київ","1-3 роки","1000 - 1500","Middle","Всі спеціалізації",35
"Київ","1-3 роки","1000 - 1500","Team Lead","Всі спеціалізації",4
"Київ","1-3 роки","1500 - 2000","Junior","Всі спеціалізації",4
"Київ","1-3 роки","1500 - 2000","Middle","Всі спеціалізації",32
"Київ","1-3 роки","2000 - 2500","Junior","Всі спеціалізації",2
"Київ","1-3 роки","2000 - 2500","Middle","Всі спеціалізації",27
"Київ","1-3 роки","2000 - 2500","Senior","Всі спеціалізації",2
"Київ","1-3 роки","2000 - 2500","Team Lead","Всі спеціалізації",1
"Київ","1-3 роки","2000 - 2500","Tech Lead","Всі спеціалізації",1
"Київ","1-3 роки","2500 - 3000","Junior","Всі спеціалізації",1
"Київ","1-3 роки","2500 - 3000","Middle","Всі спеціалізації",11
"Київ","1-3 роки","2500 - 3000","Senior","Всі спеціалізації",2
"Київ","1-3 роки","3000 - 3500","Middle","Всі спеціалізації",3
"Київ","1-3 роки","3000 - 3500","Senior","Всі спеціалізації",2
"Київ","1-3 роки","3000 - 3500","Team Lead","Всі спеціалізації",1
"Київ","1-3 роки","3000 - 3500","Tech Lead","Всі спеціалізації",1
"Київ","1-3 роки","3500 - 4000","Middle","Всі спеціалізації",2
"Київ","1-3 роки","3500 - 4000","Team Lead","Всі спеціалізації",2
"Київ","1-3 роки","4000 - 4500","Senior","Всі спеціалізації",1
"Київ","1-3 роки","500 - 1000","Head","Всі спеціалізації",1
"Київ","1-3 роки","500 - 1000","Intern/Trainee","Всі спеціалізації",4
"Київ","1-3 роки","500 - 1000","Junior","Всі спеціалізації",33
"Київ","1-3 роки","500 - 1000","Middle","Всі спеціалізації",10
"Київ","1-3 роки","5000 - 5500","Senior","Всі спеціалізації",1
"Київ","10+ років","1000 - 1500","Senior","Всі спеціалізації",1
"Київ","10+ років","1500 - 2000","Middle","Всі спеціалізації",2
"Київ","10+ років","1500 - 2000","Tech Lead","Всі спеціалізації",1
"Київ","10+ років","2000 - 2500","Middle","Всі спеціалізації",1
"Київ","10+ років","2000 - 2500","Senior","Всі спеціалізації",1
"Київ","10+ років","2000 - 2500","Team Lead","Всі спеціалізації",1
"Київ","10+ років","2500 - 3000","Senior","Всі спеціалізації",6
"Київ","10+ років","2500 - 3000","Team Lead","Всі спеціалізації",1
"Київ","10+ років","3000 - 3500","Senior","Всі спеціалізації",8
"Київ","10+ років","3000 - 3500","Team Lead","Всі спеціалізації",1
"Київ","10+ років","3500 - 4000","Middle","Всі спеціалізації",1
"Київ","10+ років","3500 - 4000","Senior","Всі спеціалізації",2
"Київ","10+ років","3500 - 4000","Team Lead","Всі спеціалізації",2
"Київ","10+ років","4000 - 4500","Manager","Всі спеціалізації",1
"Київ","10+ років","4000 - 4500","Team Lead","Всі спеціалізації",2
"Київ","10+ років","4000 - 4500","Tech Lead","Всі спеціалізації",1
"Київ","10+ років","4500 - 5000","Tech Lead","Всі спеціалізації",1
"Київ","10+ років","5000 - 5500","Architect","Всі спеціалізації",2
"Київ","10+ років","5000 - 5500","Manager","Всі спеціалізації",2
"Київ","10+ років","5000 - 5500","Senior","Всі спеціалізації",1
"Київ","10+ років","5000 - 5500","Tech Lead","Всі спеціалізації",1
"Київ","10+ років","5500 - 6000","Head","Всі спеціалізації",1
"Київ","10+ років","5500 - 6000","Manager","Всі спеціалізації",1
"Київ","10+ років","5500 - 6000","Senior","Всі спеціалізації",1
"Київ","10+ років","5500 - 6000","Team Lead","Всі спеціалізації",2
"Київ","10+ років","6000 - 6500","Architect","Всі спеціалізації",1
"Київ","10+ років","6000 - 6500","Senior","Всі спеціалізації",1
"Київ","10+ років","6000 - 6500","Team Lead","Всі спеціалізації",2
"Київ","10+ років","6500 +","Head","Всі спеціалізації",1
"Київ","10+ років","6500 +","Tech Lead","Всі спеціалізації",2
"Київ","10+ років",NA,"Team Lead","Всі спеціалізації",1
"Київ","4-6 років","1000 - 1500","Junior","Всі спеціалізації",2
"Київ","4-6 років","1000 - 1500","Middle","Всі спеціалізації",10
"Київ","4-6 років","1500 - 2000","Junior","Всі спеціалізації",2
"Київ","4-6 років","1500 - 2000","Middle","Всі спеціалізації",14
"Київ","4-6 років","1500 - 2000","Team Lead","Всі спеціалізації",2
"Київ","4-6 років","2000 - 2500","Middle","Всі спеціалізації",22
"Київ","4-6 років","2000 - 2500","Senior","Всі спеціалізації",5
"Київ","4-6 років","2000 - 2500","Team Lead","Всі спеціалізації",1
"Київ","4-6 років","2500 - 3000","Junior","Всі спеціалізації",1
"Київ","4-6 років","2500 - 3000","Manager","Всі спеціалізації",1
"Київ","4-6 років","2500 - 3000","Middle","Всі спеціалізації",16
"Київ","4-6 років","2500 - 3000","Senior","Всі спеціалізації",17
"Київ","4-6 років","2500 - 3000","Team Lead","Всі спеціалізації",2
"Київ","4-6 років","3000 - 3500","Middle","Всі спеціалізації",7
"Київ","4-6 років","3000 - 3500","Senior","Всі спеціалізації",23
"Київ","4-6 років","3000 - 3500","Team Lead","Всі спеціалізації",5
"Київ","4-6 років","3000 - 3500","Tech Lead","Всі спеціалізації",4
"Київ","4-6 років","3500 - 4000","Middle","Всі спеціалізації",4
"Київ","4-6 років","3500 - 4000","Senior","Всі спеціалізації",13
"Київ","4-6 років","3500 - 4000","Team Lead","Всі спеціалізації",3
"Київ","4-6 років","4000 - 4500","Middle","Всі спеціалізації",3
"Київ","4-6 років","4000 - 4500","Senior","Всі спеціалізації",4
"Київ","4-6 років","4000 - 4500","Team Lead","Всі спеціалізації",2
"Київ","4-6 років","4000 - 4500","Tech Lead","Всі спеціалізації",1
"Київ","4-6 років","4500 - 5000","Senior","Всі спеціалізації",3
"Київ","4-6 років","4500 - 5000","Team Lead","Всі спеціалізації",2
"Київ","4-6 років","4500 - 5000","Tech Lead","Всі спеціалізації",2
"Київ","4-6 років","500 - 1000","Junior","Всі спеціалізації",3
"Київ","4-6 років","500 - 1000","Middle","Всі спеціалізації",4
"Київ","4-6 років","5000 - 5500","Middle","Всі спеціалізації",1
"Київ","4-6 років","5000 - 5500","Senior","Всі спеціалізації",2
"Київ","4-6 років","5000 - 5500","Team Lead","Всі спеціалізації",1
"Київ","4-6 років","5500 - 6000","Tech Lead","Всі спеціалізації",1
"Київ","7-10 років","0 - 500","Senior","Всі спеціалізації",1
"Київ","7-10 років","1000 - 1500","Middle","Всі спеціалізації",1
"Київ","7-10 років","2000 - 2500","Middle","Всі спеціалізації",4
"Київ","7-10 років","2000 - 2500","Senior","Всі спеціалізації",1
"Київ","7-10 років","2500 - 3000","Middle","Всі спеціалізації",3
"Київ","7-10 років","2500 - 3000","Senior","Всі спеціалізації",5
"Київ","7-10 років","2500 - 3000","Team Lead","Всі спеціалізації",3
"Київ","7-10 років","3000 - 3500","Manager","Всі спеціалізації",1
"Київ","7-10 років","3000 - 3500","Middle","Всі спеціалізації",2
"Київ","7-10 років","3000 - 3500","Senior","Всі спеціалізації",9
"Київ","7-10 років","3000 - 3500","Team Lead","Всі спеціалізації",5
"Київ","7-10 років","3000 - 3500","Tech Lead","Всі спеціалізації",1
"Київ","7-10 років","3500 - 4000","Manager","Всі спеціалізації",1
"Київ","7-10 років","3500 - 4000","Middle","Всі спеціалізації",1
"Київ","7-10 років","3500 - 4000","Senior","Всі спеціалізації",19
"Київ","7-10 років","3500 - 4000","Team Lead","Всі спеціалізації",8
"Київ","7-10 років","3500 - 4000","Tech Lead","Всі спеціалізації",1
"Київ","7-10 років","4000 - 4500","Head","Всі спеціалізації",1
"Київ","7-10 років","4000 - 4500","Middle","Всі спеціалізації",2
"Київ","7-10 років","4000 - 4500","Senior","Всі спеціалізації",11
"Київ","7-10 років","4000 - 4500","Team Lead","Всі спеціалізації",1
"Київ","7-10 років","4000 - 4500","Tech Lead","Всі спеціалізації",1
"Київ","7-10 років","4500 - 5000","Senior","Всі спеціалізації",7
"Київ","7-10 років","4500 - 5000","Team Lead","Всі спеціалізації",2
"Київ","7-10 років","4500 - 5000","Tech Lead","Всі спеціалізації",3
"Київ","7-10 років","500 - 1000","Junior","Всі спеціалізації",1
"Київ","7-10 років","5000 - 5500","Middle","Всі спеціалізації",1
"Київ","7-10 років","5000 - 5500","Senior","Всі спеціалізації",5
"Київ","7-10 років","5000 - 5500","Team Lead","Всі спеціалізації",2
"Київ","7-10 років","5000 - 5500","Tech Lead","Всі спеціалізації",1
"Київ","7-10 років","5500 - 6000","Senior","Всі спеціалізації",1
"Київ","7-10 років","5500 - 6000","Team Lead","Всі спеціалізації",1
"Київ","7-10 років","6000 - 6500","Manager","Всі спеціалізації",1
"Київ","7-10 років","6000 - 6500","Senior","Всі спеціалізації",2
"Київ","7-10 років","6000 - 6500","Team Lead","Всі спеціалізації",1
"Київ","7-10 років","6000 - 6500","Tech Lead","Всі спеціалізації",2
"Київ","7-10 років","6500 +","Senior","Всі спеціалізації",5
"Київ","7-10 років","6500 +","Team Lead","Всі спеціалізації",2
"Київ","До року","0 - 500","Intern/Trainee","Всі спеціалізації",3
"Київ","До року","0 - 500","Junior","Всі спеціалізації",2
"Київ","До року","0 - 500","Middle","Всі спеціалізації",1
"Київ","До року","1000 - 1500","Junior","Всі спеціалізації",1
"Київ","До року","2500 - 3000","Middle","Всі спеціалізації",1
"Київ","До року","500 - 1000","Intern/Trainee","Всі спеціалізації",1
"Київ","До року","500 - 1000","Junior","Всі спеціалізації",29
"Київ","До року","500 - 1000","Middle","Всі спеціалізації",1
"Львів","1-3 роки","0 - 500","Intern/Trainee","Всі спеціалізації",1
"Львів","1-3 роки","0 - 500","Junior","Всі спеціалізації",2
"Львів","1-3 роки","1000 - 1500","Junior","Всі спеціалізації",25
"Львів","1-3 роки","1000 - 1500","Middle","Всі спеціалізації",33
"Львів","1-3 роки","1500 - 2000","Junior","Всі спеціалізації",5
"Львів","1-3 роки","1500 - 2000","Middle","Всі спеціалізації",31
"Львів","1-3 роки","1500 - 2000","Team Lead","Всі спеціалізації",1
"Львів","1-3 роки","2000 - 2500","Middle","Всі спеціалізації",21
"Львів","1-3 роки","2000 - 2500","Senior","Всі спеціалізації",1
"Львів","1-3 роки","2000 - 2500","Team Lead","Всі спеціалізації",1
"Львів","1-3 роки","2500 - 3000","Middle","Всі спеціалізації",13
"Львів","1-3 роки","2500 - 3000","Senior","Всі спеціалізації",2
"Львів","1-3 роки","2500 - 3000","Team Lead","Всі спеціалізації",2
"Львів","1-3 роки","3000 - 3500","Middle","Всі спеціалізації",6
"Львів","1-3 роки","3000 - 3500","Senior","Всі спеціалізації",2
"Львів","1-3 роки","3000 - 3500","Team Lead","Всі спеціалізації",1
"Львів","1-3 роки","3500 - 4000","Middle","Всі спеціалізації",2
"Львів","1-3 роки","3500 - 4000","Team Lead","Всі спеціалізації",1
"Львів","1-3 роки","4000 - 4500","Middle","Всі спеціалізації",1
"Львів","1-3 роки","4000 - 4500","Senior","Всі спеціалізації",1
"Львів","1-3 роки","500 - 1000","Intern/Trainee","Всі спеціалізації",1
"Львів","1-3 роки","500 - 1000","Junior","Всі спеціалізації",39
"Львів","1-3 роки","500 - 1000","Middle","Всі спеціалізації",7
"Львів","10+ років","1500 - 2000","Middle","Всі спеціалізації",1
"Львів","10+ років","2000 - 2500","Middle","Всі спеціалізації",1
"Львів","10+ років","2000 - 2500","Senior","Всі спеціалізації",2
"Львів","10+ років","2500 - 3000","Middle","Всі спеціалізації",1
"Львів","10+ років","2500 - 3000","Senior","Всі спеціалізації",3
"Львів","10+ років","3000 - 3500","Senior","Всі спеціалізації",3
"Львів","10+ років","3000 - 3500","Team Lead","Всі спеціалізації",4
"Львів","10+ років","3500 - 4000","Senior","Всі спеціалізації",3
"Львів","10+ років","3500 - 4000","Team Lead","Всі спеціалізації",3
"Львів","10+ років","4000 - 4500","Manager","Всі спеціалізації",1
"Львів","10+ років","4000 - 4500","Senior","Всі спеціалізації",1
"Львів","10+ років","4000 - 4500","Team Lead","Всі спеціалізації",1
"Львів","10+ років","4500 - 5000","Team Lead","Всі спеціалізації",1
"Львів","10+ років","5000 - 5500","Manager","Всі спеціалізації",1
"Львів","10+ років","5000 - 5500","Senior","Всі спеціалізації",2
"Львів","10+ років","5500 - 6000","Senior","Всі спеціалізації",1
"Львів","10+ років","5500 - 6000","Team Lead","Всі спеціалізації",1
"Львів","10+ років","6000 - 6500","Senior","Всі спеціалізації",1
"Львів","10+ років","6000 - 6500","Team Lead","Всі спеціалізації",1
"Львів","10+ років","6500 +","Senior","Всі спеціалізації",1
"Львів","10+ років","6500 +","Tech Lead","Всі спеціалізації",1
"Львів","4-6 років","1000 - 1500","Middle","Всі спеціалізації",2
"Львів","4-6 років","1000 - 1500","Team Lead","Всі спеціалізації",1
"Львів","4-6 років","1500 - 2000","Junior","Всі спеціалізації",1
"Львів","4-6 років","1500 - 2000","Manager","Всі спеціалізації",2
"Львів","4-6 років","1500 - 2000","Middle","Всі спеціалізації",10
"Львів","4-6 років","1500 - 2000","Senior","Всі спеціалізації",9
"Львів","4-6 років","2000 - 2500","Middle","Всі спеціалізації",15
"Львів","4-6 років","2000 - 2500","Senior","Всі спеціалізації",7
"Львів","4-6 років","2500 - 3000","Middle","Всі спеціалізації",14
"Львів","4-6 років","2500 - 3000","Senior","Всі спеціалізації",9
"Львів","4-6 років","2500 - 3000","Team Lead","Всі спеціалізації",2
"Львів","4-6 років","3000 - 3500","Manager","Всі спеціалізації",1
"Львів","4-6 років","3000 - 3500","Middle","Всі спеціалізації",8
"Львів","4-6 років","3000 - 3500","Senior","Всі спеціалізації",7
"Львів","4-6 років","3500 - 4000","Middle","Всі спеціалізації",6
"Львів","4-6 років","3500 - 4000","Senior","Всі спеціалізації",13
"Львів","4-6 років","3500 - 4000","Tech Lead","Всі спеціалізації",2
"Львів","4-6 років","4000 - 4500","Middle","Всі спеціалізації",3
"Львів","4-6 років","4000 - 4500","Senior","Всі спеціалізації",10
"Львів","4-6 років","4000 - 4500","Team Lead","Всі спеціалізації",1
"Львів","4-6 років","4000 - 4500","Tech Lead","Всі спеціалізації",2
"Львів","4-6 років","4500 - 5000","Senior","Всі спеціалізації",3
"Львів","4-6 років","500 - 1000","Junior","Всі спеціалізації",2
"Львів","4-6 років","500 - 1000","Middle","Всі спеціалізації",1
"Львів","4-6 років","5000 - 5500","Middle","Всі спеціалізації",1
"Львів","4-6 років","5000 - 5500","Senior","Всі спеціалізації",6
"Львів","4-6 років","5500 - 6000","Senior","Всі спеціалізації",3
"Львів","7-10 років","0 - 500","Senior","Всі спеціалізації",1
"Львів","7-10 років","1000 - 1500","Middle","Всі спеціалізації",1
"Львів","7-10 років","1500 - 2000","Middle","Всі спеціалізації",1
"Львів","7-10 років","2000 - 2500","Middle","Всі спеціалізації",5
"Львів","7-10 років","2000 - 2500","Senior","Всі спеціалізації",3
"Львів","7-10 років","2500 - 3000","Manager","Всі спеціалізації",1
"Львів","7-10 років","2500 - 3000","Middle","Всі спеціалізації",4
"Львів","7-10 років","2500 - 3000","Senior","Всі спеціалізації",3
"Львів","7-10 років","2500 - 3000","Team Lead","Всі спеціалізації",2
"Львів","7-10 років","3000 - 3500","Middle","Всі спеціалізації",1
"Львів","7-10 років","3000 - 3500","Senior","Всі спеціалізації",9
"Львів","7-10 років","3000 - 3500","Team Lead","Всі спеціалізації",3
"Львів","7-10 років","3000 - 3500","Tech Lead","Всі спеціалізації",1
"Львів","7-10 років","3500 - 4000","Head","Всі спеціалізації",1
"Львів","7-10 років","3500 - 4000","Manager","Всі спеціалізації",2
"Львів","7-10 років","3500 - 4000","Middle","Всі спеціалізації",1
"Львів","7-10 років","3500 - 4000","Senior","Всі спеціалізації",8
"Львів","7-10 років","3500 - 4000","Team Lead","Всі спеціалізації",1
"Львів","7-10 років","3500 - 4000","Tech Lead","Всі спеціалізації",2
"Львів","7-10 років","4000 - 4500","Head","Всі спеціалізації",1
"Львів","7-10 років","4000 - 4500","Manager","Всі спеціалізації",1
"Львів","7-10 років","4000 - 4500","Middle","Всі спеціалізації",1
"Львів","7-10 років","4000 - 4500","Senior","Всі спеціалізації",8
"Львів","7-10 років","4000 - 4500","Team Lead","Всі спеціалізації",4
"Львів","7-10 років","4000 - 4500","Tech Lead","Всі спеціалізації",1
"Львів","7-10 років","4500 - 5000","Manager","Всі спеціалізації",1
"Львів","7-10 років","4500 - 5000","Senior","Всі спеціалізації",4
"Львів","7-10 років","4500 - 5000","Team Lead","Всі спеціалізації",3
"Львів","7-10 років","500 - 1000","Junior","Всі спеціалізації",1
"Львів","7-10 років","5000 - 5500","Senior","Всі спеціалізації",1
"Львів","7-10 років","5000 - 5500","Team Lead","Всі спеціалізації",2
"Львів","7-10 років","5000 - 5500","Tech Lead","Всі спеціалізації",1
"Львів","7-10 років","5500 - 6000","Architect","Всі спеціалізації",1
"Львів","7-10 років","5500 - 6000","Manager","Всі спеціалізації",1
"Львів","7-10 років","6000 - 6500","Head","Всі спеціалізації",1
"Львів","7-10 років","6000 - 6500","Senior","Всі спеціалізації",1
"Львів","7-10 років","6000 - 6500","Tech Lead","Всі спеціалізації",1
"Львів","7-10 років","6500 +","Team Lead","Всі спеціалізації",1
"Львів","7-10 років","6500 +","Tech Lead","Всі спеціалізації",1
"Львів","До року","0 - 500","Intern/Trainee","Всі спеціалізації",3
"Львів","До року","0 - 500","Junior","Всі спеціалізації",4
"Львів","До року","1000 - 1500","Junior","Всі спеціалізації",3
"Львів","До року","500 - 1000","Intern/Trainee","Всі спеціалізації",1
"Львів","До року","500 - 1000","Junior","Всі спеціалізації",24
"Одеса","1-3 роки","0 - 500","Middle","Всі спеціалізації",1
"Одеса","1-3 роки","1000 - 1500","Junior","Всі спеціалізації",2
"Одеса","1-3 роки","1000 - 1500","Middle","Всі спеціалізації",7
"Одеса","1-3 роки","1500 - 2000","Middle","Всі спеціалізації",8
"Одеса","1-3 роки","1500 - 2000","Team Lead","Всі спеціалізації",1
"Одеса","1-3 роки","2000 - 2500","Junior","Всі спеціалізації",1
"Одеса","1-3 роки","2000 - 2500","Middle","Всі спеціалізації",4
"Одеса","1-3 роки","3500 - 4000","Middle","Всі спеціалізації",1
"Одеса","1-3 роки","500 - 1000","Junior","Всі спеціалізації",6
"Одеса","1-3 роки","500 - 1000","Middle","Всі спеціалізації",4
"Одеса","10+ років","1000 - 1500","Middle","Всі спеціалізації",1
"Одеса","10+ років","2000 - 2500","Middle","Всі спеціалізації",1
"Одеса","10+ років","3500 - 4000","Architect","Всі спеціалізації",1
"Одеса","10+ років","3500 - 4000","Team Lead","Всі спеціалізації",1
"Одеса","10+ років","4000 - 4500","Manager","Всі спеціалізації",1
