"city","experience","salary","position","specialisation","freq"
"Всі міста","1-3 роки","2500 - 3000","Team Lead","Manual QA",2
"Всі міста","1-3 роки","3000 - 3500","Middle","Automation QA",10
"Всі міста","1-3 роки","3000 - 3500","Middle","General QA",2
"Всі міста","1-3 роки","3000 - 3500","Middle","Manual QA",8
"Всі міста","1-3 роки","3000 - 3500","Senior","Automation QA",1
"Всі міста","1-3 роки","3000 - 3500","Senior","General QA",1
"Всі міста","1-3 роки","3000 - 3500","Senior","Manual QA",4
"Всі міста","1-3 роки","3000 - 3500","Team Lead","General QA",2
"Всі міста","1-3 роки","3000 - 3500","Tech Lead","Automation QA",1
"Всі міста","1-3 роки","3500 - 4000","Middle","Automation QA",8
"Всі міста","1-3 роки","3500 - 4000","Senior","Manual QA",1
"Всі міста","1-3 роки","3500 - 4000","Team Lead","Automation QA",1
"Всі міста","1-3 роки","3500 - 4000","Team Lead","General QA",1
"Всі міста","1-3 роки","3500 - 4000","Team Lead","Manual QA",2
"Всі міста","1-3 роки","4000 - 4500","Middle","General QA",1
"Всі міста","1-3 роки","4000 - 4500","Middle","Manual QA",1
"Всі міста","1-3 роки","4000 - 4500","Senior","Automation QA",2
"Всі міста","1-3 роки","4000 - 4500","Senior","Manual QA",1
"Всі міста","1-3 роки","500 - 1000","Head","Manual QA",1
"Всі міста","1-3 роки","500 - 1000","Intern/Trainee","Automation QA",4
"Всі міста","1-3 роки","500 - 1000","Intern/Trainee","Manual QA",2
"Всі міста","1-3 роки","500 - 1000","Junior","Automation QA",19
"Всі міста","1-3 роки","500 - 1000","Junior","General QA",12
"Всі міста","1-3 роки","500 - 1000","Junior","Manual QA",157
"Всі міста","1-3 роки","500 - 1000","Junior","Performance QA",2
"Всі міста","1-3 роки","500 - 1000","Middle","Automation QA",4
"Всі міста","1-3 роки","500 - 1000","Middle","General QA",7
"Всі міста","1-3 роки","500 - 1000","Middle","Manual QA",51
"Всі міста","1-3 роки","500 - 1000","Team Lead","Manual QA",1
"Всі міста","1-3 роки","5000 - 5500","Senior","Automation QA",1
"Всі міста","1-3 роки",NA,"Middle","Manual QA",1
"Всі міста","10+ років","1000 - 1500","Junior","General QA",2
"Всі міста","10+ років","1000 - 1500","Middle","Manual QA",1
"Всі міста","10+ років","1000 - 1500","Senior","General QA",1
"Всі міста","10+ років","1500 - 2000","Junior","Automation QA",1
"Всі міста","10+ років","1500 - 2000","Middle","General QA",2
"Всі міста","10+ років","1500 - 2000","Middle","Manual QA",3
"Всі міста","10+ років","1500 - 2000","Senior","Manual QA",1
"Всі міста","10+ років","1500 - 2000","Team Lead","Manual QA",1
"Всі міста","10+ років","1500 - 2000","Tech Lead","General QA",1
"Всі міста","10+ років","2000 - 2500","Middle","Automation QA",1
"Всі міста","10+ років","2000 - 2500","Middle","General QA",2
"Всі міста","10+ років","2000 - 2500","Middle","Manual QA",2
"Всі міста","10+ років","2000 - 2500","Senior","Automation QA",3
"Всі міста","10+ років","2000 - 2500","Senior","General QA",2
"Всі міста","10+ років","2000 - 2500","Senior","Manual QA",4
"Всі міста","10+ років","2000 - 2500","Team Lead","Manual QA",2
"Всі міста","10+ років","2500 - 3000","Middle","Manual QA",2
"Всі міста","10+ років","2500 - 3000","Senior","General QA",4
"Всі міста","10+ років","2500 - 3000","Senior","Manual QA",10
"Всі міста","10+ років","2500 - 3000","Team Lead","Manual QA",1
"Всі міста","10+ років","2500 - 3000","Tech Lead","Manual QA",1
"Всі міста","10+ років","3000 - 3500","Manager","Automation QA",1
"Всі міста","10+ років","3000 - 3500","Middle","General QA",1
"Всі міста","10+ років","3000 - 3500","Senior","Automation QA",3
"Всі міста","10+ років","3000 - 3500","Senior","General QA",8
"Всі міста","10+ років","3000 - 3500","Senior","Manual QA",7
"Всі міста","10+ років","3000 - 3500","Team Lead","General QA",1
"Всі міста","10+ років","3000 - 3500","Team Lead","Manual QA",6
"Всі міста","10+ років","3000 - 3500","Tech Lead","General QA",1
"Всі міста","10+ років","3500 - 4000","Architect","Automation QA",1
"Всі міста","10+ років","3500 - 4000","Manager","Manual QA",1
"Всі міста","10+ років","3500 - 4000","Middle","Automation QA",1
"Всі міста","10+ років","3500 - 4000","Middle","Performance QA",1
"Всі міста","10+ років","3500 - 4000","Senior","Automation QA",2
"Всі міста","10+ років","3500 - 4000","Senior","General QA",1
"Всі міста","10+ років","3500 - 4000","Senior","Manual QA",5
"Всі міста","10+ років","3500 - 4000","Team Lead","Automation QA",3
"Всі міста","10+ років","3500 - 4000","Team Lead","General QA",4
"Всі міста","10+ років","3500 - 4000","Team Lead","Manual QA",4
"Всі міста","10+ років","4000 - 4500","Head","General QA",1
"Всі міста","10+ років","4000 - 4500","Manager","Automation QA",1
"Всі міста","10+ років","4000 - 4500","Manager","General QA",2
"Всі міста","10+ років","4000 - 4500","Middle","General QA",1
"Всі міста","10+ років","4000 - 4500","Senior","Automation QA",3
"Всі міста","10+ років","4000 - 4500","Senior","General QA",2
"Всі міста","10+ років","4000 - 4500","Team Lead","Automation QA",1
"Всі міста","10+ років","4000 - 4500","Team Lead","General QA",3
"Всі міста","10+ років","4000 - 4500","Team Lead","Manual QA",2
"Всі міста","10+ років","4000 - 4500","Tech Lead","General QA",1
"Всі міста","10+ років","4500 - 5000","Manager","Manual QA",1
"Всі міста","10+ років","4500 - 5000","Senior","Automation QA",5
"Всі міста","10+ років","4500 - 5000","Senior","General QA",1
"Всі міста","10+ років","4500 - 5000","Senior","Performance QA",1
"Всі міста","10+ років","4500 - 5000","Team Lead","Manual QA",1
"Всі міста","10+ років","4500 - 5000","Tech Lead","Automation QA",4
"Всі міста","10+ років","4500 - 5000","Tech Lead","General QA",1
"Всі міста","10+ років","4500 - 5000","Tech Lead","Manual QA",1
"Всі міста","10+ років","500 - 1000","Middle","Manual QA",2
"Всі міста","10+ років","500 - 1000","Senior","Manual QA",1
"Всі міста","10+ років","5000 - 5500","Architect","Automation QA",2
"Всі міста","10+ років","5000 - 5500","Manager","General QA",3
"Всі міста","10+ років","5000 - 5500","Senior","Automation QA",5
"Всі міста","10+ років","5000 - 5500","Senior","Manual QA",1
"Всі міста","10+ років","5000 - 5500","Tech Lead","Automation QA",2
"Всі міста","10+ років","5500 - 6000","Head","General QA",2
"Всі міста","10+ років","5500 - 6000","Manager","General QA",1
"Всі міста","10+ років","5500 - 6000","Senior","Automation QA",2
"Всі міста","10+ років","5500 - 6000","Team Lead","Automation QA",1
"Всі міста","10+ років","5500 - 6000","Team Lead","General QA",3
"Всі міста","10+ років","5500 - 6000","Team Lead","Performance QA",1
"Всі міста","10+ років","6000 - 6500","Architect","Automation QA",1
"Всі міста","10+ років","6000 - 6500","Senior","Automation QA",3
"Всі міста","10+ років","6000 - 6500","Senior","General QA",1
"Всі міста","10+ років","6000 - 6500","Senior","Manual QA",1
"Всі міста","10+ років","6000 - 6500","Senior","Performance QA",1
"Всі міста","10+ років","6000 - 6500","Team Lead","Automation QA",3
"Всі міста","10+ років","6500 +","Architect","Automation QA",1
"Всі міста","10+ років","6500 +","Head","General QA",1
"Всі міста","10+ років","6500 +","Middle","Automation QA",1
"Всі міста","10+ років","6500 +","Senior","Automation QA",2
"Всі міста","10+ років","6500 +","Team Lead","General QA",1
"Всі міста","10+ років","6500 +","Tech Lead","Automation QA",2
"Всі міста","10+ років","6500 +","Tech Lead","General QA",1
"Всі міста","10+ років","6500 +","Tech Lead","Performance QA",2
"Всі міста","10+ років",NA,"Team Lead","Manual QA",1
"Всі міста","4-6 років","0 - 500","Junior","Manual QA",1
"Всі міста","4-6 років","1000 - 1500","Junior","Automation QA",2
"Всі міста","4-6 років","1000 - 1500","Junior","Manual QA",4
"Всі міста","4-6 років","1000 - 1500","Middle","Automation QA",2
"Всі міста","4-6 років","1000 - 1500","Middle","General QA",2
"Всі міста","4-6 років","1000 - 1500","Middle","Manual QA",30
"Всі міста","4-6 років","1000 - 1500","Team Lead","Manual QA",2
"Всі міста","4-6 років","1500 - 2000","Junior","Automation QA",2
"Всі міста","4-6 років","1500 - 2000","Junior","Manual QA",3
"Всі міста","4-6 років","1500 - 2000","Manager","General QA",1
"Всі міста","4-6 років","1500 - 2000","Manager","Manual QA",1
"Всі міста","4-6 років","1500 - 2000","Middle","Automation QA",4
"Всі міста","4-6 років","1500 - 2000","Middle","General QA",6
"Всі міста","4-6 років","1500 - 2000","Middle","Manual QA",40
"Всі міста","4-6 років","1500 - 2000","Senior","Automation QA",3
"Всі міста","4-6 років","1500 - 2000","Senior","General QA",1
"Всі міста","4-6 років","1500 - 2000","Senior","Manual QA",10
"Всі міста","4-6 років","1500 - 2000","Team Lead","General QA",2
"Всі міста","4-6 років","1500 - 2000","Team Lead","Manual QA",4
"Всі міста","4-6 років","1500 - 2000","Tech Lead","General QA",1
"Всі міста","4-6 років","2000 - 2500","Middle","Automation QA",13
"Всі міста","4-6 років","2000 - 2500","Middle","General QA",19
"Всі міста","4-6 років","2000 - 2500","Middle","Manual QA",56
"Всі міста","4-6 років","2000 - 2500","Senior","Automation QA",2
"Всі міста","4-6 років","2000 - 2500","Senior","General QA",7
"Всі міста","4-6 років","2000 - 2500","Senior","Manual QA",21
"Всі міста","4-6 років","2000 - 2500","Team Lead","General QA",3
"Всі міста","4-6 років","2000 - 2500","Team Lead","Manual QA",5
"Всі міста","4-6 років","2500 - 3000","Junior","Performance QA",1
"Всі міста","4-6 років","2500 - 3000","Manager","General QA",1
"Всі міста","4-6 років","2500 - 3000","Manager","Manual QA",1
"Всі міста","4-6 років","2500 - 3000","Middle","Automation QA",21
"Всі міста","4-6 років","2500 - 3000","Middle","General QA",12
"Всі міста","4-6 років","2500 - 3000","Middle","Manual QA",38
"Всі міста","4-6 років","2500 - 3000","Senior","Automation QA",4
"Всі міста","4-6 років","2500 - 3000","Senior","General QA",11
"Всі міста","4-6 років","2500 - 3000","Senior","Manual QA",33
"Всі міста","4-6 років","2500 - 3000","Senior","Performance QA",1
"Всі міста","4-6 років","2500 - 3000","Team Lead","Automation QA",1
"Всі міста","4-6 років","2500 - 3000","Team Lead","General QA",3
"Всі міста","4-6 років","2500 - 3000","Team Lead","Manual QA",7
"Всі міста","4-6 років","2500 - 3000","Tech Lead","Automation QA",1
"Всі міста","4-6 років","2500 - 3000","Tech Lead","Manual QA",1
"Всі міста","4-6 років","3000 - 3500","Manager","General QA",1
"Всі міста","4-6 років","3000 - 3500","Middle","Automation QA",10
"Всі міста","4-6 років","3000 - 3500","Middle","General QA",5
"Всі міста","4-6 років","3000 - 3500","Middle","Manual QA",13
"Всі міста","4-6 років","3000 - 3500","Senior","Automation QA",12
"Всі міста","4-6 років","3000 - 3500","Senior","General QA",9
"Всі міста","4-6 років","3000 - 3500","Senior","Manual QA",34
"Всі міста","4-6 років","3000 - 3500","Team Lead","General QA",3
"Всі міста","4-6 років","3000 - 3500","Team Lead","Manual QA",10
"Всі міста","4-6 років","3000 - 3500","Tech Lead","Automation QA",1
"Всі міста","4-6 років","3000 - 3500","Tech Lead","General QA",3
"Всі міста","4-6 років","3000 - 3500","Tech Lead","Manual QA",3
"Всі міста","4-6 років","3500 - 4000","Manager","Manual QA",1
"Всі міста","4-6 років","3500 - 4000","Middle","Automation QA",9
"Всі міста","4-6 років","3500 - 4000","Middle","General QA",1
"Всі міста","4-6 років","3500 - 4000","Middle","Manual QA",3
"Всі міста","4-6 років","3500 - 4000","Senior","Automation QA",17
"Всі міста","4-6 років","3500 - 4000","Senior","General QA",12
"Всі міста","4-6 років","3500 - 4000","Senior","Manual QA",20
"Всі міста","4-6 років","3500 - 4000","Senior","Performance QA",1
"Всі міста","4-6 років","3500 - 4000","Team Lead","Automation QA",3
"Всі міста","4-6 років","3500 - 4000","Team Lead","General QA",1
"Всі міста","4-6 років","3500 - 4000","Team Lead","Manual QA",2
"Всі міста","4-6 років","3500 - 4000","Tech Lead","Automation QA",1
"Всі міста","4-6 років","3500 - 4000","Tech Lead","Manual QA",1
"Всі міста","4-6 років","4000 - 4500","Head","Manual QA",1
"Всі міста","4-6 років","4000 - 4500","Middle","Automation QA",8
"Всі міста","4-6 років","4000 - 4500","Middle","General QA",2
"Всі міста","4-6 років","4000 - 4500","Senior","Automation QA",16
"Всі міста","4-6 років","4000 - 4500","Senior","General QA",5
"Всі міста","4-6 років","4000 - 4500","Senior","Manual QA",8
"Всі міста","4-6 років","4000 - 4500","Team Lead","Automation QA",3
"Всі міста","4-6 років","4000 - 4500","Team Lead","General QA",3
"Всі міста","4-6 років","4000 - 4500","Team Lead","Manual QA",1
"Всі міста","4-6 років","4000 - 4500","Tech Lead","Automation QA",2
"Всі міста","4-6 років","4000 - 4500","Tech Lead","Manual QA",1
"Всі міста","4-6 років","4500 - 5000","Middle","Automation QA",1
"Всі міста","4-6 років","4500 - 5000","Senior","Automation QA",11
"Всі міста","4-6 років","4500 - 5000","Senior","General QA",1
"Всі міста","4-6 років","4500 - 5000","Senior","Manual QA",2
"Всі міста","4-6 років","4500 - 5000","Senior","Performance QA",1
"Всі міста","4-6 років","4500 - 5000","Team Lead","General QA",1
"Всі міста","4-6 років","4500 - 5000","Team Lead","Manual QA",2
"Всі міста","4-6 років","4500 - 5000","Tech Lead","Automation QA",2
"Всі міста","4-6 років","500 - 1000","Junior","Automation QA",1
"Всі міста","4-6 років","500 - 1000","Junior","General QA",1
"Всі міста","4-6 років","500 - 1000","Junior","Manual QA",12
"Всі міста","4-6 років","500 - 1000","Middle","General QA",1
"Всі міста","4-6 років","500 - 1000","Middle","Manual QA",13
"Всі міста","4-6 років","500 - 1000","Middle","Performance QA",1
"Всі міста","4-6 років","500 - 1000","Team Lead","Manual QA",1
"Всі міста","4-6 років","5000 - 5500","Middle","Automation QA",3
"Всі міста","4-6 років","5000 - 5500","Senior","Automation QA",6
"Всі міста","4-6 років","5000 - 5500","Senior","General QA",2
"Всі міста","4-6 років","5000 - 5500","Senior","Manual QA",3
"Всі міста","4-6 років","5000 - 5500","Team Lead","General QA",1
"Всі міста","4-6 років","5000 - 5500","Team Lead","Manual QA",2
"Всі міста","4-6 років","5500 - 6000","Senior","Automation QA",5
"Всі міста","4-6 років","5500 - 6000","Tech Lead","Automation QA",1
"Всі міста","4-6 років","6000 - 6500","Manager","Automation QA",1
"Всі міста","4-6 років","6000 - 6500","Senior","Automation QA",3
"Всі міста","4-6 років","6000 - 6500","Senior","Manual QA",1
"Всі міста","4-6 років","6500 +","Senior","Automation QA",2
"Всі міста","4-6 років","6500 +","Senior","Manual QA",1
"Всі міста","4-6 років","6500 +","Team Lead","Manual QA",1
"Всі міста","7-10 років","0 - 500","Senior","General QA",1
"Всі міста","7-10 років","0 - 500","Senior","Manual QA",1
"Всі міста","7-10 років","1000 - 1500","Middle","Automation QA",1
"Всі міста","7-10 років","1000 - 1500","Middle","General QA",1
"Всі міста","7-10 років","1000 - 1500","Middle","Manual QA",4
"Всі міста","7-10 років","1000 - 1500","Senior","Manual QA",2
"Всі міста","7-10 років","1500 - 2000","Middle","Automation QA",1
"Всі міста","7-10 років","1500 - 2000","Middle","General QA",2
"Всі міста","7-10 років","1500 - 2000","Middle","Manual QA",6
"Всі міста","7-10 років","1500 - 2000","Senior","Manual QA",1
"Всі міста","7-10 років","2000 - 2500","Middle","Automation QA",4
"Всі міста","7-10 років","2000 - 2500","Middle","General QA",3
"Всі міста","7-10 років","2000 - 2500","Middle","Manual QA",11
"Всі міста","7-10 років","2000 - 2500","Senior","Automation QA",3
"Всі міста","7-10 років","2000 - 2500","Senior","General QA",5
"Всі міста","7-10 років","2000 - 2500","Senior","Manual QA",11
"Всі міста","7-10 років","2500 - 3000","Manager","General QA",1
"Всі міста","7-10 років","2500 - 3000","Manager","Manual QA",1
"Всі міста","7-10 років","2500 - 3000","Middle","Automation QA",7
"Всі міста","7-10 років","2500 - 3000","Middle","General QA",4
"Всі міста","7-10 років","2500 - 3000","Middle","Manual QA",6
"Всі міста","7-10 років","2500 - 3000","Senior","Automation QA",3
"Всі міста","7-10 років","2500 - 3000","Senior","General QA",5
"Всі міста","7-10 років","2500 - 3000","Senior","Manual QA",16
"Всі міста","7-10 років","2500 - 3000","Team Lead","Automation QA",2
"Всі міста","7-10 років","2500 - 3000","Team Lead","General QA",2
"Всі міста","7-10 років","2500 - 3000","Team Lead","Manual QA",3
"Всі міста","7-10 років","2500 - 3000","Tech Lead","General QA",1
"Всі міста","7-10 років","3000 - 3500","Manager","General QA",1
"Всі міста","7-10 років","3000 - 3500","Middle","Automation QA",6
"Всі міста","7-10 років","3000 - 3500","Middle","General QA",1
"Всі міста","7-10 років","3000 - 3500","Middle","Manual QA",5
"Всі міста","7-10 років","3000 - 3500","Senior","Automation QA",9
"Всі міста","7-10 років","3000 - 3500","Senior","General QA",13
"Всі міста","7-10 років","3000 - 3500","Senior","Manual QA",18
"Всі міста","7-10 років","3000 - 3500","Team Lead","General QA",6
"Всі міста","7-10 років","3000 - 3500","Team Lead","Manual QA",9
"Всі міста","7-10 років","3000 - 3500","Tech Lead","General QA",1
"Всі міста","7-10 років","3000 - 3500","Tech Lead","Manual QA",2
"Всі міста","7-10 років","3500 - 4000","Head","Manual QA",1
"Всі міста","7-10 років","3500 - 4000","Manager","General QA",3
"Всі міста","7-10 років","3500 - 4000","Manager","Manual QA",3
"Всі міста","7-10 років","3500 - 4000","Middle","Automation QA",4
"Всі міста","7-10 років","3500 - 4000","Middle","General QA",2
"Всі міста","7-10 років","3500 - 4000","Senior","Automation QA",19
"Всі міста","7-10 років","3500 - 4000","Senior","General QA",11
"Всі міста","7-10 років","3500 - 4000","Senior","Manual QA",25
"Всі міста","7-10 років","3500 - 4000","Team Lead","Automation QA",2
"Всі міста","7-10 років","3500 - 4000","Team Lead","General QA",8
"Всі міста","7-10 років","3500 - 4000","Team Lead","Manual QA",7
"Всі міста","7-10 років","3500 - 4000","Tech Lead","Automation QA",1
"Всі міста","7-10 років","3500 - 4000","Tech Lead","Manual QA",3
"Всі міста","7-10 років","4000 - 4500","Head","Automation QA",1
"Всі міста","7-10 років","4000 - 4500","Head","General QA",3
"Всі міста","7-10 років","4000 - 4500","Manager","General QA",1
"Всі міста","7-10 років","4000 - 4500","Manager","Manual QA",1
"Всі міста","7-10 років","4000 - 4500","Middle","Automation QA",1
"Всі міста","7-10 років","4000 - 4500","Middle","General QA",3
"Всі міста","7-10 років","4000 - 4500","Senior","Automation QA",13
"Всі міста","7-10 років","4000 - 4500","Senior","General QA",7
"Всі міста","7-10 років","4000 - 4500","Senior","Manual QA",10
"Всі міста","7-10 років","4000 - 4500","Team Lead","Automation QA",3
"Всі міста","7-10 років","4000 - 4500","Team Lead","General QA",2
"Всі міста","7-10 років","4000 - 4500","Team Lead","Manual QA",4
"Всі міста","7-10 років","4000 - 4500","Tech Lead","Automation QA",1
"Всі міста","7-10 років","4000 - 4500","Tech Lead","General QA",4
"Всі міста","7-10 років","4500 - 5000","Head","General QA",2
"Всі міста","7-10 років","4500 - 5000","Manager","Automation QA",1
"Всі міста","7-10 років","4500 - 5000","Middle","Automation QA",1
"Всі міста","7-10 років","4500 - 5000","Middle","General QA",2
"Всі міста","7-10 років","4500 - 5000","Senior","Automation QA",17
"Всі міста","7-10 років","4500 - 5000","Senior","General QA",3
"Всі міста","7-10 років","4500 - 5000","Senior","Manual QA",3
"Всі міста","7-10 років","4500 - 5000","Team Lead","Automation QA",3
"Всі міста","7-10 років","4500 - 5000","Team Lead","General QA",1
"Всі міста","7-10 років","4500 - 5000","Team Lead","Manual QA",2
"Всі міста","7-10 років","4500 - 5000","Tech Lead","General QA",2
"Всі міста","7-10 років","4500 - 5000","Tech Lead","Manual QA",1
"Всі міста","7-10 років","500 - 1000","Intern/Trainee","Manual QA",1
"Всі міста","7-10 років","500 - 1000","Junior","Automation QA",2
"Всі міста","7-10 років","500 - 1000","Junior","Manual QA",2
"Всі міста","7-10 років","500 - 1000","Middle","Manual QA",1
"Всі міста","7-10 років","5000 - 5500","Head","Automation QA",2
"Всі міста","7-10 років","5000 - 5500","Head","General QA",1
"Всі міста","7-10 років","5000 - 5500","Manager","General QA",2
"Всі міста","7-10 років","5000 - 5500","Manager","Manual QA",1
"Всі міста","7-10 років","5000 - 5500","Middle","Automation QA",1
"Всі міста","7-10 років","5000 - 5500","Senior","Automation QA",8
"Всі міста","7-10 років","5000 - 5500","Senior","General QA",2
"Всі міста","7-10 років","5000 - 5500","Team Lead","Automation QA",6
"Всі міста","7-10 років","5000 - 5500","Team Lead","General QA",2
"Всі міста","7-10 років","5000 - 5500","Tech Lead","Automation QA",2
"Всі міста","7-10 років","5000 - 5500","Tech Lead","General QA",1
"Всі міста","7-10 років","5500 - 6000","Architect","Automation QA",1
"Всі міста","7-10 років","5500 - 6000","Head","Automation QA",1
"Всі міста","7-10 років","5500 - 6000","Head","Manual QA",1
"Всі міста","7-10 років","5500 - 6000","Manager","Manual QA",1
"Всі міста","7-10 років","5500 - 6000","Senior","Automation QA",2
"Всі міста","7-10 років","5500 - 6000","Team Lead","Automation QA",2
"Всі міста","7-10 років","5500 - 6000","Team Lead","Manual QA",1
"Всі міста","7-10 років","5500 - 6000","Tech Lead","Automation QA",1
"Всі міста","7-10 років","6000 - 6500","Head","General QA",1
"Всі міста","7-10 років","6000 - 6500","Manager","General QA",1
"Всі міста","7-10 років","6000 - 6500","Senior","Automation QA",7
"Всі міста","7-10 років","6000 - 6500","Team Lead","Automation QA",2
"Всі міста","7-10 років","6000 - 6500","Team Lead","General QA",1
"Всі міста","7-10 років","6000 - 6500","Tech Lead","Automation QA",3
"Всі міста","7-10 років","6000 - 6500","Tech Lead","General QA",2
"Всі міста","7-10 років","6500 +","Manager","Automation QA",3
"Всі міста","7-10 років","6500 +","Senior","Automation QA",6
"Всі міста","7-10 років","6500 +","Senior","General QA",1
"Всі міста","7-10 років","6500 +","Team Lead","Automation QA",2
"Всі міста","7-10 років","6500 +","Team Lead","General QA",1
"Всі міста","7-10 років","6500 +","Tech Lead","Automation QA",3
"Всі міста","До року","0 - 500","Intern/Trainee","General QA",1
"Всі міста","До року","0 - 500","Intern/Trainee","Manual QA",17
"Всі міста","До року","0 - 500","Junior","General QA",1
"Всі міста","До року","0 - 500","Junior","Manual QA",30
"Всі міста","До року","0 - 500","Middle","Manual QA",2
"Всі міста","До року","1000 - 1500","Intern/Trainee","Manual QA",2
"Всі міста","До року","1000 - 1500","Junior","Automation QA",4
"Всі міста","До року","1000 - 1500","Junior","Manual QA",4
"Всі міста","До року","1500 - 2000","Junior","Automation QA",2
"Всі міста","До року","2500 - 3000","Middle","Automation QA",1
"Всі міста","До року","500 - 1000","Intern/Trainee","Automation QA",4
"Всі міста","До року","500 - 1000","Intern/Trainee","Manual QA",6
"Всі міста","До року","500 - 1000","Junior","Automation QA",10
"Всі міста","До року","500 - 1000","Junior","General QA",6
"Всі міста","До року","500 - 1000","Junior","Manual QA",102
"Всі міста","До року","500 - 1000","Middle","Automation QA",1
"Всі міста","До року","500 - 1000","Middle","General QA",2
"Всі міста","До року","500 - 1000","Middle","Manual QA",3
"Всі міста","До року",NA,"Intern/Trainee","Automation QA",1
"Всі міста","До року",NA,"Intern/Trainee","Manual QA",1
"Вінниця","Total","0 - 500","Intern/Trainee","Automation QA",1
"Вінниця","Total","0 - 500","Junior","Manual QA",2
"Вінниця","Total","1000 - 1500","Junior","Automation QA",3
"Вінниця","Total","1000 - 1500","Junior","Manual QA",5
"Вінниця","Total","1000 - 1500","Middle","Automation QA",3
"Вінниця","Total","1000 - 1500","Middle","Manual QA",9
"Вінниця","Total","1500 - 2000","Junior","Automation QA",1
"Вінниця","Total","1500 - 2000","Junior","Manual QA",1
"Вінниця","Total","1500 - 2000","Middle","Automation QA",1
"Вінниця","Total","1500 - 2000","Middle","General QA",1
"Вінниця","Total","1500 - 2000","Middle","Manual QA",9
"Вінниця","Total","1500 - 2000","Team Lead","Manual QA",1
"Вінниця","Total","2000 - 2500","Middle","General QA",1
"Вінниця","Total","2000 - 2500","Middle","Manual QA",3
"Вінниця","Total","2000 - 2500","Senior","General QA",2
"Вінниця","Total","2000 - 2500","Senior","Manual QA",2
"Вінниця","Total","2000 - 2500","Team Lead","General QA",1
"Вінниця","Total","2000 - 2500","Team Lead","Manual QA",1
"Вінниця","Total","2500 - 3000","Middle","Automation QA",2
"Вінниця","Total","2500 - 3000","Middle","Manual QA",4
"Вінниця","Total","2500 - 3000","Senior","General QA",3
"Вінниця","Total","2500 - 3000","Senior","Manual QA",3
"Вінниця","Total","2500 - 3000","Team Lead","General QA",1
"Вінниця","Total","3000 - 3500","Middle","Manual QA",1
"Вінниця","Total","3000 - 3500","Senior","Automation QA",1
"Вінниця","Total","3000 - 3500","Senior","General QA",1
"Вінниця","Total","3000 - 3500","Senior","Manual QA",2
"Вінниця","Total","3000 - 3500","Tech Lead","General QA",1
"Вінниця","Total","3500 - 4000","Manager","Manual QA",1
"Вінниця","Total","3500 - 4000","Middle","Automation QA",2
"Вінниця","Total","3500 - 4000","Middle","General QA",1
"Вінниця","Total","3500 - 4000","Middle","Manual QA",1
"Вінниця","Total","3500 - 4000","Senior","Automation QA",2
"Вінниця","Total","3500 - 4000","Senior","General QA",2
"Вінниця","Total","3500 - 4000","Senior","Manual QA",2
"Вінниця","Total","4000 - 4500","Senior","Automation QA",1
"Вінниця","Total","4000 - 4500","Senior","General QA",1
"Вінниця","Total","4000 - 4500","Senior","Manual QA",1
"Вінниця","Total","4000 - 4500","Team Lead","Manual QA",1
"Вінниця","Total","4500 - 5000","Senior","Automation QA",3
"Вінниця","Total","4500 - 5000","Senior","Manual QA",1
"Вінниця","Total","500 - 1000","Junior","General QA",3
"Вінниця","Total","500 - 1000","Junior","Manual QA",14
"Вінниця","Total","500 - 1000","Middle","Automation QA",1
"Вінниця","Total","500 - 1000","Middle","General QA",1
"Вінниця","Total","500 - 1000","Middle","Manual QA",5
"Вінниця","Total","5000 - 5500","Manager","General QA",1
"Вінниця","Total","5000 - 5500","Senior","Automation QA",1
"Вінниця","Total","5500 - 6000","Team Lead","Automation QA",1
"Вінниця","Total","6500 +","Senior","Automation QA",1
"Вінниця","Total","6500 +","Senior","Manual QA",1
"Вінниця","Total","6500 +","Tech Lead","Performance QA",1
"Дніпро","Total","0 - 500","Intern/Trainee","Manual QA",1
"Дніпро","Total","0 - 500","Junior","Manual QA",2
"Дніпро","Total","0 - 500","Middle","Manual QA",1
"Дніпро","Total","1000 - 1500","Junior","Manual QA",4
"Дніпро","Total","1000 - 1500","Middle","Automation QA",1
"Дніпро","Total","1000 - 1500","Middle","Manual QA",8
"Дніпро","Total","1000 - 1500","Middle","Performance QA",1
"Дніпро","Total","1000 - 1500","Senior","General QA",1
"Дніпро","Total","1500 - 2000","Middle","Automation QA",4
"Дніпро","Total","1500 - 2000","Middle","Manual QA",9
"Дніпро","Total","2000 - 2500","Middle","Automation QA",2
"Дніпро","Total","2000 - 2500","Middle","General QA",4
"Дніпро","Total","2000 - 2500","Middle","Manual QA",9
"Дніпро","Total","2000 - 2500","Senior","Manual QA",4
"Дніпро","Total","2500 - 3000","Middle","Automation QA",3
"Дніпро","Total","2500 - 3000","Middle","General QA",1
"Дніпро","Total","2500 - 3000","Middle","Manual QA",3
"Дніпро","Total","2500 - 3000","Senior","General QA",1
"Дніпро","Total","2500 - 3000","Senior","Manual QA",2
"Дніпро","Total","2500 - 3000","Team Lead","General QA",1
"Дніпро","Total","2500 - 3000","Tech Lead","General QA",1
"Дніпро","Total","3000 - 3500","Middle","Automation QA",3
"Дніпро","Total","3000 - 3500","Middle","General QA",1
"Дніпро","Total","3000 - 3500","Middle","Manual QA",1
"Дніпро","Total","3000 - 3500","Senior","Automation QA",2
"Дніпро","Total","3000 - 3500","Senior","General QA",2
